;ENSCAFT00000004869_90_90;ENSCAFT00000013439_90_90;ENSCAFT00000037016_90_90;ENSCAFT00000021145_90_90;ENSCAFT00000025193_90_90;ENST00000302271_90_90;ENST00000374612_90_90;ENST00000374616_90_90;ENST00000427764_90_90;ENST00000478691_90_90;ENST00000606561_90_90;ENST00000641107_90_90;ENST00000355238_90_90;ENST00000369622_90_90;ENST00000444272_90_90;ENST00000616122_90_90;ENST00000281722_90_90;ENST00000510397_90_90;ENST00000512640_90_90;ENST00000514866_90_90;ENST00000295971_90_90;ENST00000381793_90_90;ENST00000381795_90_90;ENST00000505220_90_90;ENST00000505414_90_90;ENST00000507180_90_90;ENST00000510871_90_90;ENST00000511598_90_90;ENST00000511902_90_90;ENST00000513473_90_90;ENST00000514014_90_90;ENST00000514782_90_90;ENST00000515053_90_90;ENSMUST00000069221_90_90;ENSMUST00000172508_90_90;ENSMUST00000172828_90_90;ENSMUST00000173405_90_90;ENSMUST00000173801_90_90;ENSMUST00000174269_90_90;ENSMUST00000174282_90_90;ENSMUST00000174361_90_90;ENSMUST00000174391_90_90;ENSMUST00000174688_90_90;ENSMUST00000048647_90_90;ENSMUST00000182637_90_90;ENSMUST00000182818_90_90;ENSMUST00000084219_90_90;ENSMUST00000105850_90_90;ENSMUST00000125696_90_90;ENSMUST00000131671_90_90;ENSMUST00000134524_90_90;ENSMUST00000145282_90_90;ENSMUST00000148843_90_90;ENSMUST00000156259_90_90;ENSMUST00000094756_90_90;ENSMUST00000094757_90_90;ENSMUST00000113724_90_90;ENSMUST00000113726_90_90;ENSMUST00000167950_90_90;ENSMUST00000200775_90_90;ENSMUST00000200852_90_90;ENSMUST00000201544_90_90;ENSMUST00000201561_90_90;ENSMUST00000202700_90_90
ENSMUST00000182818_90_90;0.284;0.874;0.958;0.705;0.947;0.785;0.785;0.787;0.717;0.854;0.777;0.157;0.702;0.787;0.159;0.761;0.916;0.958;0.274;1.0;0.083;0.083;0.086;0.091;0.101;0.103;0.092;0.103;0.091;0.1;0.029;0.103;0.098;0.704;0.0;0.128;0.18;0.789;0.637;0.704;0.723;0.761;0.487;0.849;0.958;1.0;0.854;0.787;0.139;0.854;0.314;0.005;0.787;0.0;0.083;0.08;0.08;0.08;0.08;0.08;0.101;0.08;0.005;0.019
ENSMUST00000084219_90_90;0.154;0.735;0.808;0.579;0.767;0.838;0.838;0.84;0.778;1.0;0.926;0.254;0.712;0.847;0.14;0.838;0.777;0.882;0.315;0.854;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.717;0.0;0.128;0.16;0.853;0.662;0.719;0.796;0.838;0.536;0.777;0.882;0.854;1.0;0.84;0.136;1.0;0.268;0.001;0.84;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
ENSMUST00000105850_90_90;0.147;0.781;0.859;0.72;0.679;0.998;0.998;1.0;0.938;0.84;0.778;0.213;0.854;0.99;0.291;0.706;0.666;0.742;0.263;0.722;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.848;0.14;0.107;0.302;0.983;0.793;0.849;0.928;0.706;0.669;0.722;0.811;0.787;0.84;1.0;0.114;0.84;0.428;0.16;1.0;0.116;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
ENSMUST00000125696_90_90;0.0;0.084;0.092;0.114;0.119;0.115;0.115;0.114;0.054;0.136;0.065;0.0;0.129;0.117;0.397;0.156;0.126;0.143;0.504;0.139;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.13;0.0;0.841;0.383;0.117;0.139;0.131;0.125;0.156;0.164;0.126;0.143;0.139;0.136;0.114;1.0;0.136;0.268;0.002;0.114;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
ENSMUST00000131671_90_90;0.154;0.735;0.808;0.579;0.767;0.838;0.838;0.84;0.778;1.0;0.926;0.254;0.712;0.847;0.14;0.838;0.777;0.882;0.315;0.854;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.717;0.0;0.128;0.16;0.853;0.662;0.719;0.796;0.838;0.536;0.777;0.882;0.854;1.0;0.84;0.136;1.0;0.268;0.001;0.84;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
ENSMUST00000134524_90_90;0.0;0.311;0.342;0.409;0.258;0.426;0.426;0.428;0.366;0.268;0.206;0.0;0.468;0.422;0.673;0.3;0.266;0.295;0.518;0.288;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.46;0.323;0.248;0.699;0.415;0.491;0.461;0.44;0.3;0.433;0.288;0.323;0.314;0.268;0.428;0.268;0.268;1.0;0.373;0.428;0.271;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
ENSMUST00000145282_90_90;0.0;0.046;0.051;0.142;0.015;0.161;0.161;0.16;0.171;0.001;0.001;0.0;0.169;0.152;0.507;0.001;0.004;0.005;0.012;0.005;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.161;0.862;0.002;0.457;0.145;0.172;0.161;0.154;0.001;0.202;0.005;0.005;0.005;0.001;0.16;0.002;0.001;0.373;1.0;0.16;0.712;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
ENSMUST00000148843_90_90;0.147;0.781;0.859;0.72;0.679;0.998;0.998;1.0;0.938;0.84;0.778;0.213;0.854;0.99;0.291;0.706;0.666;0.742;0.263;0.722;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.848;0.14;0.107;0.302;0.983;0.793;0.849;0.928;0.706;0.669;0.722;0.811;0.787;0.84;1.0;0.114;0.84;0.428;0.16;1.0;0.116;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
ENSMUST00000156259_90_90;0.0;0.035;0.038;0.097;0.0;0.116;0.116;0.116;0.124;0.0;0.0;0.0;0.119;0.108;0.358;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.112;0.645;0.0;0.316;0.101;0.119;0.112;0.107;0.0;0.14;0.0;0.0;0.0;0.0;0.116;0.0;0.0;0.271;0.712;0.116;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
ENSMUST00000094756_90_90;0.338;0.129;0.067;0.139;0.121;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.007;0.0;0.0;0.007;0.048;0.057;0.0;0.081;0.793;0.793;0.894;0.115;0.307;0.239;0.659;0.22;0.115;0.373;0.729;0.265;0.42;0.007;0.0;0.0;0.0;0.0;0.007;0.006;0.0;0.007;0.007;0.049;0.058;0.083;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.883;0.883;0.883;0.883;0.883;0.303;0.883;0.012;0.025
ENSMUST00000094757_90_90;0.379;0.123;0.064;0.157;0.115;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.006;0.0;0.0;0.007;0.046;0.055;0.0;0.078;0.903;0.903;0.79;0.101;0.271;0.211;0.581;0.194;0.101;0.329;0.838;0.234;0.371;0.006;0.0;0.0;0.0;0.0;0.006;0.005;0.0;0.007;0.007;0.047;0.056;0.08;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.883;1.0;1.0;1.0;1.0;1.0;0.268;1.0;0.011;0.022
ENSMUST00000113724_90_90;0.379;0.123;0.064;0.157;0.115;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.006;0.0;0.0;0.007;0.046;0.055;0.0;0.078;0.903;0.903;0.79;0.101;0.271;0.211;0.581;0.194;0.101;0.329;0.838;0.234;0.371;0.006;0.0;0.0;0.0;0.0;0.006;0.005;0.0;0.007;0.007;0.047;0.056;0.08;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.883;1.0;1.0;1.0;1.0;1.0;0.268;1.0;0.011;0.022
ENSMUST00000113726_90_90;0.379;0.123;0.064;0.157;0.115;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.006;0.0;0.0;0.007;0.046;0.055;0.0;0.078;0.903;0.903;0.79;0.101;0.271;0.211;0.581;0.194;0.101;0.329;0.838;0.234;0.371;0.006;0.0;0.0;0.0;0.0;0.006;0.005;0.0;0.007;0.007;0.047;0.056;0.08;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.883;1.0;1.0;1.0;1.0;1.0;0.268;1.0;0.011;0.022
ENSMUST00000167950_90_90;0.379;0.123;0.064;0.157;0.115;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.006;0.0;0.0;0.007;0.046;0.055;0.0;0.078;0.903;0.903;0.79;0.101;0.271;0.211;0.581;0.194;0.101;0.329;0.838;0.234;0.371;0.006;0.0;0.0;0.0;0.0;0.006;0.005;0.0;0.007;0.007;0.047;0.056;0.08;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.883;1.0;1.0;1.0;1.0;1.0;0.268;1.0;0.011;0.022
ENSMUST00000200775_90_90;0.379;0.123;0.064;0.157;0.115;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.006;0.0;0.0;0.007;0.046;0.055;0.0;0.078;0.903;0.903;0.79;0.101;0.271;0.211;0.581;0.194;0.101;0.329;0.838;0.234;0.371;0.006;0.0;0.0;0.0;0.0;0.006;0.005;0.0;0.007;0.007;0.047;0.056;0.08;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.883;1.0;1.0;1.0;1.0;1.0;0.268;1.0;0.011;0.022
ENSMUST00000200852_90_90;0.151;0.178;0.094;0.079;0.175;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.01;0.0;0.0;0.012;0.058;0.07;0.0;0.1;0.293;0.293;0.334;0.376;0.996;0.783;0.464;0.719;0.376;0.819;0.222;0.869;0.727;0.01;0.0;0.0;0.0;0.0;0.011;0.009;0.0;0.012;0.013;0.058;0.071;0.101;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.303;0.268;0.268;0.268;0.268;0.268;1.0;0.268;0.04;0.082
ENSMUST00000201544_90_90;0.379;0.123;0.064;0.157;0.115;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.006;0.0;0.0;0.007;0.046;0.055;0.0;0.078;0.903;0.903;0.79;0.101;0.271;0.211;0.581;0.194;0.101;0.329;0.838;0.234;0.371;0.006;0.0;0.0;0.0;0.0;0.006;0.005;0.0;0.007;0.007;0.047;0.056;0.08;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.883;1.0;1.0;1.0;1.0;1.0;0.268;1.0;0.011;0.022
ENSMUST00000201561_90_90;0.004;0.004;0.005;0.003;0.004;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.004;0.005;0.0;0.005;0.012;0.012;0.013;0.107;0.04;0.051;0.019;0.056;0.107;0.033;0.0;0.046;0.029;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.004;0.005;0.005;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.012;0.011;0.011;0.011;0.011;0.011;0.04;0.011;1.0;0.487
ENSMUST00000202700_90_90;0.013;0.017;0.019;0.005;0.016;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.017;0.019;0.0;0.019;0.024;0.024;0.027;0.219;0.082;0.105;0.038;0.114;0.219;0.067;0.0;0.095;0.06;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.017;0.019;0.019;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.025;0.022;0.022;0.022;0.022;0.022;0.082;0.022;0.487;1.0
