;ENSCAFT00000004869_90_90;ENSCAFT00000013439_90_90;ENSCAFT00000037016_90_90;ENSCAFT00000021145_90_90;ENSCAFT00000025193_90_90;ENST00000302271_90_90;ENST00000374612_90_90;ENST00000374616_90_90;ENST00000427764_90_90;ENST00000478691_90_90;ENST00000606561_90_90;ENST00000641107_90_90;ENST00000355238_90_90;ENST00000369622_90_90;ENST00000444272_90_90;ENST00000616122_90_90;ENST00000281722_90_90;ENST00000510397_90_90;ENST00000512640_90_90;ENST00000514866_90_90;ENST00000295971_90_90;ENST00000381793_90_90;ENST00000381795_90_90;ENST00000505220_90_90;ENST00000505414_90_90;ENST00000507180_90_90;ENST00000510871_90_90;ENST00000511598_90_90;ENST00000511902_90_90;ENST00000513473_90_90;ENST00000514014_90_90;ENST00000514782_90_90;ENST00000515053_90_90;ENSMUST00000069221_90_90;ENSMUST00000172508_90_90;ENSMUST00000172828_90_90;ENSMUST00000173405_90_90;ENSMUST00000173801_90_90;ENSMUST00000174269_90_90;ENSMUST00000174282_90_90;ENSMUST00000174361_90_90;ENSMUST00000174391_90_90;ENSMUST00000174688_90_90;ENSMUST00000048647_90_90;ENSMUST00000182637_90_90;ENSMUST00000182818_90_90;ENSMUST00000084219_90_90;ENSMUST00000105850_90_90;ENSMUST00000125696_90_90;ENSMUST00000131671_90_90;ENSMUST00000134524_90_90;ENSMUST00000145282_90_90;ENSMUST00000148843_90_90;ENSMUST00000156259_90_90;ENSMUST00000094756_90_90;ENSMUST00000094757_90_90;ENSMUST00000113724_90_90;ENSMUST00000113726_90_90;ENSMUST00000167950_90_90;ENSMUST00000200775_90_90;ENSMUST00000200852_90_90;ENSMUST00000201544_90_90;ENSMUST00000201561_90_90;ENSMUST00000202700_90_90
ENSMUST00000182818_90_90;0.657;0.924;1.0;0.814;0.98;0.986;0.986;1.0;0.945;0.986;0.932;0.26;0.74;1.0;0.192;0.726;0.868;0.929;0.175;1.0;0.9;0.9;0.9;0.889;0.9;0.9;0.9;0.9;0.889;0.9;0.3;0.9;0.9;0.74;0.0;0.151;0.205;1.0;0.726;0.74;0.986;0.726;0.671;0.73;0.929;1.0;0.986;1.0;0.151;0.986;0.26;0.027;1.0;0.0;0.9;0.9;0.9;0.9;0.9;0.9;0.9;0.9;0.111;0.278
ENSMUST00000084219_90_90;1.0;0.892;0.892;0.746;0.952;0.851;0.851;0.857;0.825;1.0;0.962;0.311;0.605;0.857;0.116;0.706;0.986;0.986;0.219;0.986;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.61;0.0;0.119;0.13;0.863;0.603;0.61;0.856;0.706;0.575;0.986;0.986;0.986;1.0;0.857;0.114;1.0;0.156;0.006;0.857;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
ENSMUST00000105850_90_90;1.0;1.0;1.0;1.0;0.99;0.994;0.994;1.0;0.968;0.857;0.825;0.266;0.748;1.0;0.259;0.605;1.0;1.0;0.233;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.747;0.123;0.103;0.267;1.0;0.74;0.747;0.993;0.61;0.712;1.0;1.0;1.0;0.857;1.0;0.097;0.857;0.299;0.146;1.0;0.104;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
ENSMUST00000125696_90_90;0.0;0.068;0.068;0.224;0.135;0.098;0.098;0.097;0.072;0.114;0.084;0.0;0.136;0.102;0.395;0.169;0.151;0.151;0.647;0.151;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.138;0.0;0.875;0.385;0.103;0.139;0.138;0.103;0.169;0.144;0.151;0.151;0.151;0.114;0.097;1.0;0.114;0.326;0.025;0.097;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
ENSMUST00000131671_90_90;1.0;0.892;0.892;0.746;0.952;0.851;0.851;0.857;0.825;1.0;0.962;0.311;0.605;0.857;0.116;0.706;0.986;0.986;0.219;0.986;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.61;0.0;0.119;0.13;0.863;0.603;0.61;0.856;0.706;0.575;0.986;0.986;0.986;1.0;0.857;0.114;1.0;0.156;0.006;0.857;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
ENSMUST00000134524_90_90;0.0;0.27;0.27;0.612;0.24;0.292;0.292;0.299;0.266;0.156;0.123;0.0;0.409;0.306;0.844;0.218;0.26;0.26;0.895;0.26;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.404;0.409;0.341;0.886;0.301;0.407;0.404;0.303;0.22;0.383;0.26;0.26;0.26;0.156;0.299;0.326;0.156;1.0;0.469;0.299;0.348;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
ENSMUST00000145282_90_90;0.0;0.108;0.108;0.269;0.058;0.15;0.15;0.149;0.154;0.006;0.007;0.0;0.2;0.15;0.579;0.009;0.027;0.027;0.118;0.027;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.193;0.857;0.029;0.538;0.144;0.194;0.193;0.145;0.009;0.202;0.027;0.027;0.027;0.006;0.146;0.025;0.006;0.469;1.0;0.146;0.615;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
ENSMUST00000148843_90_90;1.0;1.0;1.0;1.0;0.99;0.994;0.994;1.0;0.968;0.857;0.825;0.266;0.748;1.0;0.259;0.605;1.0;1.0;0.233;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.747;0.123;0.103;0.267;1.0;0.74;0.747;0.993;0.61;0.712;1.0;1.0;1.0;0.857;1.0;0.097;0.857;0.299;0.146;1.0;0.104;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
ENSMUST00000156259_90_90;0.0;0.081;0.081;0.164;0.0;0.105;0.105;0.104;0.107;0.0;0.0;0.0;0.136;0.102;0.395;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.128;0.778;0.0;0.359;0.096;0.13;0.128;0.097;0.0;0.135;0.0;0.0;0.0;0.0;0.104;0.0;0.0;0.348;0.615;0.104;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
ENSMUST00000094756_90_90;0.907;0.894;0.383;0.85;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;0.65;0.75;0.0;0.9;0.879;0.879;0.953;0.171;0.55;0.411;0.837;0.388;0.171;0.589;0.779;0.473;0.636;1.0;0.0;0.0;0.0;0.0;1.0;0.75;0.0;1.0;1.0;0.65;0.75;0.9;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.918;0.918;0.918;0.918;0.918;0.483;0.918;0.021;0.041
ENSMUST00000094757_90_90;1.0;0.894;0.383;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;0.65;0.75;0.0;0.9;0.957;0.957;0.879;0.157;0.507;0.379;0.771;0.357;0.157;0.543;0.857;0.436;0.586;1.0;0.0;0.0;0.0;0.0;1.0;0.75;0.0;1.0;1.0;0.65;0.75;0.9;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.918;1.0;1.0;1.0;1.0;1.0;0.443;1.0;0.019;0.038
ENSMUST00000113724_90_90;1.0;0.894;0.383;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;0.65;0.75;0.0;0.9;0.957;0.957;0.879;0.157;0.507;0.379;0.771;0.357;0.157;0.543;0.857;0.436;0.586;1.0;0.0;0.0;0.0;0.0;1.0;0.75;0.0;1.0;1.0;0.65;0.75;0.9;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.918;1.0;1.0;1.0;1.0;1.0;0.443;1.0;0.019;0.038
ENSMUST00000113726_90_90;1.0;0.894;0.383;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;0.65;0.75;0.0;0.9;0.957;0.957;0.879;0.157;0.507;0.379;0.771;0.357;0.157;0.543;0.857;0.436;0.586;1.0;0.0;0.0;0.0;0.0;1.0;0.75;0.0;1.0;1.0;0.65;0.75;0.9;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.918;1.0;1.0;1.0;1.0;1.0;0.443;1.0;0.019;0.038
ENSMUST00000167950_90_90;1.0;0.894;0.383;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;0.65;0.75;0.0;0.9;0.957;0.957;0.879;0.157;0.507;0.379;0.771;0.357;0.157;0.543;0.857;0.436;0.586;1.0;0.0;0.0;0.0;0.0;1.0;0.75;0.0;1.0;1.0;0.65;0.75;0.9;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.918;1.0;1.0;1.0;1.0;1.0;0.443;1.0;0.019;0.038
ENSMUST00000200775_90_90;1.0;0.894;0.383;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;0.65;0.75;0.0;0.9;0.957;0.957;0.879;0.157;0.507;0.379;0.771;0.357;0.157;0.543;0.857;0.436;0.586;1.0;0.0;0.0;0.0;0.0;1.0;0.75;0.0;1.0;1.0;0.65;0.75;0.9;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.918;1.0;1.0;1.0;1.0;1.0;0.443;1.0;0.019;0.038
ENSMUST00000200852_90_90;0.427;0.851;0.4;0.475;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;0.65;0.75;0.0;0.9;0.522;0.522;0.569;0.314;0.986;0.757;0.648;0.714;0.314;0.921;0.418;0.871;0.854;1.0;0.0;0.0;0.0;0.0;1.0;0.75;0.0;1.0;1.0;0.65;0.75;0.9;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.483;0.443;0.443;0.443;0.443;0.443;1.0;0.443;0.043;0.086
ENSMUST00000201544_90_90;1.0;0.894;0.383;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;0.65;0.75;0.0;0.9;0.957;0.957;0.879;0.157;0.507;0.379;0.771;0.357;0.157;0.543;0.857;0.436;0.586;1.0;0.0;0.0;0.0;0.0;1.0;0.75;0.0;1.0;1.0;0.65;0.75;0.9;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.918;1.0;1.0;1.0;1.0;1.0;0.443;1.0;0.019;0.038
ENSMUST00000201561_90_90;0.027;0.048;0.111;0.025;0.044;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.154;0.133;0.0;0.111;0.022;0.022;0.024;0.136;0.042;0.057;0.028;0.06;0.136;0.039;0.0;0.049;0.037;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.154;0.133;0.111;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.021;0.019;0.019;0.019;0.019;0.019;0.043;0.019;1.0;0.5
ENSMUST00000202700_90_90;0.053;0.119;0.278;0.05;0.111;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.385;0.333;0.0;0.278;0.045;0.045;0.049;0.273;0.085;0.113;0.056;0.12;0.273;0.079;0.0;0.098;0.073;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.385;0.333;0.278;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.041;0.038;0.038;0.038;0.038;0.038;0.086;0.038;0.5;1.0
