;ENSCAFT00000002168_90_90;ENSCAFT00000045695_90_90;ENSCAFT00000013241_90_90;ENSCAFT00000019370_90_90;ENST00000253363_90_90;ENST00000338163_90_90;ENST00000361162_90_90;ENST00000374038_90_90;ENST00000397370_90_90;ENST00000403542_90_90;ENST00000412738_90_90;ENST00000416108_90_90;ENST00000416529_90_90;ENST00000425184_90_90;ENST00000426951_90_90;ENST00000429968_90_90;ENST00000433027_90_90;ENST00000434927_90_90;ENST00000444878_90_90;ENST00000448303_90_90;ENST00000449489_90_90;ENST00000453310_90_90;ENST00000455343_90_90;ENST00000476806_90_90;ENST00000490484_90_90;ENST00000528062_90_90;ENST00000615771_90_90;ENST00000369086_90_90;ENST00000369093_90_90;ENST00000412524_90_90;ENST00000436547_90_90;ENST00000479729_90_90;ENST00000497671_90_90;ENST00000313352_90_90;ENST00000349157_90_90;ENST00000453551_90_90;ENST00000456095_90_90;ENST00000526459_90_90;ENST00000526683_90_90;ENST00000527197_90_90;ENST00000527744_90_90;ENST00000529999_90_90;ENST00000531897_90_90;ENST00000532884_90_90;ENST00000533162_90_90;ENSMUST00000002599_90_90;ENSMUST00000100527_90_90;ENSMUST00000029149_90_90;ENSMUST00000109584_90_90;ENSMUST00000109587_90_90;ENSMUST00000126992_90_90;ENSMUST00000137566_90_90;ENSMUST00000142071_90_90;ENSMUST00000146288_90_90;ENSMUST00000146297_90_90;ENSMUST00000146549_90_90;ENSMUST00000147098_90_90;ENSMUST00000148794_90_90;ENSMUST00000152919_90_90;ENSMUST00000153514_90_90;ENSMUST00000154677_90_90;ENSMUST00000155837_90_90;ENSMUST00000033135_90_90;ENSMUST00000106226_90_90;ENSMUST00000106228_90_90;ENSMUST00000123666_90_90;ENSMUST00000133089_90_90;ENSMUST00000133444_90_90;ENSMUST00000141126_90_90;ENSMUST00000165023_90_90;ENSMUST00000205278_90_90;ENSMUST00000205835_90_90
ENST00000527744_90_90;0.558;0.57;0.364;0.398;0.085;0.098;0.085;0.097;0.145;0.018;0.018;0.018;0.0;0.019;0.07;0.029;0.014;0.081;0.018;0.034;0.018;0.018;0.018;0.0;0.051;0.077;0.036;0.068;0.315;0.162;0.325;0.0;0.095;0.494;0.564;0.524;0.546;0.938;0.595;0.515;1.0;0.569;0.528;0.377;0.478;0.548;0.577;0.26;0.059;0.258;0.372;0.018;0.309;0.215;0.26;0.018;0.061;0.153;0.018;0.076;0.0;0.018;0.323;0.313;0.331;0.095;0.062;0.111;0.311;0.323;0.093;0.082
ENST00000529999_90_90;0.366;0.372;0.451;0.211;0.059;0.069;0.06;0.098;0.249;0.0;0.0;0.0;0.074;0.0;0.146;0.097;0.079;0.108;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.061;0.0;0.203;0.437;0.322;0.409;0.0;0.2;0.316;0.371;0.307;0.313;0.589;0.361;0.322;0.569;1.0;0.942;0.159;0.755;0.374;0.363;0.119;0.074;0.118;0.182;0.0;0.141;0.183;0.119;0.0;0.077;0.005;0.0;0.095;0.074;0.0;0.407;0.435;0.446;0.2;0.073;0.135;0.325;0.407;0.249;0.013
ENST00000531897_90_90;0.34;0.347;0.436;0.191;0.06;0.071;0.061;0.102;0.263;0.0;0.0;0.0;0.078;0.0;0.153;0.102;0.083;0.112;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.062;0.0;0.214;0.404;0.339;0.376;0.0;0.21;0.29;0.345;0.281;0.288;0.547;0.336;0.296;0.528;0.942;1.0;0.144;0.798;0.348;0.338;0.099;0.078;0.098;0.151;0.0;0.117;0.142;0.099;0.0;0.082;0.0;0.0;0.101;0.078;0.0;0.374;0.402;0.409;0.21;0.077;0.142;0.285;0.374;0.261;0.0
ENST00000532884_90_90;0.407;0.395;0.145;0.312;0.2;0.238;0.202;0.193;0.0;0.0;0.0;0.0;0.0;0.0;0.194;0.034;0.0;0.179;0.0;0.103;0.0;0.0;0.0;0.078;0.127;0.194;0.136;0.0;0.234;0.047;0.241;0.0;0.0;0.435;0.403;0.422;0.411;0.389;0.391;0.424;0.377;0.159;0.144;1.0;0.126;0.404;0.393;0.391;0.0;0.392;0.383;0.0;0.483;0.269;0.391;0.0;0.0;0.345;0.0;0.034;0.0;0.0;0.241;0.234;0.261;0.0;0.0;0.251;0.322;0.241;0.0;0.076
ENST00000533162_90_90;0.275;0.319;0.401;0.162;0.048;0.056;0.048;0.082;0.283;0.0;0.0;0.0;0.083;0.0;0.124;0.11;0.09;0.09;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.049;0.0;0.23;0.316;0.369;0.288;0.0;0.223;0.22;0.275;0.249;0.256;0.429;0.304;0.227;0.478;0.755;0.798;0.126;1.0;0.282;0.31;0.048;0.084;0.047;0.073;0.0;0.056;0.098;0.048;0.0;0.088;0.0;0.0;0.109;0.083;0.0;0.288;0.316;0.314;0.223;0.089;0.089;0.185;0.288;0.279;0.0
ENSMUST00000002599_90_90;0.979;0.949;0.258;0.601;0.223;0.149;0.219;0.077;0.096;0.015;0.015;0.015;0.002;0.015;0.056;0.025;0.016;0.065;0.015;0.151;0.015;0.015;0.015;0.05;0.08;0.219;0.079;0.053;0.237;0.114;0.242;0.002;0.074;0.905;0.975;0.878;0.903;0.564;0.946;0.931;0.548;0.374;0.348;0.404;0.282;1.0;0.97;0.438;0.037;0.439;0.253;0.015;0.367;0.145;0.438;0.015;0.038;0.297;0.015;0.048;0.002;0.015;0.241;0.236;0.241;0.074;0.032;0.073;0.211;0.241;0.073;0.055
ENSMUST00000100527_90_90;0.95;0.979;0.278;0.624;0.219;0.146;0.215;0.076;0.093;0.015;0.015;0.015;0.002;0.015;0.054;0.024;0.015;0.064;0.015;0.148;0.015;0.015;0.015;0.048;0.078;0.215;0.077;0.052;0.233;0.113;0.238;0.002;0.072;0.878;0.946;0.908;0.933;0.547;0.976;0.903;0.577;0.363;0.338;0.393;0.31;0.97;1.0;0.428;0.036;0.429;0.247;0.015;0.358;0.141;0.428;0.015;0.037;0.29;0.015;0.046;0.002;0.015;0.237;0.232;0.237;0.072;0.034;0.071;0.206;0.237;0.071;0.054
ENSMUST00000029149_90_90;0.44;0.43;0.138;0.353;0.452;0.3;0.456;0.178;0.058;0.031;0.031;0.031;0.03;0.0;0.114;0.031;0.031;0.162;0.031;0.252;0.031;0.031;0.031;0.078;0.173;0.445;0.16;0.017;0.182;0.016;0.187;0.032;0.033;0.433;0.44;0.423;0.425;0.27;0.43;0.435;0.26;0.119;0.099;0.391;0.048;0.438;0.428;1.0;0.064;0.989;0.522;0.031;0.75;0.298;1.0;0.031;0.064;0.574;0.031;0.063;0.03;0.031;0.185;0.181;0.188;0.033;0.019;0.13;0.196;0.185;0.026;0.076
ENSMUST00000109584_90_90;0.037;0.036;0.059;0.018;0.031;0.038;0.031;0.067;0.4;0.279;0.279;0.279;0.205;0.0;0.039;0.25;0.283;0.079;0.279;0.0;0.279;0.279;0.279;0.0;0.0;0.032;0.0;0.092;0.036;0.064;0.038;0.347;0.141;0.008;0.037;0.008;0.017;0.061;0.036;0.017;0.059;0.074;0.078;0.0;0.084;0.037;0.036;0.064;1.0;0.063;0.121;0.279;0.08;0.21;0.064;0.279;0.777;0.0;0.279;0.656;0.205;0.279;0.038;0.036;0.028;0.141;0.15;0.0;0.0;0.038;0.103;0.033
ENSMUST00000109587_90_90;0.441;0.431;0.137;0.352;0.448;0.297;0.452;0.176;0.057;0.031;0.031;0.031;0.03;0.0;0.113;0.03;0.031;0.16;0.031;0.25;0.031;0.031;0.031;0.077;0.172;0.442;0.166;0.017;0.181;0.016;0.185;0.031;0.033;0.434;0.441;0.424;0.426;0.268;0.431;0.436;0.258;0.118;0.098;0.392;0.047;0.439;0.429;0.989;0.063;1.0;0.516;0.031;0.741;0.294;0.989;0.031;0.063;0.586;0.031;0.062;0.03;0.031;0.184;0.18;0.186;0.033;0.018;0.129;0.194;0.184;0.026;0.075
ENSMUST00000126992_90_90;0.254;0.248;0.188;0.224;0.197;0.234;0.198;0.291;0.1;0.057;0.057;0.057;0.053;0.0;0.21;0.056;0.057;0.272;0.057;0.077;0.057;0.057;0.057;0.0;0.078;0.185;0.036;0.03;0.267;0.026;0.276;0.06;0.055;0.239;0.254;0.233;0.237;0.384;0.248;0.243;0.372;0.182;0.151;0.383;0.073;0.253;0.247;0.522;0.121;0.516;1.0;0.057;0.659;0.564;0.522;0.057;0.121;0.304;0.057;0.117;0.053;0.057;0.274;0.266;0.284;0.055;0.034;0.237;0.317;0.274;0.042;0.133
ENSMUST00000137566_90_90;0.013;0.001;0.052;0.003;0.031;0.038;0.031;0.067;0.144;1.0;1.0;1.0;0.2;0.575;0.039;0.243;0.274;0.078;1.0;0.0;1.0;1.0;1.0;0.0;0.0;0.032;0.0;0.0;0.049;0.0;0.051;0.427;0.129;0.0;0.014;0.0;0.014;0.023;0.014;0.015;0.018;0.0;0.0;0.0;0.0;0.015;0.015;0.031;0.279;0.031;0.057;1.0;0.039;0.095;0.031;1.0;0.274;0.0;1.0;0.243;0.2;1.0;0.051;0.049;0.0;0.129;0.0;0.0;0.0;0.051;0.084;0.157
ENSMUST00000142071_90_90;0.369;0.36;0.157;0.288;0.311;0.355;0.305;0.214;0.071;0.039;0.039;0.039;0.037;0.0;0.142;0.038;0.039;0.197;0.039;0.178;0.039;0.039;0.039;0.098;0.208;0.302;0.196;0.021;0.212;0.019;0.218;0.04;0.04;0.359;0.369;0.351;0.353;0.323;0.36;0.362;0.309;0.141;0.117;0.483;0.056;0.367;0.358;0.75;0.08;0.741;0.659;0.039;1.0;0.376;0.75;0.039;0.08;0.5;0.039;0.079;0.037;0.039;0.217;0.211;0.221;0.04;0.023;0.162;0.236;0.217;0.031;0.094
ENSMUST00000146288_90_90;0.146;0.142;0.185;0.124;0.123;0.15;0.125;0.241;0.155;0.095;0.095;0.095;0.085;0.0;0.348;0.091;0.096;0.275;0.095;0.0;0.095;0.095;0.095;0.0;0.0;0.128;0.0;0.045;0.278;0.037;0.29;0.102;0.079;0.121;0.142;0.118;0.124;0.222;0.139;0.128;0.215;0.183;0.142;0.269;0.098;0.145;0.141;0.298;0.21;0.294;0.564;0.095;0.376;1.0;0.298;0.095;0.209;0.092;0.095;0.199;0.085;0.095;0.29;0.278;0.304;0.079;0.055;0.33;0.353;0.29;0.06;0.205
ENSMUST00000146297_90_90;0.44;0.43;0.138;0.353;0.452;0.3;0.456;0.178;0.058;0.031;0.031;0.031;0.03;0.0;0.114;0.031;0.031;0.162;0.031;0.252;0.031;0.031;0.031;0.078;0.173;0.445;0.16;0.017;0.182;0.016;0.187;0.032;0.033;0.433;0.44;0.423;0.425;0.27;0.43;0.435;0.26;0.119;0.099;0.391;0.048;0.438;0.428;1.0;0.064;0.989;0.522;0.031;0.75;0.298;1.0;0.031;0.064;0.574;0.031;0.063;0.03;0.031;0.185;0.181;0.188;0.033;0.019;0.13;0.196;0.185;0.026;0.076
ENSMUST00000146549_90_90;0.013;0.001;0.052;0.003;0.031;0.038;0.031;0.067;0.144;1.0;1.0;1.0;0.2;0.575;0.039;0.243;0.274;0.078;1.0;0.0;1.0;1.0;1.0;0.0;0.0;0.032;0.0;0.0;0.049;0.0;0.051;0.427;0.129;0.0;0.014;0.0;0.014;0.023;0.014;0.015;0.018;0.0;0.0;0.0;0.0;0.015;0.015;0.031;0.279;0.031;0.057;1.0;0.039;0.095;0.031;1.0;0.274;0.0;1.0;0.243;0.2;1.0;0.051;0.049;0.0;0.129;0.0;0.0;0.0;0.051;0.084;0.157
ENSMUST00000147098_90_90;0.039;0.038;0.061;0.01;0.031;0.038;0.031;0.067;0.411;0.274;0.274;0.274;0.202;0.0;0.039;0.246;0.279;0.079;0.274;0.0;0.274;0.274;0.274;0.0;0.0;0.032;0.0;0.091;0.036;0.064;0.038;0.34;0.15;0.008;0.039;0.008;0.018;0.064;0.038;0.019;0.061;0.077;0.082;0.0;0.088;0.038;0.037;0.064;0.777;0.063;0.121;0.274;0.08;0.209;0.064;0.274;1.0;0.0;0.274;0.643;0.202;0.274;0.038;0.036;0.028;0.15;0.148;0.0;0.0;0.038;0.112;0.033
ENSMUST00000148794_90_90;0.299;0.291;0.0;0.269;0.257;0.198;0.259;0.077;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.051;0.0;0.325;0.0;0.0;0.0;0.129;0.198;0.246;0.193;0.0;0.031;0.0;0.032;0.0;0.0;0.32;0.299;0.312;0.305;0.157;0.292;0.313;0.153;0.005;0.0;0.345;0.0;0.297;0.29;0.574;0.0;0.586;0.304;0.0;0.5;0.092;0.574;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.032;0.031;0.034;0.0;0.0;0.0;0.04;0.032;0.0;0.102
ENSMUST00000152919_90_90;0.013;0.001;0.052;0.003;0.031;0.038;0.031;0.067;0.144;1.0;1.0;1.0;0.2;0.575;0.039;0.243;0.274;0.078;1.0;0.0;1.0;1.0;1.0;0.0;0.0;0.032;0.0;0.0;0.049;0.0;0.051;0.427;0.129;0.0;0.014;0.0;0.014;0.023;0.014;0.015;0.018;0.0;0.0;0.0;0.0;0.015;0.015;0.031;0.279;0.031;0.057;1.0;0.039;0.095;0.031;1.0;0.274;0.0;1.0;0.243;0.2;1.0;0.051;0.049;0.0;0.129;0.0;0.0;0.0;0.051;0.084;0.157
ENSMUST00000153514_90_90;0.048;0.047;0.069;0.027;0.03;0.038;0.031;0.065;0.311;0.243;0.243;0.243;0.185;0.0;0.036;0.476;0.246;0.076;0.243;0.0;0.243;0.243;0.243;0.0;0.0;0.032;0.0;0.085;0.069;0.082;0.072;0.293;0.133;0.02;0.048;0.019;0.028;0.079;0.047;0.029;0.076;0.095;0.101;0.034;0.109;0.048;0.046;0.063;0.656;0.062;0.117;0.243;0.079;0.199;0.063;0.243;0.643;0.0;0.243;1.0;0.185;0.243;0.072;0.069;0.066;0.133;0.132;0.0;0.048;0.072;0.098;0.031
ENSMUST00000154677_90_90;0.0;0.003;0.071;0.0;0.03;0.036;0.03;0.061;0.121;0.2;0.2;0.2;1.0;0.0;0.033;0.185;0.202;0.071;0.2;0.0;0.2;0.2;0.2;0.0;0.0;0.031;0.0;0.14;0.122;0.102;0.08;0.233;0.196;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.074;0.078;0.0;0.083;0.002;0.002;0.03;0.205;0.03;0.053;0.2;0.037;0.085;0.03;0.2;0.202;0.0;0.2;0.185;1.0;0.2;0.08;0.122;0.047;0.196;0.0;0.0;0.0;0.08;0.284;0.122
ENSMUST00000155837_90_90;0.013;0.001;0.052;0.003;0.031;0.038;0.031;0.067;0.144;1.0;1.0;1.0;0.2;0.575;0.039;0.243;0.274;0.078;1.0;0.0;1.0;1.0;1.0;0.0;0.0;0.032;0.0;0.0;0.049;0.0;0.051;0.427;0.129;0.0;0.014;0.0;0.014;0.023;0.014;0.015;0.018;0.0;0.0;0.0;0.0;0.015;0.015;0.031;0.279;0.031;0.057;1.0;0.039;0.095;0.031;1.0;0.274;0.0;1.0;0.243;0.2;1.0;0.051;0.049;0.0;0.129;0.0;0.0;0.0;0.051;0.084;0.157
ENSMUST00000033135_90_90;0.236;0.234;0.433;0.162;0.105;0.12;0.105;0.164;0.103;0.051;0.051;0.051;0.08;0.04;0.211;0.09;0.069;0.177;0.051;0.0;0.051;0.051;0.051;0.0;0.0;0.107;0.0;0.226;0.953;0.354;0.996;0.027;0.32;0.19;0.234;0.187;0.194;0.329;0.23;0.197;0.323;0.407;0.374;0.241;0.288;0.241;0.237;0.185;0.038;0.184;0.274;0.051;0.217;0.29;0.185;0.051;0.038;0.032;0.051;0.072;0.08;0.051;1.0;0.957;0.896;0.32;0.08;0.266;0.651;1.0;0.277;0.212
ENSMUST00000106226_90_90;0.23;0.229;0.45;0.157;0.102;0.117;0.103;0.159;0.099;0.049;0.049;0.049;0.122;0.038;0.202;0.086;0.066;0.171;0.049;0.0;0.049;0.049;0.049;0.0;0.0;0.105;0.0;0.216;0.997;0.338;0.953;0.026;0.307;0.185;0.228;0.183;0.19;0.319;0.225;0.192;0.313;0.435;0.402;0.234;0.316;0.236;0.232;0.181;0.036;0.18;0.266;0.049;0.211;0.278;0.181;0.049;0.036;0.031;0.049;0.069;0.122;0.049;0.957;1.0;0.857;0.307;0.077;0.254;0.622;0.957;0.319;0.203
ENSMUST00000106228_90_90;0.237;0.246;0.388;0.169;0.103;0.119;0.104;0.166;0.1;0.0;0.0;0.0;0.047;0.0;0.235;0.085;0.062;0.181;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.106;0.0;0.252;0.854;0.395;0.893;0.0;0.219;0.2;0.235;0.197;0.193;0.337;0.231;0.196;0.331;0.446;0.409;0.261;0.314;0.241;0.237;0.188;0.028;0.186;0.284;0.0;0.221;0.304;0.188;0.0;0.028;0.034;0.0;0.066;0.047;0.0;0.896;0.857;1.0;0.219;0.09;0.296;0.726;0.896;0.216;0.114
ENSMUST00000123666_90_90;0.068;0.068;0.193;0.009;0.033;0.04;0.033;0.062;0.309;0.129;0.129;0.129;0.196;0.107;0.082;0.133;0.181;0.069;0.129;0.0;0.129;0.129;0.129;0.0;0.0;0.034;0.0;0.626;0.307;0.463;0.32;0.07;1.0;0.001;0.066;0.001;0.02;0.098;0.064;0.02;0.095;0.2;0.21;0.0;0.223;0.074;0.072;0.033;0.141;0.033;0.055;0.129;0.04;0.079;0.033;0.129;0.15;0.0;0.129;0.133;0.196;0.129;0.32;0.307;0.219;1.0;0.213;0.0;0.0;0.32;0.809;0.216
ENSMUST00000133089_90_90;0.039;0.04;0.067;0.011;0.0;0.0;0.0;0.0;0.199;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.325;0.077;0.217;0.08;0.0;0.213;0.0;0.037;0.002;0.002;0.06;0.038;0.0;0.062;0.073;0.077;0.0;0.089;0.032;0.034;0.019;0.15;0.018;0.034;0.0;0.023;0.055;0.019;0.0;0.148;0.0;0.0;0.132;0.0;0.0;0.08;0.077;0.09;0.213;1.0;0.0;0.0;0.08;0.206;0.0
ENSMUST00000133444_90_90;0.073;0.071;0.159;0.068;0.113;0.138;0.114;0.235;0.0;0.0;0.0;0.0;0.0;0.0;0.497;0.0;0.0;0.273;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.117;0.0;0.0;0.257;0.0;0.268;0.0;0.0;0.078;0.073;0.076;0.074;0.114;0.071;0.077;0.111;0.135;0.142;0.251;0.089;0.073;0.071;0.13;0.0;0.129;0.237;0.0;0.162;0.33;0.13;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.266;0.254;0.296;0.0;0.0;1.0;0.406;0.266;0.0;0.0
ENSMUST00000141126_90_90;0.213;0.207;0.279;0.187;0.091;0.107;0.091;0.156;0.0;0.0;0.0;0.0;0.0;0.0;0.239;0.048;0.0;0.172;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.094;0.0;0.0;0.62;0.121;0.648;0.0;0.0;0.227;0.212;0.221;0.216;0.321;0.207;0.222;0.311;0.325;0.285;0.322;0.185;0.211;0.206;0.196;0.0;0.194;0.317;0.0;0.236;0.353;0.196;0.0;0.0;0.04;0.0;0.048;0.0;0.0;0.651;0.622;0.726;0.0;0.0;0.406;1.0;0.651;0.0;0.133
ENSMUST00000165023_90_90;0.236;0.234;0.433;0.162;0.105;0.12;0.105;0.164;0.103;0.051;0.051;0.051;0.08;0.04;0.211;0.09;0.069;0.177;0.051;0.0;0.051;0.051;0.051;0.0;0.0;0.107;0.0;0.226;0.953;0.354;0.996;0.027;0.32;0.19;0.234;0.187;0.194;0.329;0.23;0.197;0.323;0.407;0.374;0.241;0.288;0.241;0.237;0.185;0.038;0.184;0.274;0.051;0.217;0.29;0.185;0.051;0.038;0.032;0.051;0.072;0.08;0.051;1.0;0.957;0.896;0.32;0.08;0.266;0.651;1.0;0.277;0.212
ENSMUST00000205278_90_90;0.067;0.068;0.206;0.009;0.026;0.031;0.026;0.047;0.268;0.084;0.084;0.084;0.284;0.094;0.08;0.098;0.14;0.053;0.084;0.0;0.084;0.084;0.084;0.0;0.0;0.026;0.0;0.603;0.319;0.45;0.277;0.0;0.809;0.001;0.065;0.001;0.019;0.096;0.063;0.02;0.093;0.249;0.261;0.0;0.279;0.073;0.071;0.026;0.103;0.026;0.042;0.084;0.031;0.06;0.026;0.084;0.112;0.0;0.084;0.098;0.284;0.084;0.277;0.319;0.216;0.809;0.206;0.0;0.0;0.277;1.0;0.144
ENSMUST00000205835_90_90;0.055;0.043;0.055;0.059;0.007;0.009;0.007;0.014;0.024;0.157;0.157;0.157;0.122;0.134;0.0;0.031;0.033;0.016;0.157;0.0;0.157;0.157;0.157;0.0;0.0;0.008;0.0;0.021;0.203;0.017;0.212;0.086;0.216;0.047;0.055;0.045;0.056;0.085;0.053;0.057;0.082;0.013;0.0;0.076;0.0;0.055;0.054;0.076;0.033;0.075;0.133;0.157;0.094;0.205;0.076;0.157;0.033;0.102;0.157;0.031;0.122;0.157;0.212;0.203;0.114;0.216;0.0;0.0;0.133;0.212;0.144;1.0
