;ENSCAFT00000002168_90_90;ENSCAFT00000045695_90_90;ENSCAFT00000013241_90_90;ENSCAFT00000019370_90_90;ENST00000253363_90_90;ENST00000338163_90_90;ENST00000361162_90_90;ENST00000374038_90_90;ENST00000397370_90_90;ENST00000403542_90_90;ENST00000412738_90_90;ENST00000416108_90_90;ENST00000416529_90_90;ENST00000425184_90_90;ENST00000426951_90_90;ENST00000429968_90_90;ENST00000433027_90_90;ENST00000434927_90_90;ENST00000444878_90_90;ENST00000448303_90_90;ENST00000449489_90_90;ENST00000453310_90_90;ENST00000455343_90_90;ENST00000476806_90_90;ENST00000490484_90_90;ENST00000528062_90_90;ENST00000615771_90_90;ENST00000369086_90_90;ENST00000369093_90_90;ENST00000412524_90_90;ENST00000436547_90_90;ENST00000479729_90_90;ENST00000497671_90_90;ENST00000313352_90_90;ENST00000349157_90_90;ENST00000453551_90_90;ENST00000456095_90_90;ENST00000526459_90_90;ENST00000526683_90_90;ENST00000527197_90_90;ENST00000527744_90_90;ENST00000529999_90_90;ENST00000531897_90_90;ENST00000532884_90_90;ENST00000533162_90_90;ENSMUST00000002599_90_90;ENSMUST00000100527_90_90;ENSMUST00000029149_90_90;ENSMUST00000109584_90_90;ENSMUST00000109587_90_90;ENSMUST00000126992_90_90;ENSMUST00000137566_90_90;ENSMUST00000142071_90_90;ENSMUST00000146288_90_90;ENSMUST00000146297_90_90;ENSMUST00000146549_90_90;ENSMUST00000147098_90_90;ENSMUST00000148794_90_90;ENSMUST00000152919_90_90;ENSMUST00000153514_90_90;ENSMUST00000154677_90_90;ENSMUST00000155837_90_90;ENSMUST00000033135_90_90;ENSMUST00000106226_90_90;ENSMUST00000106228_90_90;ENSMUST00000123666_90_90;ENSMUST00000133089_90_90;ENSMUST00000133444_90_90;ENSMUST00000141126_90_90;ENSMUST00000165023_90_90;ENSMUST00000205278_90_90;ENSMUST00000205835_90_90
ENST00000527744_90_90;0.563;0.575;0.557;0.408;0.548;0.685;0.554;0.486;0.069;0.018;0.018;0.018;0.017;0.0;0.165;0.05;0.047;0.387;0.018;0.405;0.018;0.018;0.018;0.074;0.435;0.508;0.269;0.224;0.407;0.361;0.393;0.06;0.326;0.494;0.564;0.524;0.546;0.938;0.595;0.515;1.0;0.569;0.528;0.377;0.478;0.559;0.59;0.557;0.047;0.551;0.57;0.018;0.702;0.29;0.557;0.018;0.047;0.42;0.018;0.05;0.017;0.018;0.393;0.407;0.317;0.327;0.09;0.086;0.155;0.393;0.315;0.108
ENST00000529999_90_90;0.371;0.36;0.324;0.215;0.318;0.387;0.321;0.496;0.065;0.0;0.0;0.0;0.128;0.0;0.191;0.043;0.038;0.377;0.0;0.238;0.0;0.0;0.0;0.0;0.264;0.285;0.045;0.238;0.215;0.204;0.199;0.043;0.363;0.316;0.371;0.307;0.313;0.589;0.361;0.322;0.569;1.0;0.942;0.159;0.755;0.368;0.358;0.323;0.038;0.319;0.557;0.0;0.395;0.272;0.323;0.0;0.038;0.251;0.0;0.043;0.128;0.0;0.199;0.215;0.126;0.363;0.075;0.0;0.0;0.199;0.348;0.131
ENST00000531897_90_90;0.345;0.335;0.298;0.187;0.293;0.356;0.295;0.52;0.069;0.0;0.0;0.0;0.136;0.0;0.202;0.045;0.04;0.395;0.0;0.206;0.0;0.0;0.0;0.0;0.226;0.259;0.007;0.184;0.187;0.157;0.17;0.046;0.311;0.29;0.345;0.281;0.288;0.547;0.336;0.296;0.528;0.942;1.0;0.144;0.798;0.342;0.333;0.297;0.04;0.294;0.513;0.0;0.364;0.286;0.297;0.0;0.04;0.217;0.0;0.045;0.136;0.0;0.17;0.187;0.097;0.311;0.021;0.0;0.0;0.17;0.297;0.138
ENST00000532884_90_90;0.402;0.391;0.359;0.515;0.356;0.299;0.36;0.119;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.067;0.0;0.389;0.0;0.0;0.0;0.09;0.341;0.37;0.28;0.14;0.514;0.291;0.499;0.0;0.198;0.435;0.403;0.422;0.411;0.389;0.391;0.424;0.377;0.159;0.144;1.0;0.126;0.399;0.388;0.362;0.0;0.358;0.145;0.0;0.29;0.033;0.362;0.0;0.0;0.409;0.0;0.0;0.0;0.0;0.495;0.51;0.457;0.199;0.06;0.177;0.373;0.495;0.232;0.141
ENST00000533162_90_90;0.275;0.303;0.278;0.129;0.272;0.332;0.275;0.54;0.073;0.0;0.0;0.0;0.146;0.0;0.217;0.048;0.043;0.507;0.0;0.159;0.0;0.0;0.0;0.0;0.145;0.235;0.0;0.076;0.129;0.065;0.112;0.088;0.202;0.22;0.275;0.249;0.256;0.429;0.304;0.227;0.478;0.755;0.798;0.126;1.0;0.273;0.301;0.277;0.043;0.274;0.476;0.0;0.339;0.376;0.277;0.0;0.043;0.159;0.0;0.048;0.146;0.0;0.112;0.129;0.041;0.202;0.0;0.0;0.0;0.112;0.191;0.147
ENSMUST00000002599_90_90;0.993;0.935;0.498;0.427;0.49;0.443;0.494;0.284;0.058;0.014;0.014;0.014;0.013;0.0;0.106;0.036;0.034;0.219;0.014;0.34;0.014;0.014;0.014;0.047;0.286;0.463;0.175;0.139;0.426;0.224;0.416;0.021;0.204;0.912;0.991;0.885;0.91;0.576;0.961;0.938;0.559;0.368;0.342;0.399;0.273;1.0;0.97;0.497;0.034;0.493;0.339;0.014;0.438;0.161;0.497;0.014;0.034;0.351;0.014;0.036;0.013;0.014;0.413;0.424;0.354;0.205;0.056;0.096;0.228;0.413;0.199;0.129
ENSMUST00000100527_90_90;0.963;0.965;0.522;0.416;0.514;0.468;0.518;0.309;0.056;0.013;0.013;0.013;0.013;0.0;0.103;0.035;0.033;0.247;0.013;0.348;0.013;0.013;0.013;0.046;0.278;0.483;0.17;0.135;0.416;0.217;0.405;0.036;0.198;0.885;0.961;0.915;0.94;0.559;0.991;0.91;0.59;0.358;0.333;0.388;0.301;0.97;1.0;0.521;0.033;0.517;0.364;0.013;0.463;0.186;0.521;0.013;0.033;0.352;0.013;0.035;0.013;0.013;0.403;0.414;0.345;0.199;0.054;0.093;0.222;0.403;0.193;0.125
ENSMUST00000029149_90_90;0.5;0.507;0.977;0.509;0.982;0.743;0.994;0.44;0.058;0.031;0.031;0.031;0.03;0.0;0.163;0.063;0.064;0.368;0.031;0.62;0.031;0.031;0.031;0.088;0.383;0.941;0.277;0.143;0.508;0.231;0.498;0.039;0.2;0.469;0.501;0.494;0.514;0.526;0.525;0.489;0.557;0.323;0.297;0.362;0.277;0.497;0.521;1.0;0.064;0.989;0.522;0.031;0.75;0.298;1.0;0.031;0.064;0.574;0.031;0.063;0.03;0.031;0.495;0.506;0.442;0.2;0.058;0.103;0.308;0.495;0.194;0.138
ENSMUST00000109584_90_90;0.034;0.019;0.058;0.0;0.063;0.079;0.064;0.143;0.4;0.279;0.279;0.279;0.205;0.0;0.208;0.656;0.777;0.17;0.279;0.0;0.279;0.279;0.279;0.0;0.0;0.066;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.034;0.0;0.014;0.053;0.033;0.015;0.047;0.038;0.04;0.0;0.043;0.034;0.033;0.064;1.0;0.063;0.121;0.279;0.08;0.21;0.064;0.279;0.777;0.0;0.279;0.656;0.205;0.279;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
ENSMUST00000109587_90_90;0.496;0.503;0.989;0.504;0.994;0.735;0.982;0.435;0.057;0.031;0.031;0.031;0.03;0.0;0.162;0.062;0.063;0.364;0.031;0.631;0.031;0.031;0.031;0.087;0.379;0.952;0.273;0.141;0.503;0.229;0.493;0.038;0.197;0.465;0.497;0.489;0.509;0.521;0.52;0.485;0.551;0.319;0.294;0.358;0.274;0.493;0.517;0.989;0.063;1.0;0.516;0.031;0.741;0.294;0.989;0.031;0.063;0.586;0.031;0.062;0.03;0.031;0.49;0.501;0.438;0.198;0.057;0.102;0.305;0.49;0.192;0.136
ENSMUST00000126992_90_90;0.341;0.349;0.509;0.215;0.514;0.644;0.52;0.842;0.1;0.057;0.057;0.057;0.053;0.0;0.313;0.117;0.121;0.697;0.057;0.318;0.057;0.057;0.057;0.0;0.306;0.473;0.082;0.258;0.215;0.221;0.199;0.07;0.358;0.301;0.342;0.327;0.351;0.53;0.367;0.324;0.57;0.557;0.513;0.145;0.476;0.339;0.364;0.522;0.121;0.516;1.0;0.057;0.659;0.564;0.522;0.057;0.121;0.304;0.057;0.117;0.053;0.057;0.199;0.215;0.137;0.358;0.101;0.0;0.0;0.199;0.343;0.111
ENSMUST00000137566_90_90;0.014;0.012;0.031;0.0;0.031;0.038;0.031;0.067;0.144;1.0;1.0;1.0;0.2;0.575;0.039;0.243;0.274;0.078;1.0;0.0;1.0;1.0;1.0;0.0;0.0;0.032;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.014;0.0;0.014;0.023;0.014;0.015;0.018;0.0;0.0;0.0;0.0;0.014;0.013;0.031;0.279;0.031;0.057;1.0;0.039;0.095;0.031;1.0;0.274;0.0;1.0;0.243;0.2;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
ENSMUST00000142071_90_90;0.441;0.449;0.732;0.401;0.736;0.937;0.744;0.556;0.071;0.039;0.039;0.039;0.037;0.0;0.206;0.079;0.08;0.464;0.039;0.504;0.039;0.039;0.039;0.111;0.477;0.696;0.347;0.179;0.4;0.291;0.388;0.049;0.249;0.406;0.441;0.432;0.454;0.663;0.467;0.428;0.702;0.395;0.364;0.29;0.339;0.438;0.463;0.75;0.08;0.741;0.659;0.039;1.0;0.376;0.75;0.039;0.08;0.5;0.039;0.079;0.037;0.039;0.388;0.4;0.331;0.25;0.073;0.104;0.187;0.388;0.242;0.079
ENSMUST00000146288_90_90;0.162;0.172;0.288;0.034;0.293;0.367;0.296;0.661;0.155;0.095;0.095;0.095;0.085;0.0;0.549;0.199;0.209;0.799;0.095;0.114;0.095;0.095;0.095;0.0;0.066;0.305;0.0;0.0;0.035;0.0;0.036;0.04;0.067;0.117;0.163;0.143;0.167;0.253;0.188;0.141;0.29;0.272;0.286;0.033;0.376;0.161;0.186;0.298;0.21;0.294;0.564;0.095;0.376;1.0;0.298;0.095;0.209;0.092;0.095;0.199;0.085;0.095;0.036;0.035;0.0;0.067;0.0;0.0;0.0;0.036;0.061;0.075
ENSMUST00000146297_90_90;0.5;0.507;0.977;0.509;0.982;0.743;0.994;0.44;0.058;0.031;0.031;0.031;0.03;0.0;0.163;0.063;0.064;0.368;0.031;0.62;0.031;0.031;0.031;0.088;0.383;0.941;0.277;0.143;0.508;0.231;0.498;0.039;0.2;0.469;0.501;0.494;0.514;0.526;0.525;0.489;0.557;0.323;0.297;0.362;0.277;0.497;0.521;1.0;0.064;0.989;0.522;0.031;0.75;0.298;1.0;0.031;0.064;0.574;0.031;0.063;0.03;0.031;0.495;0.506;0.442;0.2;0.058;0.103;0.308;0.495;0.194;0.138
ENSMUST00000146549_90_90;0.014;0.012;0.031;0.0;0.031;0.038;0.031;0.067;0.144;1.0;1.0;1.0;0.2;0.575;0.039;0.243;0.274;0.078;1.0;0.0;1.0;1.0;1.0;0.0;0.0;0.032;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.014;0.0;0.014;0.023;0.014;0.015;0.018;0.0;0.0;0.0;0.0;0.014;0.013;0.031;0.279;0.031;0.057;1.0;0.039;0.095;0.031;1.0;0.274;0.0;1.0;0.243;0.2;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
ENSMUST00000147098_90_90;0.034;0.019;0.058;0.0;0.063;0.079;0.064;0.142;0.336;0.274;0.274;0.274;0.202;0.0;0.206;0.643;1.0;0.169;0.274;0.0;0.274;0.274;0.274;0.0;0.0;0.066;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.034;0.0;0.014;0.052;0.033;0.015;0.047;0.038;0.04;0.0;0.043;0.034;0.033;0.064;0.777;0.063;0.121;0.274;0.08;0.209;0.064;0.274;1.0;0.0;0.274;0.643;0.202;0.274;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
ENSMUST00000148794_90_90;0.353;0.354;0.585;0.519;0.583;0.498;0.571;0.21;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.122;0.0;0.918;0.0;0.0;0.0;0.147;0.524;0.608;0.366;0.23;0.52;0.298;0.506;0.0;0.28;0.38;0.354;0.38;0.372;0.416;0.355;0.371;0.42;0.251;0.217;0.409;0.159;0.351;0.352;0.574;0.0;0.586;0.304;0.0;0.5;0.092;0.574;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.503;0.517;0.468;0.28;0.091;0.165;0.313;0.503;0.308;0.074
ENSMUST00000152919_90_90;0.014;0.012;0.031;0.0;0.031;0.038;0.031;0.067;0.144;1.0;1.0;1.0;0.2;0.575;0.039;0.243;0.274;0.078;1.0;0.0;1.0;1.0;1.0;0.0;0.0;0.032;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.014;0.0;0.014;0.023;0.014;0.015;0.018;0.0;0.0;0.0;0.0;0.014;0.013;0.031;0.279;0.031;0.057;1.0;0.039;0.095;0.031;1.0;0.274;0.0;1.0;0.243;0.2;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
ENSMUST00000153514_90_90;0.036;0.021;0.06;0.0;0.062;0.077;0.063;0.137;0.311;0.243;0.243;0.243;0.185;0.0;0.192;1.0;0.643;0.163;0.243;0.0;0.243;0.243;0.243;0.0;0.0;0.065;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.036;0.0;0.014;0.056;0.035;0.014;0.05;0.043;0.045;0.0;0.048;0.036;0.035;0.063;0.656;0.062;0.117;0.243;0.079;0.199;0.063;0.243;0.643;0.0;0.243;1.0;0.185;0.243;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
ENSMUST00000154677_90_90;0.013;0.0;0.03;0.0;0.03;0.036;0.03;0.061;0.121;0.2;0.2;0.2;1.0;0.0;0.033;0.185;0.202;0.071;0.2;0.0;0.2;0.2;0.2;0.0;0.0;0.031;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.013;0.0;0.014;0.021;0.013;0.014;0.017;0.128;0.136;0.0;0.146;0.013;0.013;0.03;0.205;0.03;0.053;0.2;0.037;0.085;0.03;0.2;0.202;0.0;0.2;0.185;1.0;0.2;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
ENSMUST00000155837_90_90;0.014;0.012;0.031;0.0;0.031;0.038;0.031;0.067;0.144;1.0;1.0;1.0;0.2;0.575;0.039;0.243;0.274;0.078;1.0;0.0;1.0;1.0;1.0;0.0;0.0;0.032;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.014;0.0;0.014;0.023;0.014;0.015;0.018;0.0;0.0;0.0;0.0;0.014;0.013;0.031;0.279;0.031;0.057;1.0;0.039;0.095;0.031;1.0;0.274;0.0;1.0;0.243;0.2;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
ENSMUST00000033135_90_90;0.416;0.405;0.49;0.948;0.488;0.407;0.493;0.138;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.072;0.0;0.49;0.0;0.0;0.0;0.075;0.392;0.48;0.289;0.226;0.95;0.354;0.993;0.027;0.319;0.446;0.417;0.434;0.424;0.411;0.406;0.436;0.393;0.199;0.17;0.495;0.112;0.413;0.403;0.495;0.0;0.49;0.199;0.0;0.388;0.036;0.495;0.0;0.0;0.503;0.0;0.0;0.0;0.0;1.0;0.957;0.896;0.32;0.08;0.266;0.651;1.0;0.277;0.212
ENSMUST00000106226_90_90;0.427;0.416;0.501;0.992;0.499;0.42;0.504;0.155;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.083;0.0;0.503;0.0;0.0;0.0;0.072;0.408;0.491;0.277;0.216;0.993;0.338;0.95;0.026;0.306;0.457;0.427;0.445;0.435;0.426;0.417;0.447;0.407;0.215;0.187;0.51;0.129;0.424;0.414;0.506;0.0;0.501;0.215;0.0;0.4;0.035;0.506;0.0;0.0;0.517;0.0;0.0;0.0;0.0;0.957;1.0;0.857;0.307;0.077;0.254;0.622;0.957;0.319;0.203
ENSMUST00000106228_90_90;0.356;0.347;0.438;0.851;0.436;0.351;0.441;0.075;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.008;0.0;0.456;0.0;0.0;0.0;0.083;0.353;0.453;0.318;0.252;0.852;0.395;0.891;0.0;0.219;0.382;0.356;0.371;0.363;0.332;0.347;0.373;0.317;0.126;0.097;0.457;0.041;0.354;0.345;0.442;0.0;0.438;0.137;0.0;0.331;0.0;0.442;0.0;0.0;0.468;0.0;0.0;0.0;0.0;0.896;0.857;1.0;0.219;0.09;0.296;0.726;0.896;0.216;0.114
ENSMUST00000123666_90_90;0.206;0.2;0.198;0.307;0.198;0.246;0.2;0.251;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.131;0.0;0.26;0.0;0.0;0.0;0.0;0.352;0.183;0.101;0.63;0.306;0.463;0.319;0.07;0.99;0.224;0.207;0.217;0.211;0.34;0.201;0.218;0.327;0.363;0.311;0.199;0.202;0.205;0.199;0.2;0.0;0.198;0.358;0.0;0.25;0.067;0.2;0.0;0.0;0.28;0.0;0.0;0.0;0.0;0.32;0.307;0.219;1.0;0.213;0.0;0.0;0.32;0.809;0.216
ENSMUST00000133089_90_90;0.056;0.054;0.057;0.077;0.057;0.072;0.058;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.084;0.0;0.0;0.0;0.0;0.121;0.06;0.153;0.325;0.077;0.217;0.08;0.0;0.213;0.061;0.056;0.059;0.057;0.093;0.054;0.059;0.09;0.075;0.021;0.06;0.0;0.056;0.054;0.058;0.0;0.057;0.101;0.0;0.073;0.0;0.058;0.0;0.0;0.091;0.0;0.0;0.0;0.0;0.08;0.077;0.09;0.213;1.0;0.0;0.0;0.08;0.206;0.0
ENSMUST00000133444_90_90;0.096;0.094;0.102;0.258;0.101;0.126;0.102;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.152;0.0;0.0;0.0;0.225;0.042;0.105;0.132;0.0;0.258;0.0;0.269;0.0;0.0;0.104;0.096;0.101;0.098;0.096;0.094;0.101;0.086;0.0;0.0;0.177;0.0;0.096;0.093;0.103;0.0;0.102;0.0;0.0;0.104;0.0;0.103;0.0;0.0;0.165;0.0;0.0;0.0;0.0;0.266;0.254;0.296;0.0;0.0;1.0;0.406;0.266;0.0;0.0
ENSMUST00000141126_90_90;0.23;0.224;0.305;0.618;0.304;0.207;0.307;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.307;0.0;0.0;0.0;0.111;0.164;0.315;0.27;0.0;0.618;0.121;0.646;0.0;0.0;0.247;0.23;0.24;0.234;0.166;0.224;0.241;0.155;0.0;0.0;0.373;0.0;0.228;0.222;0.308;0.0;0.305;0.0;0.0;0.187;0.0;0.308;0.0;0.0;0.313;0.0;0.0;0.0;0.0;0.651;0.622;0.726;0.0;0.0;0.406;1.0;0.651;0.0;0.133
ENSMUST00000165023_90_90;0.416;0.405;0.49;0.948;0.488;0.407;0.493;0.138;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.072;0.0;0.49;0.0;0.0;0.0;0.075;0.392;0.48;0.289;0.226;0.95;0.354;0.993;0.027;0.319;0.446;0.417;0.434;0.424;0.411;0.406;0.436;0.393;0.199;0.17;0.495;0.112;0.413;0.403;0.495;0.0;0.49;0.199;0.0;0.388;0.036;0.495;0.0;0.0;0.503;0.0;0.0;0.0;0.0;1.0;0.957;0.896;0.32;0.08;0.266;0.651;1.0;0.277;0.212
ENSMUST00000205278_90_90;0.2;0.195;0.192;0.32;0.192;0.237;0.194;0.239;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.109;0.0;0.286;0.0;0.0;0.0;0.0;0.39;0.2;0.099;0.607;0.319;0.45;0.277;0.0;0.805;0.217;0.201;0.21;0.205;0.327;0.195;0.212;0.315;0.348;0.297;0.232;0.191;0.199;0.193;0.194;0.0;0.192;0.343;0.0;0.242;0.061;0.194;0.0;0.0;0.308;0.0;0.0;0.0;0.0;0.277;0.319;0.216;0.809;0.206;0.0;0.0;0.277;1.0;0.144
ENSMUST00000205835_90_90;0.13;0.126;0.136;0.202;0.136;0.077;0.138;0.126;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.145;0.0;0.082;0.0;0.0;0.0;0.0;0.083;0.12;0.0;0.021;0.202;0.017;0.211;0.086;0.214;0.141;0.13;0.136;0.133;0.111;0.126;0.137;0.108;0.131;0.138;0.141;0.147;0.129;0.125;0.138;0.0;0.136;0.111;0.0;0.079;0.075;0.138;0.0;0.0;0.074;0.0;0.0;0.0;0.0;0.212;0.203;0.114;0.216;0.0;0.0;0.133;0.212;0.144;1.0
