;ENSCAFT00000004869_90_90;ENSCAFT00000013439_90_90;ENSCAFT00000037016_90_90;ENSCAFT00000021145_90_90;ENSCAFT00000025193_90_90;ENST00000302271_90_90;ENST00000374612_90_90;ENST00000374616_90_90;ENST00000427764_90_90;ENST00000478691_90_90;ENST00000606561_90_90;ENST00000641107_90_90;ENST00000355238_90_90;ENST00000369622_90_90;ENST00000444272_90_90;ENST00000616122_90_90;ENST00000281722_90_90;ENST00000510397_90_90;ENST00000512640_90_90;ENST00000514866_90_90;ENST00000295971_90_90;ENST00000381793_90_90;ENST00000381795_90_90;ENST00000505220_90_90;ENST00000505414_90_90;ENST00000507180_90_90;ENST00000510871_90_90;ENST00000511598_90_90;ENST00000511902_90_90;ENST00000513473_90_90;ENST00000514014_90_90;ENST00000514782_90_90;ENST00000515053_90_90;ENSMUST00000069221_90_90;ENSMUST00000172508_90_90;ENSMUST00000172828_90_90;ENSMUST00000173405_90_90;ENSMUST00000173801_90_90;ENSMUST00000174269_90_90;ENSMUST00000174282_90_90;ENSMUST00000174361_90_90;ENSMUST00000174391_90_90;ENSMUST00000174688_90_90;ENSMUST00000048647_90_90;ENSMUST00000182637_90_90;ENSMUST00000182818_90_90;ENSMUST00000084219_90_90;ENSMUST00000105850_90_90;ENSMUST00000125696_90_90;ENSMUST00000131671_90_90;ENSMUST00000134524_90_90;ENSMUST00000145282_90_90;ENSMUST00000148843_90_90;ENSMUST00000156259_90_90;ENSMUST00000094756_90_90;ENSMUST00000094757_90_90;ENSMUST00000113724_90_90;ENSMUST00000113726_90_90;ENSMUST00000167950_90_90;ENSMUST00000200775_90_90;ENSMUST00000200852_90_90;ENSMUST00000201544_90_90;ENSMUST00000201561_90_90;ENSMUST00000202700_90_90
ENSMUST00000182818_90_90;0.553;0.849;1.0;0.517;0.652;0.516;0.516;0.515;0.469;0.572;0.519;0.136;0.544;0.524;0.141;0.608;0.816;0.919;0.248;0.96;0.644;0.644;0.613;0.08;0.277;0.208;0.595;0.188;0.08;0.345;0.634;0.235;0.394;0.544;0.018;0.106;0.16;0.524;0.493;0.543;0.476;0.608;0.376;0.849;0.958;1.0;0.575;0.518;0.117;0.575;0.278;0.017;0.518;0.011;0.613;0.651;0.651;0.651;0.651;0.651;0.276;0.651;0.002;0.002
ENSMUST00000084219_90_90;0.731;0.535;0.575;0.839;0.635;0.838;0.838;0.835;0.778;0.993;0.925;0.253;0.7;0.832;0.138;0.826;0.551;0.607;0.241;0.592;0.634;0.634;0.542;0.089;0.272;0.208;0.646;0.189;0.089;0.336;0.604;0.233;0.381;0.7;0.0;0.126;0.156;0.832;0.645;0.701;0.776;0.826;0.523;0.535;0.589;0.575;1.0;0.84;0.136;1.0;0.268;0.001;0.84;0.0;0.547;0.639;0.639;0.639;0.639;0.639;0.271;0.639;0.0;0.009
ENSMUST00000105850_90_90;0.868;0.486;0.518;0.998;0.569;0.997;0.997;0.994;0.937;0.835;0.778;0.213;0.834;0.967;0.283;0.697;0.48;0.522;0.203;0.512;0.569;0.569;0.488;0.089;0.245;0.19;0.566;0.174;0.089;0.299;0.526;0.212;0.338;0.834;0.141;0.106;0.3;0.967;0.78;0.835;0.912;0.697;0.659;0.486;0.528;0.518;0.84;1.0;0.114;0.84;0.428;0.16;1.0;0.116;0.492;0.573;0.573;0.573;0.573;0.573;0.244;0.573;0.01;0.021
ENSMUST00000125696_90_90;0.129;0.107;0.117;0.114;0.115;0.114;0.114;0.114;0.054;0.135;0.065;0.0;0.129;0.116;0.391;0.156;0.121;0.137;0.467;0.133;0.114;0.114;0.129;0.58;0.42;0.535;0.172;0.581;0.58;0.347;0.071;0.483;0.309;0.129;0.0;0.841;0.368;0.116;0.137;0.129;0.123;0.156;0.161;0.107;0.121;0.117;0.136;0.114;1.0;0.136;0.268;0.002;0.114;0.0;0.13;0.115;0.115;0.115;0.115;0.115;0.422;0.115;0.0;0.062
ENSMUST00000131671_90_90;0.731;0.535;0.575;0.839;0.635;0.838;0.838;0.835;0.778;0.993;0.925;0.253;0.7;0.832;0.138;0.826;0.551;0.607;0.241;0.592;0.634;0.634;0.542;0.089;0.272;0.208;0.646;0.189;0.089;0.336;0.604;0.233;0.381;0.7;0.0;0.126;0.156;0.832;0.645;0.701;0.776;0.826;0.523;0.535;0.589;0.575;1.0;0.84;0.136;1.0;0.268;0.001;0.84;0.0;0.547;0.639;0.639;0.639;0.639;0.639;0.271;0.639;0.0;0.009
ENSMUST00000134524_90_90;0.46;0.257;0.278;0.427;0.25;0.426;0.426;0.425;0.366;0.266;0.207;0.0;0.46;0.416;0.654;0.3;0.251;0.279;0.47;0.272;0.249;0.249;0.277;0.206;0.57;0.441;0.351;0.405;0.206;0.592;0.2;0.491;0.547;0.46;0.326;0.248;0.695;0.416;0.49;0.461;0.44;0.3;0.433;0.257;0.285;0.278;0.268;0.428;0.268;0.268;1.0;0.373;0.428;0.271;0.278;0.25;0.25;0.25;0.25;0.25;0.567;0.25;0.023;0.048
ENSMUST00000145282_90_90;0.163;0.016;0.017;0.16;0.012;0.16;0.16;0.159;0.17;0.001;0.001;0.0;0.163;0.148;0.479;0.001;0.0;0.0;0.0;0.0;0.012;0.012;0.013;0.052;0.032;0.037;0.016;0.038;0.052;0.028;0.0;0.034;0.026;0.163;0.83;0.002;0.453;0.148;0.174;0.164;0.156;0.001;0.204;0.016;0.018;0.017;0.001;0.16;0.002;0.001;0.373;1.0;0.16;0.712;0.013;0.012;0.012;0.012;0.012;0.012;0.032;0.012;0.061;0.074
ENSMUST00000148843_90_90;0.868;0.486;0.518;0.998;0.569;0.997;0.997;0.994;0.937;0.835;0.778;0.213;0.834;0.967;0.283;0.697;0.48;0.522;0.203;0.512;0.569;0.569;0.488;0.089;0.245;0.19;0.566;0.174;0.089;0.299;0.526;0.212;0.338;0.834;0.141;0.106;0.3;0.967;0.78;0.835;0.912;0.697;0.659;0.486;0.528;0.518;0.84;1.0;0.114;0.84;0.428;0.16;1.0;0.116;0.492;0.573;0.573;0.573;0.573;0.573;0.244;0.573;0.01;0.021
ENSMUST00000156259_90_90;0.115;0.011;0.011;0.116;0.0;0.116;0.116;0.115;0.123;0.0;0.0;0.0;0.115;0.104;0.339;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.115;0.636;0.0;0.32;0.104;0.122;0.115;0.11;0.0;0.143;0.011;0.012;0.011;0.0;0.116;0.0;0.0;0.271;0.712;0.116;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
ENSMUST00000094756_90_90;0.516;0.569;0.613;0.491;0.87;0.49;0.49;0.489;0.445;0.544;0.494;0.167;0.535;0.495;0.148;0.6;0.586;0.647;0.25;0.631;0.871;0.871;0.985;0.114;0.305;0.237;0.694;0.218;0.114;0.37;0.807;0.264;0.417;0.535;0.013;0.12;0.166;0.495;0.485;0.533;0.45;0.6;0.373;0.569;0.628;0.613;0.547;0.492;0.13;0.547;0.278;0.013;0.492;0.0;1.0;0.883;0.883;0.883;0.883;0.883;0.303;0.883;0.012;0.025
ENSMUST00000094757_90_90;0.574;0.607;0.651;0.572;0.985;0.571;0.571;0.57;0.526;0.635;0.586;0.174;0.565;0.577;0.133;0.632;0.623;0.685;0.221;0.669;0.978;0.978;0.871;0.101;0.269;0.21;0.621;0.193;0.101;0.327;0.915;0.233;0.368;0.565;0.012;0.106;0.149;0.577;0.518;0.564;0.532;0.632;0.41;0.607;0.667;0.651;0.639;0.573;0.115;0.639;0.25;0.012;0.573;0.0;0.883;1.0;1.0;1.0;1.0;1.0;0.268;1.0;0.011;0.022
ENSMUST00000113724_90_90;0.574;0.607;0.651;0.572;0.985;0.571;0.571;0.57;0.526;0.635;0.586;0.174;0.565;0.577;0.133;0.632;0.623;0.685;0.221;0.669;0.978;0.978;0.871;0.101;0.269;0.21;0.621;0.193;0.101;0.327;0.915;0.233;0.368;0.565;0.012;0.106;0.149;0.577;0.518;0.564;0.532;0.632;0.41;0.607;0.667;0.651;0.639;0.573;0.115;0.639;0.25;0.012;0.573;0.0;0.883;1.0;1.0;1.0;1.0;1.0;0.268;1.0;0.011;0.022
ENSMUST00000113726_90_90;0.574;0.607;0.651;0.572;0.985;0.571;0.571;0.57;0.526;0.635;0.586;0.174;0.565;0.577;0.133;0.632;0.623;0.685;0.221;0.669;0.978;0.978;0.871;0.101;0.269;0.21;0.621;0.193;0.101;0.327;0.915;0.233;0.368;0.565;0.012;0.106;0.149;0.577;0.518;0.564;0.532;0.632;0.41;0.607;0.667;0.651;0.639;0.573;0.115;0.639;0.25;0.012;0.573;0.0;0.883;1.0;1.0;1.0;1.0;1.0;0.268;1.0;0.011;0.022
ENSMUST00000167950_90_90;0.574;0.607;0.651;0.572;0.985;0.571;0.571;0.57;0.526;0.635;0.586;0.174;0.565;0.577;0.133;0.632;0.623;0.685;0.221;0.669;0.978;0.978;0.871;0.101;0.269;0.21;0.621;0.193;0.101;0.327;0.915;0.233;0.368;0.565;0.012;0.106;0.149;0.577;0.518;0.564;0.532;0.632;0.41;0.607;0.667;0.651;0.639;0.573;0.115;0.639;0.25;0.012;0.573;0.0;0.883;1.0;1.0;1.0;1.0;1.0;0.268;1.0;0.011;0.022
ENSMUST00000200775_90_90;0.574;0.607;0.651;0.572;0.985;0.571;0.571;0.57;0.526;0.635;0.586;0.174;0.565;0.577;0.133;0.632;0.623;0.685;0.221;0.669;0.978;0.978;0.871;0.101;0.269;0.21;0.621;0.193;0.101;0.327;0.915;0.233;0.368;0.565;0.012;0.106;0.149;0.577;0.518;0.564;0.532;0.632;0.41;0.607;0.667;0.651;0.639;0.573;0.115;0.639;0.25;0.012;0.573;0.0;0.883;1.0;1.0;1.0;1.0;1.0;0.268;1.0;0.011;0.022
ENSMUST00000200852_90_90;0.274;0.252;0.276;0.244;0.267;0.244;0.244;0.243;0.188;0.269;0.205;0.0;0.274;0.248;0.361;0.309;0.268;0.303;0.819;0.294;0.266;0.266;0.302;0.376;0.996;0.783;0.402;0.719;0.376;0.819;0.202;0.869;0.727;0.274;0.033;0.389;0.404;0.248;0.292;0.275;0.262;0.309;0.265;0.252;0.284;0.276;0.271;0.244;0.422;0.271;0.567;0.032;0.244;0.0;0.303;0.268;0.268;0.268;0.268;0.268;1.0;0.268;0.04;0.082
ENSMUST00000201544_90_90;0.574;0.607;0.651;0.572;0.985;0.571;0.571;0.57;0.526;0.635;0.586;0.174;0.565;0.577;0.133;0.632;0.623;0.685;0.221;0.669;0.978;0.978;0.871;0.101;0.269;0.21;0.621;0.193;0.101;0.327;0.915;0.233;0.368;0.565;0.012;0.106;0.149;0.577;0.518;0.564;0.532;0.632;0.41;0.607;0.667;0.651;0.639;0.573;0.115;0.639;0.25;0.012;0.573;0.0;0.883;1.0;1.0;1.0;1.0;1.0;0.268;1.0;0.011;0.022
ENSMUST00000201561_90_90;0.011;0.002;0.002;0.01;0.011;0.01;0.01;0.01;0.011;0.0;0.0;0.0;0.011;0.01;0.034;0.0;0.0;0.0;0.0;0.0;0.011;0.011;0.012;0.107;0.04;0.051;0.016;0.056;0.107;0.033;0.0;0.046;0.029;0.011;0.067;0.0;0.032;0.01;0.012;0.011;0.011;0.0;0.014;0.002;0.002;0.002;0.0;0.01;0.0;0.0;0.023;0.061;0.01;0.0;0.012;0.011;0.011;0.011;0.011;0.011;0.04;0.011;1.0;0.487
ENSMUST00000202700_90_90;0.023;0.002;0.002;0.021;0.022;0.021;0.021;0.02;0.022;0.009;0.01;0.0;0.023;0.021;0.07;0.011;0.007;0.008;0.028;0.008;0.022;0.022;0.025;0.219;0.082;0.105;0.033;0.114;0.219;0.067;0.0;0.095;0.06;0.023;0.08;0.067;0.066;0.021;0.025;0.023;0.022;0.011;0.029;0.002;0.002;0.002;0.009;0.021;0.062;0.009;0.048;0.074;0.021;0.0;0.025;0.022;0.022;0.022;0.022;0.022;0.082;0.022;0.487;1.0
