;ENSCAFT00000002168_90_90;ENSCAFT00000045695_90_90;ENSCAFT00000013241_90_90;ENSCAFT00000019370_90_90;ENST00000253363_90_90;ENST00000338163_90_90;ENST00000361162_90_90;ENST00000374038_90_90;ENST00000397370_90_90;ENST00000403542_90_90;ENST00000412738_90_90;ENST00000416108_90_90;ENST00000416529_90_90;ENST00000425184_90_90;ENST00000426951_90_90;ENST00000429968_90_90;ENST00000433027_90_90;ENST00000434927_90_90;ENST00000444878_90_90;ENST00000448303_90_90;ENST00000449489_90_90;ENST00000453310_90_90;ENST00000455343_90_90;ENST00000476806_90_90;ENST00000490484_90_90;ENST00000528062_90_90;ENST00000615771_90_90;ENST00000369086_90_90;ENST00000369093_90_90;ENST00000412524_90_90;ENST00000436547_90_90;ENST00000479729_90_90;ENST00000497671_90_90;ENST00000313352_90_90;ENST00000349157_90_90;ENST00000453551_90_90;ENST00000456095_90_90;ENST00000526459_90_90;ENST00000526683_90_90;ENST00000527197_90_90;ENST00000527744_90_90;ENST00000529999_90_90;ENST00000531897_90_90;ENST00000532884_90_90;ENST00000533162_90_90;ENSMUST00000002599_90_90;ENSMUST00000100527_90_90;ENSMUST00000029149_90_90;ENSMUST00000109584_90_90;ENSMUST00000109587_90_90;ENSMUST00000126992_90_90;ENSMUST00000137566_90_90;ENSMUST00000142071_90_90;ENSMUST00000146288_90_90;ENSMUST00000146297_90_90;ENSMUST00000146549_90_90;ENSMUST00000147098_90_90;ENSMUST00000148794_90_90;ENSMUST00000152919_90_90;ENSMUST00000153514_90_90;ENSMUST00000154677_90_90;ENSMUST00000155837_90_90;ENSMUST00000033135_90_90;ENSMUST00000106226_90_90;ENSMUST00000106228_90_90;ENSMUST00000123666_90_90;ENSMUST00000133089_90_90;ENSMUST00000133444_90_90;ENSMUST00000141126_90_90;ENSMUST00000165023_90_90;ENSMUST00000205278_90_90;ENSMUST00000205835_90_90
ENST00000527744_90_90;0.553;0.559;0.431;0.369;0.075;0.087;0.076;0.082;0.156;0.026;0.026;0.026;0.0;0.028;0.045;0.034;0.007;0.069;0.026;0.032;0.026;0.026;0.026;0.0;0.047;0.069;0.034;0.049;0.296;0.128;0.305;0.0;0.086;0.51;0.57;0.548;0.571;0.918;0.607;0.533;1.0;0.599;0.533;0.326;0.461;0.536;0.572;0.22;0.043;0.217;0.297;0.026;0.254;0.18;0.22;0.026;0.064;0.104;0.026;0.063;0.0;0.026;0.3;0.291;0.305;0.086;0.049;0.103;0.308;0.3;0.082;0.083
ENST00000529999_90_90;0.401;0.422;0.513;0.227;0.049;0.056;0.049;0.078;0.233;0.0;0.0;0.0;0.085;0.0;0.101;0.089;0.066;0.084;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.049;0.0;0.186;0.396;0.268;0.376;0.0;0.181;0.367;0.415;0.354;0.353;0.619;0.401;0.366;0.599;1.0;0.911;0.164;0.692;0.419;0.404;0.117;0.049;0.116;0.173;0.0;0.135;0.155;0.117;0.0;0.074;0.004;0.0;0.073;0.085;0.0;0.37;0.39;0.411;0.181;0.048;0.118;0.312;0.37;0.226;0.025
ENST00000531897_90_90;0.357;0.378;0.5;0.205;0.05;0.059;0.051;0.083;0.252;0.0;0.0;0.0;0.092;0.0;0.109;0.097;0.072;0.09;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.051;0.0;0.202;0.349;0.289;0.329;0.0;0.193;0.321;0.371;0.31;0.31;0.551;0.358;0.321;0.533;0.911;1.0;0.128;0.755;0.374;0.362;0.09;0.054;0.088;0.131;0.0;0.103;0.103;0.09;0.0;0.08;0.0;0.0;0.079;0.092;0.0;0.322;0.343;0.358;0.193;0.053;0.127;0.253;0.322;0.243;0.0
ENST00000532884_90_90;0.402;0.386;0.143;0.256;0.216;0.259;0.22;0.183;0.0;0.0;0.0;0.0;0.0;0.0;0.149;0.042;0.0;0.172;0.0;0.127;0.0;0.0;0.0;0.061;0.166;0.21;0.168;0.0;0.208;0.038;0.214;0.0;0.0;0.428;0.391;0.411;0.396;0.335;0.377;0.411;0.326;0.164;0.128;1.0;0.116;0.395;0.381;0.312;0.0;0.318;0.272;0.0;0.371;0.212;0.312;0.0;0.0;0.28;0.0;0.043;0.0;0.0;0.214;0.208;0.236;0.0;0.0;0.237;0.301;0.214;0.0;0.07
ENST00000533162_90_90;0.275;0.342;0.448;0.169;0.04;0.047;0.041;0.068;0.278;0.0;0.0;0.0;0.102;0.0;0.09;0.108;0.08;0.073;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.041;0.0;0.222;0.261;0.328;0.241;0.0;0.209;0.226;0.276;0.261;0.263;0.4;0.31;0.228;0.461;0.692;0.755;0.116;1.0;0.292;0.326;0.028;0.059;0.028;0.043;0.0;0.032;0.056;0.028;0.0;0.089;0.0;0.0;0.087;0.102;0.0;0.241;0.261;0.267;0.209;0.069;0.074;0.148;0.241;0.264;0.0
ENSMUST00000002599_90_90;0.953;0.923;0.318;0.475;0.235;0.163;0.23;0.074;0.108;0.031;0.031;0.031;0.008;0.032;0.048;0.031;0.018;0.064;0.031;0.16;0.031;0.031;0.031;0.041;0.094;0.23;0.092;0.059;0.251;0.11;0.256;0.009;0.089;0.868;0.948;0.836;0.873;0.563;0.914;0.906;0.536;0.419;0.374;0.395;0.292;1.0;0.963;0.387;0.027;0.391;0.212;0.031;0.325;0.13;0.387;0.031;0.041;0.246;0.031;0.041;0.008;0.031;0.252;0.247;0.249;0.089;0.022;0.073;0.221;0.252;0.086;0.061
ENSMUST00000100527_90_90;0.919;0.959;0.346;0.491;0.229;0.159;0.224;0.071;0.104;0.03;0.03;0.03;0.008;0.031;0.046;0.03;0.017;0.062;0.03;0.156;0.03;0.03;0.03;0.039;0.092;0.224;0.089;0.057;0.248;0.111;0.254;0.009;0.086;0.836;0.914;0.873;0.909;0.543;0.95;0.873;0.572;0.404;0.362;0.381;0.326;0.963;1.0;0.377;0.026;0.381;0.205;0.03;0.316;0.126;0.377;0.03;0.039;0.239;0.03;0.039;0.008;0.03;0.25;0.245;0.247;0.086;0.026;0.071;0.214;0.25;0.084;0.059
ENSMUST00000029149_90_90;0.392;0.381;0.141;0.273;0.508;0.358;0.517;0.196;0.06;0.041;0.041;0.041;0.041;0.0;0.084;0.042;0.043;0.167;0.041;0.281;0.041;0.041;0.041;0.083;0.211;0.5;0.181;0.013;0.18;0.011;0.184;0.042;0.038;0.396;0.389;0.385;0.379;0.228;0.379;0.389;0.22;0.117;0.09;0.312;0.028;0.387;0.377;1.0;0.069;0.981;0.52;0.041;0.773;0.292;1.0;0.041;0.068;0.534;0.041;0.067;0.041;0.041;0.181;0.177;0.174;0.038;0.014;0.11;0.19;0.181;0.019;0.086
ENSMUST00000109584_90_90;0.028;0.027;0.062;0.024;0.051;0.065;0.052;0.122;0.34;0.29;0.29;0.29;0.257;0.0;0.045;0.31;0.375;0.143;0.29;0.0;0.29;0.29;0.29;0.0;0.0;0.053;0.0;0.056;0.042;0.039;0.043;0.346;0.13;0.01;0.028;0.01;0.014;0.044;0.027;0.014;0.043;0.049;0.054;0.0;0.059;0.027;0.026;0.069;1.0;0.067;0.131;0.29;0.084;0.23;0.069;0.29;0.667;0.0;0.29;0.609;0.257;0.29;0.043;0.042;0.018;0.13;0.097;0.0;0.0;0.043;0.064;0.081
ENSMUST00000109587_90_90;0.397;0.385;0.139;0.274;0.5;0.352;0.508;0.192;0.059;0.041;0.041;0.041;0.04;0.0;0.083;0.041;0.042;0.164;0.041;0.277;0.041;0.041;0.041;0.081;0.207;0.492;0.189;0.012;0.178;0.011;0.182;0.042;0.037;0.4;0.393;0.389;0.383;0.225;0.383;0.394;0.217;0.116;0.088;0.318;0.028;0.391;0.381;0.981;0.067;1.0;0.51;0.041;0.758;0.286;0.981;0.041;0.066;0.553;0.041;0.066;0.04;0.041;0.178;0.175;0.172;0.037;0.014;0.108;0.187;0.178;0.019;0.084
ENSMUST00000126992_90_90;0.215;0.208;0.195;0.181;0.223;0.267;0.227;0.344;0.101;0.075;0.075;0.075;0.073;0.0;0.154;0.076;0.08;0.298;0.075;0.106;0.075;0.075;0.075;0.0;0.095;0.212;0.026;0.021;0.251;0.018;0.259;0.078;0.06;0.207;0.211;0.201;0.199;0.305;0.205;0.206;0.297;0.173;0.131;0.272;0.043;0.212;0.205;0.52;0.131;0.51;1.0;0.075;0.636;0.547;0.52;0.075;0.127;0.281;0.075;0.125;0.073;0.075;0.253;0.246;0.249;0.06;0.025;0.198;0.293;0.253;0.03;0.147
ENSMUST00000137566_90_90;0.022;0.004;0.077;0.015;0.049;0.061;0.05;0.11;0.145;1.0;1.0;1.0;0.209;0.625;0.038;0.243;0.281;0.127;1.0;0.0;1.0;1.0;1.0;0.0;0.0;0.05;0.0;0.0;0.067;0.0;0.069;0.433;0.159;0.0;0.027;0.0;0.027;0.042;0.026;0.028;0.026;0.0;0.0;0.0;0.0;0.031;0.03;0.041;0.29;0.041;0.075;1.0;0.05;0.122;0.041;1.0;0.265;0.0;1.0;0.25;0.209;1.0;0.069;0.067;0.0;0.159;0.0;0.0;0.0;0.069;0.071;0.21
ENSMUST00000142071_90_90;0.33;0.319;0.159;0.228;0.369;0.414;0.358;0.234;0.071;0.05;0.05;0.05;0.049;0.0;0.102;0.051;0.052;0.201;0.05;0.233;0.05;0.05;0.05;0.101;0.253;0.36;0.219;0.015;0.203;0.013;0.208;0.051;0.044;0.33;0.326;0.32;0.315;0.265;0.317;0.325;0.254;0.135;0.103;0.371;0.032;0.325;0.316;0.773;0.084;0.758;0.636;0.05;1.0;0.358;0.773;0.05;0.082;0.492;0.05;0.081;0.049;0.05;0.204;0.199;0.198;0.044;0.017;0.133;0.221;0.204;0.022;0.102
ENSMUST00000146288_90_90;0.132;0.128;0.179;0.119;0.129;0.158;0.131;0.26;0.152;0.122;0.122;0.122;0.115;0.0;0.254;0.125;0.134;0.292;0.122;0.0;0.122;0.122;0.122;0.0;0.0;0.132;0.0;0.031;0.234;0.025;0.242;0.13;0.083;0.114;0.123;0.11;0.111;0.186;0.119;0.115;0.18;0.155;0.103;0.212;0.056;0.13;0.126;0.292;0.23;0.286;0.547;0.122;0.358;1.0;0.292;0.122;0.219;0.088;0.122;0.212;0.115;0.122;0.242;0.234;0.236;0.083;0.041;0.237;0.288;0.242;0.041;0.222
ENSMUST00000146297_90_90;0.392;0.381;0.141;0.273;0.508;0.358;0.517;0.196;0.06;0.041;0.041;0.041;0.041;0.0;0.084;0.042;0.043;0.167;0.041;0.281;0.041;0.041;0.041;0.083;0.211;0.5;0.181;0.013;0.18;0.011;0.184;0.042;0.038;0.396;0.389;0.385;0.379;0.228;0.379;0.389;0.22;0.117;0.09;0.312;0.028;0.387;0.377;1.0;0.069;0.981;0.52;0.041;0.773;0.292;1.0;0.041;0.068;0.534;0.041;0.067;0.041;0.041;0.181;0.177;0.174;0.038;0.014;0.11;0.19;0.181;0.019;0.086
ENSMUST00000146549_90_90;0.022;0.004;0.077;0.015;0.049;0.061;0.05;0.11;0.145;1.0;1.0;1.0;0.209;0.625;0.038;0.243;0.281;0.127;1.0;0.0;1.0;1.0;1.0;0.0;0.0;0.05;0.0;0.0;0.067;0.0;0.069;0.433;0.159;0.0;0.027;0.0;0.027;0.042;0.026;0.028;0.026;0.0;0.0;0.0;0.0;0.031;0.03;0.041;0.29;0.041;0.075;1.0;0.05;0.122;0.041;1.0;0.265;0.0;1.0;0.25;0.209;1.0;0.069;0.067;0.0;0.159;0.0;0.0;0.0;0.069;0.071;0.21
ENSMUST00000147098_90_90;0.042;0.04;0.08;0.016;0.05;0.063;0.051;0.117;0.404;0.265;0.265;0.265;0.237;0.0;0.043;0.281;0.333;0.136;0.265;0.0;0.265;0.265;0.265;0.0;0.0;0.052;0.0;0.053;0.041;0.038;0.043;0.31;0.154;0.02;0.042;0.019;0.028;0.066;0.04;0.029;0.064;0.074;0.08;0.0;0.089;0.041;0.039;0.068;0.667;0.066;0.127;0.265;0.082;0.219;0.068;0.265;1.0;0.0;0.265;0.538;0.237;0.265;0.043;0.041;0.017;0.154;0.088;0.0;0.0;0.043;0.089;0.077
ENSMUST00000148794_90_90;0.25;0.242;0.0;0.211;0.298;0.268;0.304;0.11;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.069;0.0;0.405;0.0;0.0;0.0;0.145;0.255;0.287;0.23;0.0;0.024;0.0;0.025;0.0;0.0;0.271;0.251;0.262;0.254;0.106;0.243;0.262;0.104;0.004;0.0;0.28;0.0;0.246;0.239;0.534;0.0;0.553;0.281;0.0;0.492;0.088;0.534;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.025;0.024;0.027;0.0;0.0;0.0;0.032;0.025;0.0;0.086
ENSMUST00000152919_90_90;0.022;0.004;0.077;0.015;0.049;0.061;0.05;0.11;0.145;1.0;1.0;1.0;0.209;0.625;0.038;0.243;0.281;0.127;1.0;0.0;1.0;1.0;1.0;0.0;0.0;0.05;0.0;0.0;0.067;0.0;0.069;0.433;0.159;0.0;0.027;0.0;0.027;0.042;0.026;0.028;0.026;0.0;0.0;0.0;0.0;0.031;0.03;0.041;0.29;0.041;0.075;1.0;0.05;0.122;0.041;1.0;0.265;0.0;1.0;0.25;0.209;1.0;0.069;0.067;0.0;0.159;0.0;0.0;0.0;0.069;0.071;0.21
ENSMUST00000153514_90_90;0.041;0.04;0.073;0.023;0.05;0.062;0.051;0.114;0.259;0.25;0.25;0.25;0.225;0.0;0.041;0.593;0.31;0.132;0.25;0.0;0.25;0.25;0.25;0.0;0.0;0.051;0.0;0.051;0.079;0.077;0.082;0.29;0.122;0.025;0.041;0.024;0.028;0.065;0.04;0.029;0.063;0.073;0.079;0.043;0.087;0.041;0.039;0.067;0.609;0.066;0.125;0.25;0.081;0.212;0.067;0.25;0.538;0.0;0.25;1.0;0.225;0.25;0.082;0.079;0.06;0.122;0.083;0.0;0.056;0.082;0.06;0.075
ENSMUST00000154677_90_90;0.0;0.013;0.082;0.0;0.048;0.06;0.049;0.105;0.136;0.209;0.209;0.209;1.0;0.0;0.036;0.22;0.25;0.12;0.209;0.0;0.209;0.209;0.209;0.0;0.0;0.049;0.0;0.169;0.122;0.123;0.085;0.237;0.193;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.085;0.092;0.0;0.102;0.008;0.008;0.041;0.257;0.04;0.073;0.209;0.049;0.115;0.041;0.209;0.237;0.0;0.209;0.225;1.0;0.209;0.085;0.122;0.057;0.193;0.0;0.0;0.0;0.085;0.234;0.129
ENSMUST00000155837_90_90;0.022;0.004;0.077;0.015;0.049;0.061;0.05;0.11;0.145;1.0;1.0;1.0;0.209;0.625;0.038;0.243;0.281;0.127;1.0;0.0;1.0;1.0;1.0;0.0;0.0;0.05;0.0;0.0;0.067;0.0;0.069;0.433;0.159;0.0;0.027;0.0;0.027;0.042;0.026;0.028;0.026;0.0;0.0;0.0;0.0;0.031;0.03;0.041;0.29;0.041;0.075;1.0;0.05;0.122;0.041;1.0;0.265;0.0;1.0;0.25;0.209;1.0;0.069;0.067;0.0;0.159;0.0;0.0;0.0;0.069;0.071;0.21
ENSMUST00000033135_90_90;0.239;0.248;0.481;0.148;0.105;0.12;0.107;0.156;0.098;0.069;0.069;0.069;0.085;0.043;0.15;0.099;0.072;0.165;0.069;0.0;0.069;0.069;0.069;0.0;0.0;0.107;0.0;0.225;0.951;0.356;0.989;0.048;0.326;0.19;0.232;0.189;0.199;0.3;0.23;0.201;0.3;0.37;0.322;0.214;0.241;0.252;0.25;0.181;0.043;0.178;0.253;0.069;0.204;0.242;0.181;0.069;0.043;0.025;0.069;0.082;0.085;0.069;1.0;0.962;0.881;0.326;0.077;0.212;0.627;1.0;0.258;0.219
ENSMUST00000106226_90_90;0.234;0.243;0.492;0.144;0.103;0.117;0.104;0.151;0.095;0.067;0.067;0.067;0.122;0.042;0.144;0.096;0.069;0.159;0.067;0.0;0.067;0.067;0.067;0.0;0.0;0.105;0.0;0.216;0.989;0.342;0.951;0.046;0.314;0.186;0.227;0.185;0.195;0.292;0.225;0.196;0.291;0.39;0.343;0.208;0.261;0.247;0.245;0.177;0.042;0.175;0.246;0.067;0.199;0.234;0.177;0.067;0.041;0.024;0.067;0.079;0.122;0.067;0.962;1.0;0.848;0.314;0.074;0.204;0.603;0.962;0.294;0.211
ENSMUST00000106228_90_90;0.24;0.262;0.441;0.152;0.094;0.108;0.096;0.144;0.08;0.0;0.0;0.0;0.057;0.0;0.17;0.079;0.048;0.152;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.096;0.0;0.255;0.838;0.404;0.871;0.0;0.214;0.204;0.232;0.203;0.197;0.306;0.23;0.199;0.305;0.411;0.358;0.236;0.267;0.249;0.247;0.174;0.018;0.172;0.249;0.0;0.198;0.236;0.174;0.0;0.017;0.027;0.0;0.06;0.057;0.0;0.881;0.848;1.0;0.214;0.087;0.241;0.712;0.881;0.219;0.107
ENSMUST00000123666_90_90;0.074;0.083;0.254;0.017;0.048;0.057;0.049;0.087;0.297;0.159;0.159;0.159;0.193;0.103;0.063;0.134;0.173;0.095;0.159;0.0;0.159;0.159;0.159;0.0;0.0;0.049;0.0;0.556;0.314;0.426;0.326;0.111;1.0;0.004;0.07;0.004;0.026;0.088;0.068;0.027;0.086;0.181;0.193;0.0;0.209;0.089;0.086;0.038;0.13;0.037;0.06;0.159;0.044;0.083;0.038;0.159;0.154;0.0;0.159;0.122;0.193;0.159;0.326;0.314;0.214;1.0;0.187;0.0;0.0;0.326;0.769;0.245
ENSMUST00000133089_90_90;0.032;0.036;0.074;0.016;0.0;0.0;0.0;0.0;0.161;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.311;0.074;0.209;0.077;0.0;0.187;0.0;0.028;0.005;0.005;0.043;0.031;0.0;0.049;0.048;0.053;0.0;0.069;0.022;0.026;0.014;0.097;0.014;0.025;0.0;0.017;0.041;0.014;0.0;0.088;0.0;0.0;0.083;0.0;0.0;0.077;0.074;0.087;0.187;1.0;0.0;0.0;0.077;0.197;0.0
ENSMUST00000133444_90_90;0.074;0.071;0.172;0.071;0.118;0.147;0.12;0.259;0.0;0.0;0.0;0.0;0.0;0.0;0.429;0.0;0.0;0.297;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.121;0.0;0.0;0.211;0.0;0.219;0.0;0.0;0.076;0.07;0.073;0.071;0.107;0.068;0.073;0.103;0.118;0.127;0.237;0.074;0.073;0.071;0.11;0.0;0.108;0.198;0.0;0.133;0.237;0.11;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.212;0.204;0.241;0.0;0.0;1.0;0.336;0.212;0.0;0.0
ENSMUST00000141126_90_90;0.224;0.216;0.312;0.176;0.085;0.1;0.087;0.141;0.0;0.0;0.0;0.0;0.0;0.0;0.175;0.056;0.0;0.152;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.087;0.0;0.0;0.595;0.115;0.618;0.0;0.0;0.237;0.22;0.23;0.223;0.317;0.213;0.23;0.308;0.312;0.253;0.301;0.148;0.221;0.214;0.19;0.0;0.187;0.293;0.0;0.221;0.288;0.19;0.0;0.0;0.032;0.0;0.056;0.0;0.0;0.627;0.603;0.712;0.0;0.0;0.336;1.0;0.627;0.0;0.117
ENSMUST00000165023_90_90;0.239;0.248;0.481;0.148;0.105;0.12;0.107;0.156;0.098;0.069;0.069;0.069;0.085;0.043;0.15;0.099;0.072;0.165;0.069;0.0;0.069;0.069;0.069;0.0;0.0;0.107;0.0;0.225;0.951;0.356;0.989;0.048;0.326;0.19;0.232;0.189;0.199;0.3;0.23;0.201;0.3;0.37;0.322;0.214;0.241;0.252;0.25;0.181;0.043;0.178;0.253;0.069;0.204;0.242;0.181;0.069;0.043;0.025;0.069;0.082;0.085;0.069;1.0;0.962;0.881;0.326;0.077;0.212;0.627;1.0;0.258;0.219
ENSMUST00000205278_90_90;0.071;0.085;0.259;0.017;0.026;0.031;0.027;0.047;0.239;0.071;0.071;0.071;0.234;0.079;0.066;0.072;0.105;0.051;0.071;0.0;0.071;0.071;0.071;0.0;0.0;0.027;0.0;0.588;0.294;0.444;0.258;0.0;0.769;0.004;0.067;0.004;0.023;0.084;0.065;0.024;0.082;0.226;0.243;0.0;0.264;0.086;0.084;0.019;0.064;0.019;0.03;0.071;0.022;0.041;0.019;0.071;0.089;0.0;0.071;0.06;0.234;0.071;0.258;0.294;0.219;0.769;0.197;0.0;0.0;0.258;1.0;0.124
ENSMUST00000205835_90_90;0.058;0.043;0.072;0.066;0.023;0.028;0.024;0.044;0.054;0.21;0.21;0.21;0.129;0.138;0.0;0.074;0.079;0.049;0.21;0.0;0.21;0.21;0.21;0.0;0.0;0.024;0.0;0.034;0.211;0.027;0.219;0.148;0.245;0.044;0.058;0.043;0.059;0.086;0.056;0.061;0.083;0.025;0.0;0.07;0.0;0.061;0.059;0.086;0.081;0.084;0.147;0.21;0.102;0.222;0.086;0.21;0.077;0.086;0.21;0.075;0.129;0.21;0.219;0.211;0.107;0.245;0.0;0.0;0.117;0.219;0.124;1.0
