;ENSCAFT00000004869_90_90;ENSCAFT00000013439_90_90;ENSCAFT00000037016_90_90;ENSCAFT00000021145_90_90;ENSCAFT00000025193_90_90;ENST00000302271_90_90;ENST00000374612_90_90;ENST00000374616_90_90;ENST00000427764_90_90;ENST00000478691_90_90;ENST00000606561_90_90;ENST00000641107_90_90;ENST00000355238_90_90;ENST00000369622_90_90;ENST00000444272_90_90;ENST00000616122_90_90;ENST00000281722_90_90;ENST00000510397_90_90;ENST00000512640_90_90;ENST00000514866_90_90;ENST00000295971_90_90;ENST00000381793_90_90;ENST00000381795_90_90;ENST00000505220_90_90;ENST00000505414_90_90;ENST00000507180_90_90;ENST00000510871_90_90;ENST00000511598_90_90;ENST00000511902_90_90;ENST00000513473_90_90;ENST00000514014_90_90;ENST00000514782_90_90;ENST00000515053_90_90;ENSMUST00000069221_90_90;ENSMUST00000172508_90_90;ENSMUST00000172828_90_90;ENSMUST00000173405_90_90;ENSMUST00000173801_90_90;ENSMUST00000174269_90_90;ENSMUST00000174282_90_90;ENSMUST00000174361_90_90;ENSMUST00000174391_90_90;ENSMUST00000174688_90_90;ENSMUST00000048647_90_90;ENSMUST00000182637_90_90;ENSMUST00000182818_90_90;ENSMUST00000084219_90_90;ENSMUST00000105850_90_90;ENSMUST00000125696_90_90;ENSMUST00000131671_90_90;ENSMUST00000134524_90_90;ENSMUST00000145282_90_90;ENSMUST00000148843_90_90;ENSMUST00000156259_90_90;ENSMUST00000094756_90_90;ENSMUST00000094757_90_90;ENSMUST00000113724_90_90;ENSMUST00000113726_90_90;ENSMUST00000167950_90_90;ENSMUST00000200775_90_90;ENSMUST00000200852_90_90;ENSMUST00000201544_90_90;ENSMUST00000201561_90_90;ENSMUST00000202700_90_90
ENSMUST00000182818_90_90;0.468;0.936;1.0;0.411;0.579;0.4;0.4;0.405;0.364;0.417;0.373;0.135;0.438;0.438;0.152;0.455;0.843;0.875;0.231;0.91;0.536;0.536;0.49;0.084;0.253;0.193;0.418;0.181;0.084;0.289;0.525;0.217;0.313;0.438;0.036;0.111;0.161;0.438;0.42;0.429;0.421;0.455;0.348;0.924;0.961;1.0;0.427;0.414;0.111;0.427;0.255;0.034;0.414;0.013;0.485;0.57;0.57;0.57;0.57;0.57;0.241;0.57;0.013;0.013
ENSMUST00000084219_90_90;0.655;0.417;0.427;0.861;0.504;0.844;0.844;0.845;0.789;0.969;0.905;0.263;0.622;0.787;0.168;0.711;0.433;0.444;0.198;0.448;0.492;0.492;0.366;0.09;0.23;0.18;0.437;0.17;0.09;0.26;0.454;0.2;0.28;0.622;0.0;0.172;0.187;0.787;0.604;0.627;0.769;0.711;0.532;0.413;0.424;0.427;1.0;0.869;0.172;1.0;0.28;0.009;0.869;0.0;0.383;0.52;0.52;0.52;0.52;0.52;0.22;0.52;0.0;0.021
ENSMUST00000105850_90_90;0.75;0.405;0.414;0.991;0.496;0.972;0.972;0.973;0.917;0.845;0.789;0.229;0.717;0.882;0.275;0.622;0.388;0.397;0.173;0.4;0.485;0.485;0.368;0.118;0.245;0.2;0.434;0.191;0.118;0.273;0.406;0.218;0.291;0.717;0.101;0.15;0.294;0.882;0.699;0.723;0.864;0.622;0.628;0.402;0.411;0.414;0.869;1.0;0.15;0.869;0.411;0.139;1.0;0.056;0.385;0.511;0.511;0.511;0.511;0.511;0.236;0.511;0.028;0.056
ENSMUST00000125696_90_90;0.18;0.107;0.111;0.148;0.133;0.148;0.148;0.145;0.093;0.167;0.106;0.0;0.184;0.16;0.5;0.219;0.131;0.136;0.407;0.138;0.133;0.133;0.167;0.391;0.394;0.464;0.224;0.481;0.391;0.361;0.055;0.433;0.342;0.184;0.0;0.882;0.471;0.16;0.188;0.186;0.163;0.219;0.208;0.106;0.11;0.111;0.172;0.15;1.0;0.172;0.364;0.032;0.15;0.0;0.171;0.134;0.134;0.134;0.134;0.134;0.406;0.134;0.0;0.1
ENSMUST00000131671_90_90;0.655;0.417;0.427;0.861;0.504;0.844;0.844;0.845;0.789;0.969;0.905;0.263;0.622;0.787;0.168;0.711;0.433;0.444;0.198;0.448;0.492;0.492;0.366;0.09;0.23;0.18;0.437;0.17;0.09;0.26;0.454;0.2;0.28;0.622;0.0;0.172;0.187;0.787;0.604;0.627;0.769;0.711;0.532;0.413;0.424;0.427;1.0;0.869;0.172;1.0;0.28;0.009;0.869;0.0;0.383;0.52;0.52;0.52;0.52;0.52;0.22;0.52;0.0;0.021
ENSMUST00000134524_90_90;0.462;0.247;0.255;0.407;0.264;0.394;0.394;0.4;0.339;0.273;0.211;0.0;0.472;0.412;0.652;0.345;0.23;0.237;0.404;0.24;0.264;0.264;0.322;0.277;0.574;0.468;0.414;0.447;0.277;0.604;0.159;0.511;0.58;0.472;0.239;0.364;0.696;0.412;0.483;0.477;0.42;0.345;0.424;0.245;0.253;0.255;0.28;0.411;0.364;0.28;1.0;0.333;0.411;0.136;0.33;0.266;0.266;0.266;0.266;0.266;0.553;0.266;0.068;0.136
ENSMUST00000145282_90_90;0.141;0.033;0.034;0.138;0.037;0.138;0.138;0.135;0.146;0.009;0.01;0.0;0.144;0.126;0.371;0.011;0.0;0.0;0.0;0.0;0.037;0.037;0.046;0.143;0.095;0.108;0.06;0.111;0.143;0.089;0.0;0.103;0.085;0.144;0.611;0.032;0.351;0.126;0.148;0.146;0.129;0.011;0.163;0.033;0.034;0.034;0.009;0.139;0.032;0.009;0.333;1.0;0.139;0.375;0.047;0.038;0.038;0.038;0.038;0.038;0.098;0.038;0.188;0.222
ENSMUST00000148843_90_90;0.75;0.405;0.414;0.991;0.496;0.972;0.972;0.973;0.917;0.845;0.789;0.229;0.717;0.882;0.275;0.622;0.388;0.397;0.173;0.4;0.485;0.485;0.368;0.118;0.245;0.2;0.434;0.191;0.118;0.273;0.406;0.218;0.291;0.717;0.101;0.15;0.294;0.882;0.699;0.723;0.864;0.622;0.628;0.402;0.411;0.414;0.869;1.0;0.15;0.869;0.411;0.139;1.0;0.056;0.385;0.511;0.511;0.511;0.511;0.511;0.236;0.511;0.028;0.056
ENSMUST00000156259_90_90;0.044;0.012;0.013;0.056;0.0;0.056;0.056;0.055;0.059;0.0;0.0;0.0;0.045;0.039;0.118;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.045;0.267;0.0;0.111;0.039;0.046;0.045;0.04;0.0;0.051;0.012;0.013;0.013;0.0;0.056;0.0;0.0;0.136;0.375;0.056;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
ENSMUST00000094756_90_90;0.421;0.471;0.485;0.382;0.697;0.371;0.371;0.376;0.336;0.374;0.331;0.149;0.441;0.395;0.221;0.446;0.49;0.505;0.284;0.51;0.714;0.714;0.897;0.219;0.411;0.342;0.684;0.329;0.219;0.452;0.561;0.37;0.479;0.441;0.049;0.171;0.23;0.395;0.423;0.432;0.379;0.446;0.351;0.466;0.48;0.485;0.383;0.385;0.171;0.383;0.33;0.047;0.385;0.0;1.0;0.777;0.777;0.777;0.777;0.777;0.397;0.777;0.041;0.082
ENSMUST00000094757_90_90;0.512;0.555;0.57;0.507;0.909;0.496;0.496;0.5;0.463;0.508;0.468;0.175;0.484;0.528;0.178;0.491;0.573;0.589;0.221;0.594;0.871;0.871;0.707;0.17;0.319;0.266;0.568;0.255;0.17;0.351;0.723;0.287;0.372;0.484;0.039;0.134;0.185;0.528;0.467;0.475;0.512;0.491;0.402;0.55;0.565;0.57;0.52;0.511;0.134;0.52;0.266;0.038;0.511;0.0;0.777;1.0;1.0;1.0;1.0;1.0;0.309;1.0;0.032;0.064
ENSMUST00000113724_90_90;0.512;0.555;0.57;0.507;0.909;0.496;0.496;0.5;0.463;0.508;0.468;0.175;0.484;0.528;0.178;0.491;0.573;0.589;0.221;0.594;0.871;0.871;0.707;0.17;0.319;0.266;0.568;0.255;0.17;0.351;0.723;0.287;0.372;0.484;0.039;0.134;0.185;0.528;0.467;0.475;0.512;0.491;0.402;0.55;0.565;0.57;0.52;0.511;0.134;0.52;0.266;0.038;0.511;0.0;0.777;1.0;1.0;1.0;1.0;1.0;0.309;1.0;0.032;0.064
ENSMUST00000113726_90_90;0.512;0.555;0.57;0.507;0.909;0.496;0.496;0.5;0.463;0.508;0.468;0.175;0.484;0.528;0.178;0.491;0.573;0.589;0.221;0.594;0.871;0.871;0.707;0.17;0.319;0.266;0.568;0.255;0.17;0.351;0.723;0.287;0.372;0.484;0.039;0.134;0.185;0.528;0.467;0.475;0.512;0.491;0.402;0.55;0.565;0.57;0.52;0.511;0.134;0.52;0.266;0.038;0.511;0.0;0.777;1.0;1.0;1.0;1.0;1.0;0.309;1.0;0.032;0.064
ENSMUST00000167950_90_90;0.512;0.555;0.57;0.507;0.909;0.496;0.496;0.5;0.463;0.508;0.468;0.175;0.484;0.528;0.178;0.491;0.573;0.589;0.221;0.594;0.871;0.871;0.707;0.17;0.319;0.266;0.568;0.255;0.17;0.351;0.723;0.287;0.372;0.484;0.039;0.134;0.185;0.528;0.467;0.475;0.512;0.491;0.402;0.55;0.565;0.57;0.52;0.511;0.134;0.52;0.266;0.038;0.511;0.0;0.777;1.0;1.0;1.0;1.0;1.0;0.309;1.0;0.032;0.064
ENSMUST00000200775_90_90;0.512;0.555;0.57;0.507;0.909;0.496;0.496;0.5;0.463;0.508;0.468;0.175;0.484;0.528;0.178;0.491;0.573;0.589;0.221;0.594;0.871;0.871;0.707;0.17;0.319;0.266;0.568;0.255;0.17;0.351;0.723;0.287;0.372;0.484;0.039;0.134;0.185;0.528;0.467;0.475;0.512;0.491;0.402;0.55;0.565;0.57;0.52;0.511;0.134;0.52;0.266;0.038;0.511;0.0;0.777;1.0;1.0;1.0;1.0;1.0;0.309;1.0;0.032;0.064
ENSMUST00000200852_90_90;0.283;0.233;0.241;0.234;0.305;0.234;0.234;0.23;0.191;0.214;0.17;0.0;0.289;0.252;0.452;0.275;0.256;0.265;0.7;0.268;0.305;0.305;0.387;0.552;0.967;0.862;0.527;0.828;0.552;0.879;0.147;0.931;0.829;0.289;0.105;0.406;0.465;0.252;0.295;0.292;0.257;0.275;0.277;0.23;0.238;0.241;0.22;0.236;0.406;0.22;0.553;0.098;0.236;0.0;0.397;0.309;0.309;0.309;0.309;0.309;1.0;0.309;0.103;0.207
ENSMUST00000201544_90_90;0.512;0.555;0.57;0.507;0.909;0.496;0.496;0.5;0.463;0.508;0.468;0.175;0.484;0.528;0.178;0.491;0.573;0.589;0.221;0.594;0.871;0.871;0.707;0.17;0.319;0.266;0.568;0.255;0.17;0.351;0.723;0.287;0.372;0.484;0.039;0.134;0.185;0.528;0.467;0.475;0.512;0.491;0.402;0.55;0.565;0.57;0.52;0.511;0.134;0.52;0.266;0.038;0.511;0.0;0.777;1.0;1.0;1.0;1.0;1.0;0.309;1.0;0.032;0.064
ENSMUST00000201561_90_90;0.034;0.013;0.013;0.028;0.032;0.028;0.028;0.027;0.029;0.0;0.0;0.0;0.034;0.03;0.094;0.0;0.0;0.0;0.0;0.0;0.032;0.032;0.04;0.188;0.1;0.12;0.055;0.125;0.188;0.091;0.0;0.111;0.086;0.034;0.231;0.0;0.088;0.03;0.035;0.035;0.031;0.0;0.039;0.013;0.013;0.013;0.0;0.028;0.0;0.0;0.068;0.188;0.028;0.0;0.041;0.032;0.032;0.032;0.032;0.032;0.103;0.032;1.0;0.5
ENSMUST00000202700_90_90;0.067;0.012;0.013;0.056;0.063;0.056;0.056;0.055;0.059;0.02;0.022;0.0;0.069;0.06;0.188;0.026;0.012;0.012;0.037;0.013;0.063;0.063;0.08;0.375;0.2;0.24;0.109;0.25;0.375;0.182;0.0;0.222;0.171;0.069;0.267;0.1;0.176;0.06;0.071;0.07;0.061;0.026;0.078;0.012;0.013;0.013;0.021;0.056;0.1;0.021;0.136;0.222;0.056;0.0;0.082;0.064;0.064;0.064;0.064;0.064;0.207;0.064;0.5;1.0
