;ENSCAFT00000004869_90_90;ENSCAFT00000013439_90_90;ENSCAFT00000037016_90_90;ENSCAFT00000021145_90_90;ENSCAFT00000025193_90_90;ENST00000302271_90_90;ENST00000374612_90_90;ENST00000374616_90_90;ENST00000427764_90_90;ENST00000478691_90_90;ENST00000606561_90_90;ENST00000641107_90_90;ENST00000355238_90_90;ENST00000369622_90_90;ENST00000444272_90_90;ENST00000616122_90_90;ENST00000281722_90_90;ENST00000510397_90_90;ENST00000512640_90_90;ENST00000514866_90_90;ENST00000295971_90_90;ENST00000381793_90_90;ENST00000381795_90_90;ENST00000505220_90_90;ENST00000505414_90_90;ENST00000507180_90_90;ENST00000510871_90_90;ENST00000511598_90_90;ENST00000511902_90_90;ENST00000513473_90_90;ENST00000514014_90_90;ENST00000514782_90_90;ENST00000515053_90_90;ENSMUST00000069221_90_90;ENSMUST00000172508_90_90;ENSMUST00000172828_90_90;ENSMUST00000173405_90_90;ENSMUST00000173801_90_90;ENSMUST00000174269_90_90;ENSMUST00000174282_90_90;ENSMUST00000174361_90_90;ENSMUST00000174391_90_90;ENSMUST00000174688_90_90;ENSMUST00000048647_90_90;ENSMUST00000182637_90_90;ENSMUST00000182818_90_90;ENSMUST00000084219_90_90;ENSMUST00000105850_90_90;ENSMUST00000125696_90_90;ENSMUST00000131671_90_90;ENSMUST00000134524_90_90;ENSMUST00000145282_90_90;ENSMUST00000148843_90_90;ENSMUST00000156259_90_90;ENSMUST00000094756_90_90;ENSMUST00000094757_90_90;ENSMUST00000113724_90_90;ENSMUST00000113726_90_90;ENSMUST00000167950_90_90;ENSMUST00000200775_90_90;ENSMUST00000200852_90_90;ENSMUST00000201544_90_90;ENSMUST00000201561_90_90;ENSMUST00000202700_90_90
ENSMUST00000182818_90_90;0.854;0.923;1.0;0.894;0.904;0.725;0.725;0.726;0.657;0.773;0.697;0.154;0.7;0.723;0.157;0.746;0.874;0.938;0.254;0.979;0.899;0.899;0.816;0.086;0.297;0.223;0.697;0.201;0.086;0.37;0.858;0.252;0.422;0.7;0.019;0.11;0.178;0.723;0.634;0.698;0.657;0.746;0.484;0.849;0.958;1.0;0.776;0.728;0.122;0.776;0.314;0.019;0.728;0.012;0.812;0.9;0.9;0.9;0.9;0.9;0.295;0.9;0.002;0.002
ENSMUST00000084219_90_90;0.831;0.716;0.776;0.84;0.766;0.84;0.84;0.84;0.78;1.0;0.928;0.254;0.716;0.849;0.141;0.84;0.723;0.818;0.339;0.792;0.757;0.757;0.644;0.108;0.33;0.252;0.811;0.23;0.108;0.407;0.72;0.283;0.462;0.716;0.0;0.128;0.159;0.849;0.66;0.716;0.793;0.84;0.534;0.705;0.801;0.776;1.0;0.84;0.136;1.0;0.268;0.001;0.84;0.0;0.653;0.767;0.767;0.767;0.767;0.767;0.33;0.767;0.0;0.011
ENSMUST00000105850_90_90;0.993;0.73;0.79;1.0;0.698;0.999;0.999;1.0;0.939;0.84;0.78;0.213;0.86;0.995;0.29;0.712;0.612;0.679;0.272;0.661;0.671;0.671;0.573;0.106;0.292;0.226;0.695;0.208;0.106;0.356;0.618;0.252;0.402;0.86;0.145;0.108;0.309;0.995;0.804;0.86;0.939;0.712;0.679;0.667;0.75;0.728;0.84;1.0;0.114;0.84;0.428;0.16;1.0;0.116;0.579;0.678;0.678;0.678;0.678;0.678;0.292;0.678;0.012;0.024
ENSMUST00000125696_90_90;0.13;0.113;0.122;0.114;0.12;0.115;0.115;0.114;0.054;0.136;0.065;0.0;0.13;0.117;0.402;0.157;0.125;0.141;0.499;0.137;0.119;0.119;0.135;0.633;0.439;0.566;0.184;0.617;0.633;0.36;0.073;0.509;0.319;0.13;0.0;0.841;0.378;0.117;0.139;0.13;0.124;0.157;0.164;0.111;0.126;0.122;0.136;0.114;1.0;0.136;0.268;0.002;0.114;0.0;0.135;0.12;0.12;0.12;0.12;0.12;0.441;0.12;0.0;0.066
ENSMUST00000131671_90_90;0.831;0.716;0.776;0.84;0.766;0.84;0.84;0.84;0.78;1.0;0.928;0.254;0.716;0.849;0.141;0.84;0.723;0.818;0.339;0.792;0.757;0.757;0.644;0.108;0.33;0.252;0.811;0.23;0.108;0.407;0.72;0.283;0.462;0.716;0.0;0.128;0.159;0.849;0.66;0.716;0.793;0.84;0.534;0.705;0.801;0.776;1.0;0.84;0.136;1.0;0.268;0.001;0.84;0.0;0.653;0.767;0.767;0.767;0.767;0.767;0.33;0.767;0.0;0.011
ENSMUST00000134524_90_90;0.47;0.315;0.341;0.428;0.271;0.427;0.427;0.428;0.367;0.268;0.207;0.0;0.47;0.423;0.678;0.304;0.261;0.29;0.499;0.282;0.262;0.262;0.29;0.218;0.603;0.467;0.377;0.428;0.218;0.624;0.208;0.52;0.574;0.47;0.338;0.253;0.721;0.423;0.502;0.47;0.448;0.304;0.444;0.288;0.323;0.314;0.268;0.428;0.268;0.268;1.0;0.373;0.428;0.271;0.292;0.263;0.263;0.263;0.263;0.263;0.6;0.263;0.025;0.05
ENSMUST00000145282_90_90;0.167;0.019;0.021;0.16;0.013;0.16;0.16;0.16;0.171;0.001;0.001;0.0;0.167;0.151;0.51;0.001;0.0;0.0;0.0;0.0;0.012;0.012;0.013;0.056;0.033;0.039;0.018;0.041;0.056;0.029;0.0;0.036;0.027;0.167;0.931;0.002;0.48;0.151;0.179;0.167;0.16;0.001;0.21;0.018;0.02;0.019;0.001;0.16;0.002;0.001;0.373;1.0;0.16;0.712;0.014;0.012;0.012;0.012;0.012;0.012;0.033;0.012;0.067;0.081
ENSMUST00000148843_90_90;0.993;0.73;0.79;1.0;0.698;0.999;0.999;1.0;0.939;0.84;0.78;0.213;0.86;0.995;0.29;0.712;0.612;0.679;0.272;0.661;0.671;0.671;0.573;0.106;0.292;0.226;0.695;0.208;0.106;0.356;0.618;0.252;0.402;0.86;0.145;0.108;0.309;0.995;0.804;0.86;0.939;0.712;0.679;0.667;0.75;0.728;0.84;1.0;0.114;0.84;0.428;0.16;1.0;0.116;0.579;0.678;0.678;0.678;0.678;0.678;0.292;0.678;0.012;0.024
ENSMUST00000156259_90_90;0.117;0.012;0.013;0.116;0.0;0.116;0.116;0.116;0.124;0.0;0.0;0.0;0.117;0.105;0.357;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.117;0.705;0.0;0.336;0.105;0.125;0.117;0.112;0.0;0.147;0.011;0.012;0.012;0.0;0.116;0.0;0.0;0.271;0.712;0.116;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
ENSMUST00000094756_90_90;0.708;0.766;0.812;0.714;0.881;0.576;0.576;0.577;0.521;0.649;0.586;0.18;0.595;0.573;0.153;0.671;0.756;0.841;0.329;0.815;0.886;0.886;0.999;0.114;0.306;0.238;0.718;0.219;0.114;0.372;0.821;0.265;0.419;0.604;0.014;0.125;0.174;0.582;0.548;0.602;0.528;0.683;0.422;0.737;0.838;0.812;0.653;0.579;0.135;0.653;0.292;0.014;0.579;0.0;1.0;0.883;0.883;0.883;0.883;0.883;0.303;0.883;0.012;0.025
ENSMUST00000094757_90_90;0.806;0.849;0.9;0.836;0.999;0.675;0.675;0.675;0.62;0.763;0.699;0.188;0.629;0.672;0.138;0.707;0.837;0.931;0.298;0.902;0.994;0.994;0.882;0.101;0.27;0.21;0.641;0.193;0.101;0.328;0.93;0.234;0.37;0.639;0.012;0.111;0.157;0.682;0.585;0.637;0.628;0.72;0.464;0.817;0.93;0.9;0.767;0.678;0.12;0.767;0.263;0.012;0.678;0.0;0.883;1.0;1.0;1.0;1.0;1.0;0.268;1.0;0.011;0.022
ENSMUST00000113724_90_90;0.806;0.849;0.9;0.836;0.999;0.675;0.675;0.675;0.62;0.763;0.699;0.188;0.629;0.672;0.138;0.707;0.837;0.931;0.298;0.902;0.994;0.994;0.882;0.101;0.27;0.21;0.641;0.193;0.101;0.328;0.93;0.234;0.37;0.639;0.012;0.111;0.157;0.682;0.585;0.637;0.628;0.72;0.464;0.817;0.93;0.9;0.767;0.678;0.12;0.767;0.263;0.012;0.678;0.0;0.883;1.0;1.0;1.0;1.0;1.0;0.268;1.0;0.011;0.022
ENSMUST00000113726_90_90;0.806;0.849;0.9;0.836;0.999;0.675;0.675;0.675;0.62;0.763;0.699;0.188;0.629;0.672;0.138;0.707;0.837;0.931;0.298;0.902;0.994;0.994;0.882;0.101;0.27;0.21;0.641;0.193;0.101;0.328;0.93;0.234;0.37;0.639;0.012;0.111;0.157;0.682;0.585;0.637;0.628;0.72;0.464;0.817;0.93;0.9;0.767;0.678;0.12;0.767;0.263;0.012;0.678;0.0;0.883;1.0;1.0;1.0;1.0;1.0;0.268;1.0;0.011;0.022
ENSMUST00000167950_90_90;0.806;0.849;0.9;0.836;0.999;0.675;0.675;0.675;0.62;0.763;0.699;0.188;0.629;0.672;0.138;0.707;0.837;0.931;0.298;0.902;0.994;0.994;0.882;0.101;0.27;0.21;0.641;0.193;0.101;0.328;0.93;0.234;0.37;0.639;0.012;0.111;0.157;0.682;0.585;0.637;0.628;0.72;0.464;0.817;0.93;0.9;0.767;0.678;0.12;0.767;0.263;0.012;0.678;0.0;0.883;1.0;1.0;1.0;1.0;1.0;0.268;1.0;0.011;0.022
ENSMUST00000200775_90_90;0.806;0.849;0.9;0.836;0.999;0.675;0.675;0.675;0.62;0.763;0.699;0.188;0.629;0.672;0.138;0.707;0.837;0.931;0.298;0.902;0.994;0.994;0.882;0.101;0.27;0.21;0.641;0.193;0.101;0.328;0.93;0.234;0.37;0.639;0.012;0.111;0.157;0.682;0.585;0.637;0.628;0.72;0.464;0.817;0.93;0.9;0.767;0.678;0.12;0.767;0.263;0.012;0.678;0.0;0.883;1.0;1.0;1.0;1.0;1.0;0.268;1.0;0.011;0.022
ENSMUST00000200852_90_90;0.308;0.278;0.295;0.292;0.269;0.292;0.292;0.292;0.224;0.33;0.25;0.0;0.31;0.294;0.381;0.353;0.283;0.315;0.845;0.305;0.27;0.27;0.304;0.376;0.996;0.783;0.419;0.719;0.376;0.819;0.205;0.869;0.727;0.31;0.033;0.406;0.427;0.294;0.333;0.311;0.314;0.353;0.307;0.268;0.305;0.295;0.33;0.292;0.441;0.33;0.6;0.033;0.292;0.0;0.303;0.268;0.268;0.268;0.268;0.268;1.0;0.268;0.04;0.082
ENSMUST00000201544_90_90;0.806;0.849;0.9;0.836;0.999;0.675;0.675;0.675;0.62;0.763;0.699;0.188;0.629;0.672;0.138;0.707;0.837;0.931;0.298;0.902;0.994;0.994;0.882;0.101;0.27;0.21;0.641;0.193;0.101;0.328;0.93;0.234;0.37;0.639;0.012;0.111;0.157;0.682;0.585;0.637;0.628;0.72;0.464;0.817;0.93;0.9;0.767;0.678;0.12;0.767;0.263;0.012;0.678;0.0;0.883;1.0;1.0;1.0;1.0;1.0;0.268;1.0;0.011;0.022
ENSMUST00000201561_90_90;0.013;0.002;0.002;0.012;0.011;0.012;0.012;0.012;0.013;0.0;0.0;0.0;0.013;0.012;0.036;0.0;0.0;0.0;0.0;0.0;0.011;0.011;0.012;0.107;0.04;0.051;0.017;0.056;0.107;0.033;0.0;0.046;0.029;0.013;0.069;0.0;0.034;0.012;0.014;0.013;0.013;0.0;0.016;0.002;0.002;0.002;0.0;0.012;0.0;0.0;0.025;0.067;0.012;0.0;0.012;0.011;0.011;0.011;0.011;0.011;0.04;0.011;1.0;0.487
ENSMUST00000202700_90_90;0.026;0.002;0.002;0.024;0.022;0.024;0.024;0.024;0.026;0.011;0.012;0.0;0.026;0.025;0.074;0.012;0.008;0.009;0.029;0.008;0.022;0.022;0.025;0.219;0.082;0.105;0.035;0.114;0.219;0.067;0.0;0.095;0.06;0.026;0.082;0.07;0.07;0.025;0.028;0.026;0.026;0.012;0.034;0.002;0.002;0.002;0.011;0.024;0.066;0.011;0.05;0.081;0.024;0.0;0.025;0.022;0.022;0.022;0.022;0.022;0.082;0.022;0.487;1.0
