;ENSCAFT00000004869_90_90;ENSCAFT00000013439_90_90;ENSCAFT00000037016_90_90;ENSCAFT00000021145_90_90;ENSCAFT00000025193_90_90;ENST00000302271_90_90;ENST00000374612_90_90;ENST00000374616_90_90;ENST00000427764_90_90;ENST00000478691_90_90;ENST00000606561_90_90;ENST00000641107_90_90;ENST00000355238_90_90;ENST00000369622_90_90;ENST00000444272_90_90;ENST00000616122_90_90;ENST00000281722_90_90;ENST00000510397_90_90;ENST00000512640_90_90;ENST00000514866_90_90;ENST00000295971_90_90;ENST00000381793_90_90;ENST00000381795_90_90;ENST00000505220_90_90;ENST00000505414_90_90;ENST00000507180_90_90;ENST00000510871_90_90;ENST00000511598_90_90;ENST00000511902_90_90;ENST00000513473_90_90;ENST00000514014_90_90;ENST00000514782_90_90;ENST00000515053_90_90;ENSMUST00000069221_90_90;ENSMUST00000172508_90_90;ENSMUST00000172828_90_90;ENSMUST00000173405_90_90;ENSMUST00000173801_90_90;ENSMUST00000174269_90_90;ENSMUST00000174282_90_90;ENSMUST00000174361_90_90;ENSMUST00000174391_90_90;ENSMUST00000174688_90_90;ENSMUST00000048647_90_90;ENSMUST00000182637_90_90;ENSMUST00000182818_90_90;ENSMUST00000084219_90_90;ENSMUST00000105850_90_90;ENSMUST00000125696_90_90;ENSMUST00000131671_90_90;ENSMUST00000134524_90_90;ENSMUST00000145282_90_90;ENSMUST00000148843_90_90;ENSMUST00000156259_90_90;ENSMUST00000094756_90_90;ENSMUST00000094757_90_90;ENSMUST00000113724_90_90;ENSMUST00000113726_90_90;ENSMUST00000167950_90_90;ENSMUST00000200775_90_90;ENSMUST00000200852_90_90;ENSMUST00000201544_90_90;ENSMUST00000201561_90_90;ENSMUST00000202700_90_90
ENSMUST00000182818_90_90;1.0;0.961;1.0;1.0;1.0;0.981;0.981;1.0;0.887;0.943;0.83;0.222;0.891;0.964;0.255;0.836;0.959;0.959;0.254;1.0;0.967;0.967;0.803;0.115;0.344;0.262;0.623;0.246;0.115;0.393;0.869;0.295;0.426;0.891;0.055;0.164;0.273;0.964;0.855;0.873;0.927;0.836;0.709;0.924;0.961;1.0;0.943;1.0;0.17;0.943;0.453;0.057;1.0;0.019;0.787;1.0;1.0;1.0;1.0;1.0;0.328;1.0;0.016;0.016
ENSMUST00000084219_90_90;0.857;0.943;0.943;0.869;0.94;0.86;0.86;0.869;0.804;1.0;0.925;0.269;0.711;0.876;0.186;0.812;1.0;1.0;0.365;1.0;0.912;0.912;0.662;0.132;0.338;0.265;0.662;0.25;0.132;0.382;0.844;0.294;0.412;0.711;0.0;0.188;0.206;0.876;0.691;0.711;0.856;0.812;0.608;0.943;0.943;0.943;1.0;0.869;0.172;1.0;0.28;0.009;0.869;0.0;0.676;0.941;0.941;0.941;0.941;0.941;0.324;0.941;0.0;0.029
ENSMUST00000105850_90_90;1.0;1.0;1.0;1.0;1.0;0.991;0.991;1.0;0.935;0.869;0.804;0.234;0.835;1.0;0.309;0.711;1.0;1.0;0.365;1.0;0.971;0.971;0.721;0.191;0.397;0.324;0.721;0.309;0.191;0.441;0.794;0.353;0.471;0.835;0.113;0.165;0.33;1.0;0.814;0.835;0.979;0.711;0.732;1.0;1.0;1.0;0.869;1.0;0.15;0.869;0.411;0.139;1.0;0.056;0.735;1.0;1.0;1.0;1.0;1.0;0.382;1.0;0.044;0.088
ENSMUST00000125696_90_90;0.19;0.17;0.17;0.15;0.194;0.151;0.151;0.15;0.094;0.172;0.109;0.0;0.198;0.165;0.533;0.232;0.212;0.212;0.579;0.212;0.197;0.197;0.265;0.529;0.481;0.591;0.265;0.619;0.529;0.433;0.081;0.542;0.406;0.198;0.0;0.882;0.5;0.165;0.203;0.198;0.168;0.232;0.225;0.17;0.17;0.17;0.172;0.15;1.0;0.172;0.364;0.032;0.15;0.0;0.26;0.191;0.191;0.191;0.191;0.191;0.5;0.191;0.0;0.118
ENSMUST00000131671_90_90;0.857;0.943;0.943;0.869;0.94;0.86;0.86;0.869;0.804;1.0;0.925;0.269;0.711;0.876;0.186;0.812;1.0;1.0;0.365;1.0;0.912;0.912;0.662;0.132;0.338;0.265;0.662;0.25;0.132;0.382;0.844;0.294;0.412;0.711;0.0;0.188;0.206;0.876;0.691;0.711;0.856;0.812;0.608;0.943;0.943;0.943;1.0;0.869;0.172;1.0;0.28;0.009;0.869;0.0;0.676;0.941;0.941;0.941;0.941;0.941;0.324;0.941;0.0;0.029
ENSMUST00000134524_90_90;0.5;0.453;0.453;0.411;0.433;0.402;0.402;0.411;0.346;0.28;0.215;0.0;0.519;0.433;0.714;0.37;0.442;0.442;0.826;0.442;0.439;0.439;0.592;0.448;0.931;0.759;0.592;0.724;0.448;0.967;0.258;0.828;0.906;0.519;0.262;0.381;0.762;0.433;0.532;0.519;0.442;0.37;0.468;0.453;0.453;0.453;0.28;0.411;0.364;0.28;1.0;0.333;0.411;0.136;0.58;0.426;0.426;0.426;0.426;0.426;0.897;0.426;0.103;0.207
ENSMUST00000145282_90_90;0.155;0.057;0.057;0.14;0.06;0.142;0.142;0.14;0.15;0.009;0.01;0.0;0.16;0.134;0.433;0.012;0.0;0.0;0.0;0.0;0.061;0.061;0.082;0.308;0.148;0.182;0.082;0.19;0.308;0.133;0.0;0.167;0.125;0.16;0.846;0.036;0.406;0.134;0.165;0.16;0.137;0.012;0.183;0.057;0.057;0.057;0.009;0.139;0.032;0.009;0.333;1.0;0.139;0.375;0.08;0.059;0.059;0.059;0.059;0.059;0.154;0.059;0.75;0.667
ENSMUST00000148843_90_90;1.0;1.0;1.0;1.0;1.0;0.991;0.991;1.0;0.935;0.869;0.804;0.234;0.835;1.0;0.309;0.711;1.0;1.0;0.365;1.0;0.971;0.971;0.721;0.191;0.397;0.324;0.721;0.309;0.191;0.441;0.794;0.353;0.471;0.835;0.113;0.165;0.33;1.0;0.814;0.835;0.979;0.711;0.732;1.0;1.0;1.0;0.869;1.0;0.15;0.869;0.411;0.139;1.0;0.056;0.735;1.0;1.0;1.0;1.0;1.0;0.382;1.0;0.044;0.088
ENSMUST00000156259_90_90;0.048;0.019;0.019;0.056;0.0;0.057;0.057;0.056;0.06;0.0;0.0;0.0;0.049;0.041;0.133;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.049;0.364;0.0;0.125;0.041;0.051;0.049;0.042;0.0;0.056;0.019;0.019;0.019;0.0;0.056;0.0;0.0;0.136;0.375;0.056;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
ENSMUST00000094756_90_90;0.774;0.787;0.787;0.735;0.767;0.721;0.721;0.735;0.647;0.676;0.588;0.236;0.803;0.71;0.373;0.738;0.794;0.794;0.42;0.794;0.795;0.795;1.0;0.229;0.429;0.357;0.722;0.343;0.229;0.471;0.625;0.386;0.5;0.803;0.078;0.255;0.392;0.71;0.77;0.787;0.681;0.738;0.639;0.787;0.787;0.787;0.676;0.735;0.26;0.676;0.58;0.08;0.735;0.0;1.0;0.777;0.777;0.777;0.777;0.777;0.397;0.777;0.041;0.082
ENSMUST00000094757_90_90;1.0;1.0;1.0;1.0;1.0;0.985;0.985;1.0;0.912;0.941;0.853;0.265;0.855;0.971;0.275;0.797;1.0;1.0;0.333;1.0;0.978;0.978;0.778;0.178;0.333;0.278;0.6;0.267;0.178;0.367;0.811;0.3;0.389;0.855;0.058;0.188;0.29;0.971;0.826;0.841;0.942;0.797;0.71;1.0;1.0;1.0;0.941;1.0;0.191;0.941;0.426;0.059;1.0;0.0;0.777;1.0;1.0;1.0;1.0;1.0;0.309;1.0;0.032;0.064
ENSMUST00000113724_90_90;1.0;1.0;1.0;1.0;1.0;0.985;0.985;1.0;0.912;0.941;0.853;0.265;0.855;0.971;0.275;0.797;1.0;1.0;0.333;1.0;0.978;0.978;0.778;0.178;0.333;0.278;0.6;0.267;0.178;0.367;0.811;0.3;0.389;0.855;0.058;0.188;0.29;0.971;0.826;0.841;0.942;0.797;0.71;1.0;1.0;1.0;0.941;1.0;0.191;0.941;0.426;0.059;1.0;0.0;0.777;1.0;1.0;1.0;1.0;1.0;0.309;1.0;0.032;0.064
ENSMUST00000113726_90_90;1.0;1.0;1.0;1.0;1.0;0.985;0.985;1.0;0.912;0.941;0.853;0.265;0.855;0.971;0.275;0.797;1.0;1.0;0.333;1.0;0.978;0.978;0.778;0.178;0.333;0.278;0.6;0.267;0.178;0.367;0.811;0.3;0.389;0.855;0.058;0.188;0.29;0.971;0.826;0.841;0.942;0.797;0.71;1.0;1.0;1.0;0.941;1.0;0.191;0.941;0.426;0.059;1.0;0.0;0.777;1.0;1.0;1.0;1.0;1.0;0.309;1.0;0.032;0.064
ENSMUST00000167950_90_90;1.0;1.0;1.0;1.0;1.0;0.985;0.985;1.0;0.912;0.941;0.853;0.265;0.855;0.971;0.275;0.797;1.0;1.0;0.333;1.0;0.978;0.978;0.778;0.178;0.333;0.278;0.6;0.267;0.178;0.367;0.811;0.3;0.389;0.855;0.058;0.188;0.29;0.971;0.826;0.841;0.942;0.797;0.71;1.0;1.0;1.0;0.941;1.0;0.191;0.941;0.426;0.059;1.0;0.0;0.777;1.0;1.0;1.0;1.0;1.0;0.309;1.0;0.032;0.064
ENSMUST00000200775_90_90;1.0;1.0;1.0;1.0;1.0;0.985;0.985;1.0;0.912;0.941;0.853;0.265;0.855;0.971;0.275;0.797;1.0;1.0;0.333;1.0;0.978;0.978;0.778;0.178;0.333;0.278;0.6;0.267;0.178;0.367;0.811;0.3;0.389;0.855;0.058;0.188;0.29;0.971;0.826;0.841;0.942;0.797;0.71;1.0;1.0;1.0;0.941;1.0;0.191;0.941;0.426;0.059;1.0;0.0;0.777;1.0;1.0;1.0;1.0;1.0;0.309;1.0;0.032;0.064
ENSMUST00000200852_90_90;0.419;0.328;0.328;0.382;0.322;0.388;0.388;0.382;0.313;0.324;0.254;0.0;0.441;0.388;0.731;0.373;0.349;0.349;0.955;0.349;0.33;0.33;0.414;0.552;0.967;0.862;0.537;0.828;0.552;0.879;0.159;0.931;0.829;0.441;0.154;0.5;0.769;0.388;0.456;0.448;0.4;0.373;0.442;0.328;0.328;0.328;0.324;0.382;0.5;0.324;0.897;0.154;0.382;0.0;0.397;0.309;0.309;0.309;0.309;0.309;1.0;0.309;0.103;0.207
ENSMUST00000201544_90_90;1.0;1.0;1.0;1.0;1.0;0.985;0.985;1.0;0.912;0.941;0.853;0.265;0.855;0.971;0.275;0.797;1.0;1.0;0.333;1.0;0.978;0.978;0.778;0.178;0.333;0.278;0.6;0.267;0.178;0.367;0.811;0.3;0.389;0.855;0.058;0.188;0.29;0.971;0.826;0.841;0.942;0.797;0.71;1.0;1.0;1.0;0.941;1.0;0.191;0.941;0.426;0.059;1.0;0.0;0.777;1.0;1.0;1.0;1.0;1.0;0.309;1.0;0.032;0.064
ENSMUST00000201561_90_90;0.048;0.016;0.016;0.044;0.033;0.045;0.045;0.044;0.048;0.0;0.0;0.0;0.051;0.045;0.158;0.0;0.0;0.0;0.0;0.0;0.034;0.034;0.043;0.188;0.1;0.12;0.056;0.125;0.188;0.091;0.0;0.111;0.086;0.051;0.75;0.0;0.15;0.045;0.053;0.052;0.046;0.0;0.061;0.016;0.016;0.016;0.0;0.044;0.0;0.0;0.103;0.75;0.044;0.0;0.041;0.032;0.032;0.032;0.032;0.032;0.103;0.032;1.0;0.5
ENSMUST00000202700_90_90;0.097;0.016;0.016;0.088;0.067;0.09;0.09;0.088;0.097;0.029;0.032;0.0;0.102;0.09;0.316;0.034;0.016;0.016;0.048;0.016;0.068;0.068;0.086;0.375;0.2;0.24;0.111;0.25;0.375;0.182;0.0;0.222;0.171;0.102;0.667;0.118;0.3;0.09;0.105;0.103;0.092;0.034;0.122;0.016;0.016;0.016;0.029;0.088;0.118;0.029;0.207;0.667;0.088;0.0;0.082;0.064;0.064;0.064;0.064;0.064;0.207;0.064;0.5;1.0
