;repository;id;newick;computing_time;reconciliation
23;26;24;"((((transcript30_ENSCCNG00000000226,transcript1_ENSCCNG00000000226),(((transcript37_ENSCPOG00000024843,transcript29_ENSCPOG00000024843),transcript36_ENSCPOG00000024843),transcript35_ENSCPOG00000024843)),((((transcript30_ENSSTOG00000019743,transcript31_ENSSTOG00000019743),transcript29_ENSSTOG00000019743),transcript9_ENSSTOG00000019743),transcript1_ENSSTOG00000019743)),(((transcript28_ENSMLUG00000027828,transcript16_ENSMLUG00000027828),transcript10_ENSMLUG00000027828),transcript1_ENSMLUG00000027828));";0.01392364501953125;"((((transcript30_ENSCCNG00000000226:1[&&NHX:evol=speciation],transcript1_ENSCCNG00000000226:1[&&NHX:evol=speciation])1:1[&&NHX:evol=creation],(((transcript37_ENSCPOG00000024843:1[&&NHX:evol=speciation],transcript29_ENSCPOG00000024843:1[&&NHX:evol=speciation])1:1[&&NHX:evol=creation],transcript36_ENSCPOG00000024843:1[&&NHX:evol=speciation])1:1[&&NHX:evol=creation],transcript35_ENSCPOG00000024843:1[&&NHX:evol=speciation])1:1[&&NHX:evol=creation])1:1[&&NHX:evol=speciation],((((transcript30_ENSSTOG00000019743:1[&&NHX:evol=speciation],transcript31_ENSSTOG00000019743:1[&&NHX:evol=speciation])1:1[&&NHX:evol=creation],transcript29_ENSSTOG00000019743:1[&&NHX:evol=speciation])1:1[&&NHX:evol=creation],transcript9_ENSSTOG00000019743:1[&&NHX:evol=speciation])1:1[&&NHX:evol=creation],transcript1_ENSSTOG00000019743:1[&&NHX:evol=speciation])1:1[&&NHX:evol=creation])1:1[&&NHX:evol=speciation],(((transcript28_ENSMLUG00000027828:1[&&NHX:evol=speciation],transcript16_ENSMLUG00000027828:1[&&NHX:evol=speciation])1:1[&&NHX:evol=creation],transcript10_ENSMLUG00000027828:1[&&NHX:evol=speciation])1:1[&&NHX:evol=creation],transcript1_ENSMLUG00000027828:1[&&NHX:evol=speciation])1:1[&&NHX:evol=creation]):1[&&NHX:evol=speciation];"
24;27;25;"((transcript27_ENSCPOG00000024843,transcript34_ENSCPOG00000024843),((((transcript8_ENSMPUG00000020072,(transcript33_ENSECAG00000007947,transcript8_ENSECAG00000007947)),transcript8_ENSMLUG00000027828),(transcript13_ENSCCNG00000000226,transcript12_ENSCPOG00000024843)),transcript8_ENSLAFG00000030854));";0.0036656856536865234;"((transcript27_ENSCPOG00000024843:1[&&NHX:evol=speciation],transcript34_ENSCPOG00000024843:1[&&NHX:evol=speciation])1:1[&&NHX:evol=creation],((((transcript8_ENSMPUG00000020072:1[&&NHX:evol=speciation],(transcript33_ENSECAG00000007947:1[&&NHX:evol=speciation],transcript8_ENSECAG00000007947:1[&&NHX:evol=speciation])1:1[&&NHX:evol=creation])1:1[&&NHX:evol=speciation],transcript8_ENSMLUG00000027828:1[&&NHX:evol=speciation])1:1[&&NHX:evol=speciation],(transcript13_ENSCCNG00000000226:1[&&NHX:evol=speciation],transcript12_ENSCPOG00000024843:1[&&NHX:evol=speciation])1:1[&&NHX:evol=speciation])1:1[&&NHX:evol=speciation],transcript8_ENSLAFG00000030854:1[&&NHX:evol=speciation])1:1[&&NHX:evol=speciation]):1[&&NHX:evol=creation];"
25;28;26;"(((((transcript28_ENSMPUG00000020072,transcript23_ENSMPUG00000020072),transcript27_ENSMPUG00000020072),transcript26_ENSMPUG00000020072),transcript25_ENSMPUG00000020072),((transcript30_ENSECAG00000007947,transcript14_ENSECAG00000007947),transcript20_ENSECAG00000007947));";0.0057408809661865234;"(((((transcript28_ENSMPUG00000020072:1[&&NHX:evol=speciation],transcript23_ENSMPUG00000020072:1[&&NHX:evol=speciation])1:1[&&NHX:evol=creation],transcript27_ENSMPUG00000020072:1[&&NHX:evol=speciation])1:1[&&NHX:evol=creation],transcript26_ENSMPUG00000020072:1[&&NHX:evol=speciation])1:1[&&NHX:evol=creation],transcript25_ENSMPUG00000020072:1[&&NHX:evol=speciation])1:1[&&NHX:evol=creation],((transcript30_ENSECAG00000007947:1[&&NHX:evol=speciation],transcript14_ENSECAG00000007947:1[&&NHX:evol=speciation])1:1[&&NHX:evol=creation],transcript20_ENSECAG00000007947:1[&&NHX:evol=speciation])1:1[&&NHX:evol=creation]):1[&&NHX:evol=speciation];"
26;29;27;"((((((transcript47_ENSMUGG00000013649,transcript20_ENSMUGG00000013649),transcript20_ENSMUGG00000013592),(transcript47_ENSRNOG00000031503,transcript40_ENSRNOG00000031503)),((transcript47_ENSPEMG00000024651,transcript19_ENSPEMG00000024651),transcript38_ENSPEMG00000024651)),transcript27_ENSNGAG00000018584),(((transcript32_ENSSTOG00000019743,transcript7_ENSSTOG00000019743),transcript25_ENSSTOG00000019743),transcript24_ENSSTOG00000019743));";0.005715608596801758;"((((((transcript47_ENSMUGG00000013649:1[&&NHX:evol=speciation],transcript20_ENSMUGG00000013649:1[&&NHX:evol=speciation])1:1[&&NHX:evol=creation],transcript20_ENSMUGG00000013592:1[&&NHX:evol=speciation])1:1[&&NHX:evol=duplication],(transcript47_ENSRNOG00000031503:1[&&NHX:evol=speciation],transcript40_ENSRNOG00000031503:1[&&NHX:evol=speciation])1:1[&&NHX:evol=creation])1:1[&&NHX:evol=speciation],((transcript47_ENSPEMG00000024651:1[&&NHX:evol=speciation],transcript19_ENSPEMG00000024651:1[&&NHX:evol=speciation])1:1[&&NHX:evol=creation],transcript38_ENSPEMG00000024651:1[&&NHX:evol=speciation])1:1[&&NHX:evol=creation])1:1[&&NHX:evol=speciation],transcript27_ENSNGAG00000018584:1[&&NHX:evol=speciation])1:1[&&NHX:evol=speciation],(((transcript32_ENSSTOG00000019743:1[&&NHX:evol=speciation],transcript7_ENSSTOG00000019743:1[&&NHX:evol=speciation])1:1[&&NHX:evol=creation],transcript25_ENSSTOG00000019743:1[&&NHX:evol=speciation])1:1[&&NHX:evol=creation],transcript24_ENSSTOG00000019743:1[&&NHX:evol=speciation])1:1[&&NHX:evol=creation]):1[&&NHX:evol=speciation];"
27;30;28;"((transcript22_ENSNGAG00000018584,(((transcript50_ENSCGRG00015005362,transcript44_ENSCGRG00000018457),transcript45_ENSCGRG00001010245),((transcript49_ENSCGRG00015005362,((((((transcript60_ENSCGRG00000018457,transcript8_ENSCGRG00000018457),transcript59_ENSCGRG00000018457),transcript58_ENSCGRG00000018457),transcript57_ENSCGRG00000018457),transcript50_ENSCGRG00000018457),transcript45_ENSCGRG00000018457)),transcript22_ENSCGRG00001010245))),transcript22_ENSSTOG00000019743);";0.006493568420410156;"((transcript22_ENSNGAG00000018584:1[&&NHX:evol=speciation],(((transcript50_ENSCGRG00015005362:1[&&NHX:evol=speciation],transcript44_ENSCGRG00000018457:1[&&NHX:evol=speciation])1:1[&&NHX:evol=speciation],transcript45_ENSCGRG00001010245:1[&&NHX:evol=speciation])1:1[&&NHX:evol=speciation],((transcript49_ENSCGRG00015005362:1[&&NHX:evol=speciation],((((((transcript60_ENSCGRG00000018457:1[&&NHX:evol=speciation],transcript8_ENSCGRG00000018457:1[&&NHX:evol=speciation])1:1[&&NHX:evol=creation],transcript59_ENSCGRG00000018457:1[&&NHX:evol=speciation])1:1[&&NHX:evol=creation],transcript58_ENSCGRG00000018457:1[&&NHX:evol=speciation])1:1[&&NHX:evol=creation],transcript57_ENSCGRG00000018457:1[&&NHX:evol=speciation])1:1[&&NHX:evol=creation],transcript50_ENSCGRG00000018457:1[&&NHX:evol=speciation])1:1[&&NHX:evol=creation],transcript45_ENSCGRG00000018457:1[&&NHX:evol=speciation])1:1[&&NHX:evol=creation])1:1[&&NHX:evol=speciation],transcript22_ENSCGRG00001010245:1[&&NHX:evol=speciation])1:1[&&NHX:evol=speciation])1:1[&&NHX:evol=creation])1:1[&&NHX:evol=speciation],transcript22_ENSSTOG00000019743:1[&&NHX:evol=speciation]):1[&&NHX:evol=speciation];"
28;31;29;"(((((transcript42_ENSMUGG00000013649,transcript7_ENSMUGG00000013649),transcript28_ENSMUGG00000013649),((transcript42_ENSMUGG00000013592,transcript52_ENSMUGG00000013592),transcript7_ENSMUGG00000013592)),(((transcript59_MGP-CAROLIEiJ-G0020234,transcript7_MGP-CAROLIEiJ-G0020234),transcript58_MGP-CAROLIEiJ-G0020234),transcript57_MGP-CAROLIEiJ-G0020234)),(transcript7_ENSPEMG00000024651,(((((transcript55_ENSCGRG00015005362,transcript7_ENSCGRG00015005362),transcript54_ENSCGRG00015005362),transcript53_ENSCGRG00015005362),transcript52_ENSCGRG00015005362),transcript7_ENSCGRG00000018457)));";0.013293027877807617;"(((((transcript42_ENSMUGG00000013649:1[&&NHX:evol=speciation],transcript7_ENSMUGG00000013649:1[&&NHX:evol=speciation])1:1[&&NHX:evol=creation],transcript28_ENSMUGG00000013649:1[&&NHX:evol=speciation])1:1[&&NHX:evol=creation],((transcript42_ENSMUGG00000013592:1[&&NHX:evol=speciation],transcript52_ENSMUGG00000013592:1[&&NHX:evol=speciation])1:1[&&NHX:evol=creation],transcript7_ENSMUGG00000013592:1[&&NHX:evol=speciation])1:1[&&NHX:evol=creation])1:1[&&NHX:evol=duplication],(((transcript59_MGP-CAROLIEiJ-G0020234:1[&&NHX:evol=speciation],transcript7_MGP-CAROLIEiJ-G0020234:1[&&NHX:evol=speciation])1:1[&&NHX:evol=creation],transcript58_MGP-CAROLIEiJ-G0020234:1[&&NHX:evol=speciation])1:1[&&NHX:evol=creation],transcript57_MGP-CAROLIEiJ-G0020234:1[&&NHX:evol=speciation])1:1[&&NHX:evol=creation])1:1[&&NHX:evol=speciation],(transcript7_ENSPEMG00000024651:1[&&NHX:evol=speciation],(((((transcript55_ENSCGRG00015005362:1[&&NHX:evol=speciation],transcript7_ENSCGRG00015005362:1[&&NHX:evol=speciation])1:1[&&NHX:evol=creation],transcript54_ENSCGRG00015005362:1[&&NHX:evol=speciation])1:1[&&NHX:evol=creation],transcript53_ENSCGRG00015005362:1[&&NHX:evol=speciation])1:1[&&NHX:evol=creation],transcript52_ENSCGRG00015005362:1[&&NHX:evol=speciation])1:1[&&NHX:evol=creation],transcript7_ENSCGRG00000018457:1[&&NHX:evol=speciation])1:1[&&NHX:evol=speciation])1:1[&&NHX:evol=speciation]):1[&&NHX:evol=speciation];"
29;32;30;"(((((((((transcript58_ENSMSIG00000000513,transcript7_ENSMSIG00000000513),transcript52_ENSMSIG00000000513),transcript38_ENSMSIG00000000513),((transcript63_MGP-SPRETEiJ-G0021131,transcript38_MGP-SPRETEiJ-G0021131),transcript52_MGP-SPRETEiJ-G0021131)),(((transcript58_ENSMUSG00000054036,transcript38_ENSMUSG00000054036),transcript55_ENSMUSG00000054036),transcript54_ENSMUSG00000054036)),(transcript8_MGP-CAROLIEiJ-G0020234,transcript47_MGP-CAROLIEiJ-G0020234)),transcript39_MGP-PahariEiJ-G0020237),((((transcript50_ENSRNOG00000031503,transcript8_ENSRNOG00000031503),transcript39_ENSRNOG00000031503),transcript32_ENSRNOG00000031503),transcript31_ENSRNOG00000031503)),(((transcript50_ENSMUGG00000013649,transcript12_ENSMUGG00000013649),transcript32_ENSMUGG00000013649),transcript32_ENSMUGG00000013592));";0.0072174072265625;"(((((((((transcript58_ENSMSIG00000000513:1[&&NHX:evol=speciation],transcript7_ENSMSIG00000000513:1[&&NHX:evol=speciation])1:1[&&NHX:evol=creation],transcript52_ENSMSIG00000000513:1[&&NHX:evol=speciation])1:1[&&NHX:evol=creation],transcript38_ENSMSIG00000000513:1[&&NHX:evol=speciation])1:1[&&NHX:evol=creation],((transcript63_MGP-SPRETEiJ-G0021131:1[&&NHX:evol=speciation],transcript38_MGP-SPRETEiJ-G0021131:1[&&NHX:evol=speciation])1:1[&&NHX:evol=creation],transcript52_MGP-SPRETEiJ-G0021131:1[&&NHX:evol=speciation])1:1[&&NHX:evol=creation])1:1[&&NHX:evol=speciation],(((transcript58_ENSMUSG00000054036:1[&&NHX:evol=speciation],transcript38_ENSMUSG00000054036:1[&&NHX:evol=speciation])1:1[&&NHX:evol=creation],transcript55_ENSMUSG00000054036:1[&&NHX:evol=speciation])1:1[&&NHX:evol=creation],transcript54_ENSMUSG00000054036:1[&&NHX:evol=speciation])1:1[&&NHX:evol=creation])1:1[&&NHX:evol=speciation],(transcript8_MGP-CAROLIEiJ-G0020234:1[&&NHX:evol=speciation],transcript47_MGP-CAROLIEiJ-G0020234:1[&&NHX:evol=speciation])1:1[&&NHX:evol=creation])1:1[&&NHX:evol=speciation],transcript39_MGP-PahariEiJ-G0020237:1[&&NHX:evol=speciation])1:1[&&NHX:evol=speciation],((((transcript50_ENSRNOG00000031503:1[&&NHX:evol=speciation],transcript8_ENSRNOG00000031503:1[&&NHX:evol=speciation])1:1[&&NHX:evol=creation],transcript39_ENSRNOG00000031503:1[&&NHX:evol=speciation])1:1[&&NHX:evol=creation],transcript32_ENSRNOG00000031503:1[&&NHX:evol=speciation])1:1[&&NHX:evol=creation],transcript31_ENSRNOG00000031503:1[&&NHX:evol=speciation])1:1[&&NHX:evol=creation])1:1[&&NHX:evol=speciation],(((transcript50_ENSMUGG00000013649:1[&&NHX:evol=speciation],transcript12_ENSMUGG00000013649:1[&&NHX:evol=speciation])1:1[&&NHX:evol=creation],transcript32_ENSMUGG00000013649:1[&&NHX:evol=speciation])1:1[&&NHX:evol=creation],transcript32_ENSMUGG00000013592:1[&&NHX:evol=speciation])1:1[&&NHX:evol=duplication]):1[&&NHX:evol=speciation];"
30;33;31;"((((transcript10_ENSMLUG00000027828,transcript1_ENSMLUG00000027828),transcript1_ENSMPUG00000020072),((transcript15_ENSCCNG00000000226,transcript1_ENSCCNG00000000226),transcript7_ENSCCNG00000000226)),transcript1_ENSLAFG00000030854);";0.01835489273071289;"((((transcript10_ENSMLUG00000027828:1[&&NHX:evol=speciation],transcript1_ENSMLUG00000027828:1[&&NHX:evol=speciation])1:1[&&NHX:evol=creation],transcript1_ENSMPUG00000020072:1[&&NHX:evol=speciation])1:1[&&NHX:evol=speciation],((transcript15_ENSCCNG00000000226:1[&&NHX:evol=speciation],transcript1_ENSCCNG00000000226:1[&&NHX:evol=speciation])1:1[&&NHX:evol=creation],transcript7_ENSCCNG00000000226:1[&&NHX:evol=speciation])1:1[&&NHX:evol=creation])1:1[&&NHX:evol=speciation],transcript1_ENSLAFG00000030854:1[&&NHX:evol=speciation]):1[&&NHX:evol=speciation];"
31;34;32;"(transcript2_ENSMLUG00000027828,((((transcript17_ENSMUGG00000013649,(transcript29_ENSMUGG00000013592,transcript17_ENSMUGG00000013592)),transcript8_ENSPEMG00000024651),(((((transcript19_ENSNGAG00000018584,transcript7_ENSNGAG00000018584),transcript18_ENSNGAG00000018584),transcript10_ENSNGAG00000018584),transcript9_ENSNGAG00000018584),transcript8_ENSNGAG00000018584)),(transcript15_ENSSTOG00000019743,transcript2_ENSSTOG00000019743)));";0.02028489112854004;"(transcript2_ENSMLUG00000027828:1[&&NHX:evol=speciation],((((transcript17_ENSMUGG00000013649:1[&&NHX:evol=speciation],(transcript29_ENSMUGG00000013592:1[&&NHX:evol=speciation],transcript17_ENSMUGG00000013592:1[&&NHX:evol=speciation])1:1[&&NHX:evol=creation])1:1[&&NHX:evol=duplication],transcript8_ENSPEMG00000024651:1[&&NHX:evol=speciation])1:1[&&NHX:evol=speciation],(((((transcript19_ENSNGAG00000018584:1[&&NHX:evol=speciation],transcript7_ENSNGAG00000018584:1[&&NHX:evol=speciation])1:1[&&NHX:evol=creation],transcript18_ENSNGAG00000018584:1[&&NHX:evol=speciation])1:1[&&NHX:evol=creation],transcript10_ENSNGAG00000018584:1[&&NHX:evol=speciation])1:1[&&NHX:evol=creation],transcript9_ENSNGAG00000018584:1[&&NHX:evol=speciation])1:1[&&NHX:evol=creation],transcript8_ENSNGAG00000018584:1[&&NHX:evol=speciation])1:1[&&NHX:evol=creation])1:1[&&NHX:evol=speciation],(transcript15_ENSSTOG00000019743:1[&&NHX:evol=speciation],transcript2_ENSSTOG00000019743:1[&&NHX:evol=speciation])1:1[&&NHX:evol=creation])1:1[&&NHX:evol=speciation]):1[&&NHX:evol=speciation];"
32;35;33;"((((transcript13_ENSMPUG00000020072,transcript6_ENSMPUG00000020072),transcript10_ENSMPUG00000020072),transcript8_ENSMPUG00000020072),(((((((((((transcript21_ENSECAG00000007947,transcript4_ENSECAG00000007947),transcript20_ENSECAG00000007947),transcript19_ENSECAG00000007947),transcript18_ENSECAG00000007947),transcript17_ENSECAG00000007947),transcript16_ENSECAG00000007947),transcript15_ENSECAG00000007947),transcript14_ENSECAG00000007947),transcript8_ENSECAG00000007947),transcript7_ENSECAG00000007947),transcript6_ENSECAG00000007947));";0.015278339385986328;"((((transcript13_ENSMPUG00000020072:1[&&NHX:evol=speciation],transcript6_ENSMPUG00000020072:1[&&NHX:evol=speciation])1:1[&&NHX:evol=creation],transcript10_ENSMPUG00000020072:1[&&NHX:evol=speciation])1:1[&&NHX:evol=creation],transcript8_ENSMPUG00000020072:1[&&NHX:evol=speciation])1:1[&&NHX:evol=creation],(((((((((((transcript21_ENSECAG00000007947:1[&&NHX:evol=speciation],transcript4_ENSECAG00000007947:1[&&NHX:evol=speciation])1:1[&&NHX:evol=creation],transcript20_ENSECAG00000007947:1[&&NHX:evol=speciation])1:1[&&NHX:evol=creation],transcript19_ENSECAG00000007947:1[&&NHX:evol=speciation])1:1[&&NHX:evol=creation],transcript18_ENSECAG00000007947:1[&&NHX:evol=speciation])1:1[&&NHX:evol=creation],transcript17_ENSECAG00000007947:1[&&NHX:evol=speciation])1:1[&&NHX:evol=creation],transcript16_ENSECAG00000007947:1[&&NHX:evol=speciation])1:1[&&NHX:evol=creation],transcript15_ENSECAG00000007947:1[&&NHX:evol=speciation])1:1[&&NHX:evol=creation],transcript14_ENSECAG00000007947:1[&&NHX:evol=speciation])1:1[&&NHX:evol=creation],transcript8_ENSECAG00000007947:1[&&NHX:evol=speciation])1:1[&&NHX:evol=creation],transcript7_ENSECAG00000007947:1[&&NHX:evol=speciation])1:1[&&NHX:evol=creation],transcript6_ENSECAG00000007947:1[&&NHX:evol=speciation])1:1[&&NHX:evol=creation]):1[&&NHX:evol=speciation];"
33;36;34;"((((((((transcript43_ENSCGRG00000018457,transcript37_ENSCGRG00001010245),((transcript32_ENSCGRG00015005362,transcript22_ENSCGRG00000018457),(transcript38_ENSCGRG00001010245,transcript7_ENSCGRG00001010245))),(transcript42_ENSCGRG00000018457,transcript29_ENSCGRG00001010245)),((transcript33_ENSCGRG00015005362,transcript26_ENSCGRG00000018457),transcript26_ENSCGRG00001010245)),(((transcript31_ENSPEMG00000024651,transcript15_ENSPEMG00000024651),transcript24_ENSPEMG00000024651),transcript22_ENSPEMG00000024651)),(transcript8_ENSRNOG00000031503,(((transcript38_MGP-PahariEiJ-G0020237,transcript8_MGP-PahariEiJ-G0020237),transcript37_MGP-PahariEiJ-G0020237),transcript36_MGP-PahariEiJ-G0020237))),((transcript20_ENSNGAG00000018584,transcript17_ENSNGAG00000018584),transcript5_ENSNGAG00000018584)),(((transcript14_ENSSTOG00000019743,transcript13_ENSSTOG00000019743),transcript12_ENSSTOG00000019743),transcript5_ENSSTOG00000019743));";0.02506709098815918;"((((((((transcript43_ENSCGRG00000018457:1[&&NHX:evol=speciation],transcript37_ENSCGRG00001010245:1[&&NHX:evol=speciation])1:1[&&NHX:evol=speciation],((transcript32_ENSCGRG00015005362:1[&&NHX:evol=speciation],transcript22_ENSCGRG00000018457:1[&&NHX:evol=speciation])1:1[&&NHX:evol=speciation],(transcript38_ENSCGRG00001010245:1[&&NHX:evol=speciation],transcript7_ENSCGRG00001010245:1[&&NHX:evol=speciation])1:1[&&NHX:evol=creation])1:1[&&NHX:evol=speciation])1:1[&&NHX:evol=creation],(transcript42_ENSCGRG00000018457:1[&&NHX:evol=speciation],transcript29_ENSCGRG00001010245:1[&&NHX:evol=speciation])1:1[&&NHX:evol=speciation])1:1[&&NHX:evol=creation],((transcript33_ENSCGRG00015005362:1[&&NHX:evol=speciation],transcript26_ENSCGRG00000018457:1[&&NHX:evol=speciation])1:1[&&NHX:evol=speciation],transcript26_ENSCGRG00001010245:1[&&NHX:evol=speciation])1:1[&&NHX:evol=speciation])1:1[&&NHX:evol=creation],(((transcript31_ENSPEMG00000024651:1[&&NHX:evol=speciation],transcript15_ENSPEMG00000024651:1[&&NHX:evol=speciation])1:1[&&NHX:evol=creation],transcript24_ENSPEMG00000024651:1[&&NHX:evol=speciation])1:1[&&NHX:evol=creation],transcript22_ENSPEMG00000024651:1[&&NHX:evol=speciation])1:1[&&NHX:evol=creation])1:1[&&NHX:evol=speciation],(transcript8_ENSRNOG00000031503:1[&&NHX:evol=speciation],(((transcript38_MGP-PahariEiJ-G0020237:1[&&NHX:evol=speciation],transcript8_MGP-PahariEiJ-G0020237:1[&&NHX:evol=speciation])1:1[&&NHX:evol=creation],transcript37_MGP-PahariEiJ-G0020237:1[&&NHX:evol=speciation])1:1[&&NHX:evol=creation],transcript36_MGP-PahariEiJ-G0020237:1[&&NHX:evol=speciation])1:1[&&NHX:evol=creation])1:1[&&NHX:evol=speciation])1:1[&&NHX:evol=speciation],((transcript20_ENSNGAG00000018584:1[&&NHX:evol=speciation],transcript17_ENSNGAG00000018584:1[&&NHX:evol=speciation])1:1[&&NHX:evol=creation],transcript5_ENSNGAG00000018584:1[&&NHX:evol=speciation])1:1[&&NHX:evol=creation])1:1[&&NHX:evol=speciation],(((transcript14_ENSSTOG00000019743:1[&&NHX:evol=speciation],transcript13_ENSSTOG00000019743:1[&&NHX:evol=speciation])1:1[&&NHX:evol=creation],transcript12_ENSSTOG00000019743:1[&&NHX:evol=speciation])1:1[&&NHX:evol=creation],transcript5_ENSSTOG00000019743:1[&&NHX:evol=speciation])1:1[&&NHX:evol=creation]):1[&&NHX:evol=speciation];"
34;37;35;"((transcript12_ENSMPUG00000020072,transcript9_ENSMPUG00000020072),transcript11_ENSMPUG00000020072);";0.0035550594329833984;"((transcript12_ENSMPUG00000020072:1[&&NHX:evol=speciation],transcript9_ENSMPUG00000020072:1[&&NHX:evol=speciation])1:1[&&NHX:evol=creation],transcript11_ENSMPUG00000020072:1[&&NHX:evol=speciation]):1[&&NHX:evol=creation];"
35;38;36;"(((((((((((((transcript49_ENSMSIG00000000513,transcript26_ENSMSIG00000000513),transcript48_ENSMSIG00000000513),transcript47_ENSMSIG00000000513),transcript46_ENSMSIG00000000513),transcript43_ENSMSIG00000000513),transcript41_ENSMSIG00000000513),transcript7_ENSMSIG00000000513),(transcript41_MGP-SPRETEiJ-G0021131,transcript22_MGP-SPRETEiJ-G0021131)),(transcript36_ENSMUSG00000054036,transcript7_ENSMUSG00000054036)),(((((transcript43_MGP-CAROLIEiJ-G0020234,transcript8_MGP-CAROLIEiJ-G0020234),transcript42_MGP-CAROLIEiJ-G0020234),transcript33_MGP-CAROLIEiJ-G0020234),transcript32_MGP-CAROLIEiJ-G0020234),transcript22_MGP-CAROLIEiJ-G0020234)),transcript26_MGP-PahariEiJ-G0020237),((((((transcript33_ENSRNOG00000031503,transcript18_ENSRNOG00000031503),transcript32_ENSRNOG00000031503),transcript23_ENSRNOG00000031503),transcript21_ENSRNOG00000031503),transcript19_ENSRNOG00000031503),transcript9_ENSRNOG00000031503)),((((transcript35_ENSMUGG00000013592,transcript18_ENSMUGG00000013592),transcript34_ENSMUGG00000013592),transcript33_ENSMUGG00000013592),transcript32_ENSMUGG00000013592));";0.011170387268066406;"(((((((((((((transcript49_ENSMSIG00000000513:1[&&NHX:evol=speciation],transcript26_ENSMSIG00000000513:1[&&NHX:evol=speciation])1:1[&&NHX:evol=creation],transcript48_ENSMSIG00000000513:1[&&NHX:evol=speciation])1:1[&&NHX:evol=creation],transcript47_ENSMSIG00000000513:1[&&NHX:evol=speciation])1:1[&&NHX:evol=creation],transcript46_ENSMSIG00000000513:1[&&NHX:evol=speciation])1:1[&&NHX:evol=creation],transcript43_ENSMSIG00000000513:1[&&NHX:evol=speciation])1:1[&&NHX:evol=creation],transcript41_ENSMSIG00000000513:1[&&NHX:evol=speciation])1:1[&&NHX:evol=creation],transcript7_ENSMSIG00000000513:1[&&NHX:evol=speciation])1:1[&&NHX:evol=creation],(transcript41_MGP-SPRETEiJ-G0021131:1[&&NHX:evol=speciation],transcript22_MGP-SPRETEiJ-G0021131:1[&&NHX:evol=speciation])1:1[&&NHX:evol=creation])1:1[&&NHX:evol=speciation],(transcript36_ENSMUSG00000054036:1[&&NHX:evol=speciation],transcript7_ENSMUSG00000054036:1[&&NHX:evol=speciation])1:1[&&NHX:evol=creation])1:1[&&NHX:evol=speciation],(((((transcript43_MGP-CAROLIEiJ-G0020234:1[&&NHX:evol=speciation],transcript8_MGP-CAROLIEiJ-G0020234:1[&&NHX:evol=speciation])1:1[&&NHX:evol=creation],transcript42_MGP-CAROLIEiJ-G0020234:1[&&NHX:evol=speciation])1:1[&&NHX:evol=creation],transcript33_MGP-CAROLIEiJ-G0020234:1[&&NHX:evol=speciation])1:1[&&NHX:evol=creation],transcript32_MGP-CAROLIEiJ-G0020234:1[&&NHX:evol=speciation])1:1[&&NHX:evol=creation],transcript22_MGP-CAROLIEiJ-G0020234:1[&&NHX:evol=speciation])1:1[&&NHX:evol=creation])1:1[&&NHX:evol=speciation],transcript26_MGP-PahariEiJ-G0020237:1[&&NHX:evol=speciation])1:1[&&NHX:evol=speciation],((((((transcript33_ENSRNOG00000031503:1[&&NHX:evol=speciation],transcript18_ENSRNOG00000031503:1[&&NHX:evol=speciation])1:1[&&NHX:evol=creation],transcript32_ENSRNOG00000031503:1[&&NHX:evol=speciation])1:1[&&NHX:evol=creation],transcript23_ENSRNOG00000031503:1[&&NHX:evol=speciation])1:1[&&NHX:evol=creation],transcript21_ENSRNOG00000031503:1[&&NHX:evol=speciation])1:1[&&NHX:evol=creation],transcript19_ENSRNOG00000031503:1[&&NHX:evol=speciation])1:1[&&NHX:evol=creation],transcript9_ENSRNOG00000031503:1[&&NHX:evol=speciation])1:1[&&NHX:evol=creation])1:1[&&NHX:evol=speciation],((((transcript35_ENSMUGG00000013592:1[&&NHX:evol=speciation],transcript18_ENSMUGG00000013592:1[&&NHX:evol=speciation])1:1[&&NHX:evol=creation],transcript34_ENSMUGG00000013592:1[&&NHX:evol=speciation])1:1[&&NHX:evol=creation],transcript33_ENSMUGG00000013592:1[&&NHX:evol=speciation])1:1[&&NHX:evol=creation],transcript32_ENSMUGG00000013592:1[&&NHX:evol=speciation])1:1[&&NHX:evol=creation]):1[&&NHX:evol=speciation];"
36;39;37;"(transcript2_ENSLAFG00000030854,(((transcript22_ENSNGAG00000018584,transcript2_ENSNGAG00000018584),transcript22_ENSPEMG00000024651),((transcript27_ENSSTOG00000019743,transcript2_ENSSTOG00000019743),transcript22_ENSSTOG00000019743)));";0.006048679351806641;"(transcript2_ENSLAFG00000030854:1[&&NHX:evol=speciation],(((transcript22_ENSNGAG00000018584:1[&&NHX:evol=speciation],transcript2_ENSNGAG00000018584:1[&&NHX:evol=speciation])1:1[&&NHX:evol=creation],transcript22_ENSPEMG00000024651:1[&&NHX:evol=speciation])1:1[&&NHX:evol=speciation],((transcript27_ENSSTOG00000019743:1[&&NHX:evol=speciation],transcript2_ENSSTOG00000019743:1[&&NHX:evol=speciation])1:1[&&NHX:evol=creation],transcript22_ENSSTOG00000019743:1[&&NHX:evol=speciation])1:1[&&NHX:evol=creation])1:1[&&NHX:evol=speciation]):1[&&NHX:evol=speciation];"
