;ENSCAFT00000002168_90_90;ENSCAFT00000045695_90_90;ENSCAFT00000013241_90_90;ENSCAFT00000019370_90_90;ENST00000253363_90_90;ENST00000338163_90_90;ENST00000361162_90_90;ENST00000374038_90_90;ENST00000397370_90_90;ENST00000403542_90_90;ENST00000412738_90_90;ENST00000416108_90_90;ENST00000416529_90_90;ENST00000425184_90_90;ENST00000426951_90_90;ENST00000429968_90_90;ENST00000433027_90_90;ENST00000434927_90_90;ENST00000444878_90_90;ENST00000448303_90_90;ENST00000449489_90_90;ENST00000453310_90_90;ENST00000455343_90_90;ENST00000476806_90_90;ENST00000490484_90_90;ENST00000528062_90_90;ENST00000615771_90_90;ENST00000369086_90_90;ENST00000369093_90_90;ENST00000412524_90_90;ENST00000436547_90_90;ENST00000479729_90_90;ENST00000497671_90_90;ENST00000313352_90_90;ENST00000349157_90_90;ENST00000453551_90_90;ENST00000456095_90_90;ENST00000526459_90_90;ENST00000526683_90_90;ENST00000527197_90_90;ENST00000527744_90_90;ENST00000529999_90_90;ENST00000531897_90_90;ENST00000532884_90_90;ENST00000533162_90_90;ENSMUST00000002599_90_90;ENSMUST00000100527_90_90;ENSMUST00000029149_90_90;ENSMUST00000109584_90_90;ENSMUST00000109587_90_90;ENSMUST00000126992_90_90;ENSMUST00000137566_90_90;ENSMUST00000142071_90_90;ENSMUST00000146288_90_90;ENSMUST00000146297_90_90;ENSMUST00000146549_90_90;ENSMUST00000147098_90_90;ENSMUST00000148794_90_90;ENSMUST00000152919_90_90;ENSMUST00000153514_90_90;ENSMUST00000154677_90_90;ENSMUST00000155837_90_90;ENSMUST00000033135_90_90;ENSMUST00000106226_90_90;ENSMUST00000106228_90_90;ENSMUST00000123666_90_90;ENSMUST00000133089_90_90;ENSMUST00000133444_90_90;ENSMUST00000141126_90_90;ENSMUST00000165023_90_90;ENSMUST00000205278_90_90;ENSMUST00000205835_90_90
ENST00000527744_90_90;0.618;0.683;0.741;0.619;0.694;0.833;0.694;0.576;0.076;0.031;0.031;0.031;0.029;0.0;0.092;0.061;0.045;0.515;0.031;0.513;0.031;0.031;0.031;0.062;0.547;0.635;0.266;0.348;0.543;0.391;0.5;0.174;0.522;0.525;0.612;0.604;0.627;0.853;0.689;0.549;1.0;0.595;0.57;0.33;0.557;0.618;0.696;0.726;0.046;0.726;0.723;0.031;0.954;0.4;0.726;0.031;0.046;0.514;0.031;0.062;0.03;0.031;0.565;0.613;0.419;0.641;0.205;0.14;0.161;0.565;0.641;0.208
ENST00000529999_90_90;0.511;0.485;0.471;0.381;0.43;0.5;0.43;0.566;0.087;0.0;0.0;0.0;0.065;0.0;0.136;0.065;0.043;0.463;0.0;0.403;0.0;0.0;0.0;0.0;0.444;0.388;0.091;0.4;0.375;0.375;0.328;0.097;0.724;0.402;0.48;0.371;0.37;0.635;0.444;0.4;0.595;1.0;0.963;0.189;0.694;0.511;0.471;0.442;0.044;0.442;0.717;0.0;0.559;0.346;0.442;0.0;0.044;0.422;0.0;0.067;0.067;0.0;0.344;0.393;0.197;0.75;0.185;0.0;0.0;0.344;0.75;0.303
ENST00000531897_90_90;0.489;0.465;0.447;0.349;0.407;0.473;0.407;0.588;0.091;0.0;0.0;0.0;0.068;0.0;0.143;0.068;0.045;0.481;0.0;0.373;0.0;0.0;0.0;0.0;0.407;0.365;0.055;0.333;0.344;0.312;0.297;0.103;0.655;0.381;0.46;0.352;0.352;0.608;0.426;0.38;0.57;0.963;1.0;0.18;0.717;0.489;0.451;0.419;0.047;0.419;0.679;0.0;0.529;0.36;0.419;0.0;0.047;0.391;0.0;0.07;0.07;0.0;0.311;0.361;0.164;0.679;0.111;0.0;0.0;0.311;0.679;0.323
ENST00000532884_90_90;0.553;0.525;0.494;0.746;0.482;0.354;0.482;0.153;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.097;0.0;0.541;0.0;0.0;0.0;0.093;0.418;0.513;0.277;0.189;0.73;0.226;0.683;0.0;0.246;0.627;0.547;0.571;0.547;0.348;0.505;0.598;0.33;0.189;0.18;1.0;0.143;0.553;0.51;0.5;0.0;0.5;0.169;0.0;0.329;0.045;0.5;0.0;0.0;0.579;0.0;0.0;0.0;0.0;0.667;0.714;0.627;0.263;0.078;0.3;0.509;0.667;0.333;0.158
ENST00000533162_90_90;0.363;0.455;0.459;0.254;0.419;0.486;0.419;0.745;0.089;0.0;0.0;0.0;0.067;0.0;0.14;0.067;0.044;0.733;0.0;0.292;0.0;0.0;0.0;0.0;0.242;0.36;0.0;0.114;0.232;0.108;0.188;0.348;0.382;0.267;0.343;0.343;0.343;0.439;0.417;0.269;0.557;0.694;0.717;0.143;1.0;0.363;0.441;0.43;0.045;0.43;0.667;0.0;0.544;0.568;0.43;0.0;0.045;0.268;0.0;0.068;0.068;0.0;0.213;0.262;0.066;0.464;0.0;0.0;0.0;0.213;0.464;0.4
ENSMUST00000002599_90_90;1.0;0.893;0.906;1.0;0.818;0.648;0.818;0.379;0.113;0.037;0.037;0.037;0.037;0.0;0.087;0.075;0.062;0.318;0.037;0.578;0.037;0.037;0.037;0.05;0.438;0.782;0.212;0.258;0.952;0.29;0.903;0.045;0.387;0.872;1.0;0.804;0.843;0.681;0.922;0.915;0.618;0.511;0.489;0.553;0.363;1.0;0.923;0.892;0.067;0.892;0.512;0.04;0.663;0.256;0.892;0.04;0.067;0.632;0.04;0.08;0.04;0.04;0.873;0.921;0.73;0.397;0.127;0.238;0.476;0.873;0.397;0.302
ENSMUST00000100527_90_90;0.922;0.971;1.0;1.0;0.909;0.739;0.909;0.455;0.102;0.034;0.034;0.034;0.034;0.0;0.08;0.068;0.057;0.409;0.034;0.58;0.034;0.034;0.034;0.045;0.398;0.852;0.193;0.239;0.881;0.269;0.836;0.119;0.358;0.804;0.922;0.882;0.922;0.627;1.0;0.843;0.696;0.471;0.451;0.51;0.441;0.923;1.0;0.988;0.06;0.988;0.59;0.036;0.759;0.337;0.988;0.036;0.06;0.59;0.036;0.072;0.036;0.036;0.873;0.921;0.73;0.397;0.127;0.238;0.476;0.873;0.397;0.302
ENSMUST00000029149_90_90;0.892;0.929;0.983;0.957;0.983;0.689;0.991;0.419;0.068;0.033;0.033;0.033;0.033;0.0;0.103;0.067;0.068;0.385;0.033;0.653;0.033;0.033;0.033;0.06;0.359;0.941;0.205;0.203;0.857;0.23;0.818;0.108;0.297;0.817;0.892;0.915;0.963;0.643;0.988;0.866;0.726;0.442;0.419;0.5;0.43;0.892;0.988;1.0;0.067;0.992;0.496;0.033;0.675;0.311;1.0;0.033;0.067;0.6;0.033;0.066;0.033;0.033;0.861;0.903;0.75;0.333;0.116;0.222;0.542;0.861;0.333;0.29
ENSMUST00000109584_90_90;0.067;0.024;0.059;0.0;0.068;0.094;0.068;0.16;1.0;0.308;0.308;0.308;0.308;0.0;0.312;0.727;0.8;0.174;0.308;0.0;0.308;0.308;0.308;0.0;0.0;0.071;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.067;0.0;0.037;0.07;0.06;0.041;0.046;0.044;0.047;0.0;0.045;0.067;0.06;0.067;1.0;0.066;0.133;0.308;0.091;0.211;0.067;0.308;0.8;0.0;0.308;0.727;0.308;0.308;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
ENSMUST00000109587_90_90;0.892;0.929;0.992;0.957;0.992;0.683;0.983;0.415;0.067;0.033;0.033;0.033;0.033;0.0;0.102;0.067;0.067;0.381;0.033;0.661;0.033;0.033;0.033;0.059;0.356;0.949;0.203;0.203;0.857;0.23;0.818;0.108;0.297;0.817;0.892;0.915;0.963;0.643;0.988;0.866;0.726;0.442;0.419;0.5;0.43;0.892;0.988;0.992;0.066;1.0;0.492;0.032;0.669;0.308;0.992;0.032;0.066;0.608;0.032;0.066;0.032;0.032;0.861;0.903;0.75;0.333;0.116;0.222;0.542;0.861;0.333;0.29
ENSMUST00000126992_90_90;0.512;0.541;0.487;0.329;0.496;0.69;0.5;0.845;0.136;0.065;0.065;0.065;0.065;0.0;0.207;0.133;0.136;0.746;0.065;0.347;0.065;0.065;0.065;0.0;0.37;0.453;0.093;0.375;0.307;0.353;0.267;0.233;0.645;0.432;0.512;0.512;0.561;0.641;0.59;0.481;0.723;0.717;0.679;0.169;0.667;0.512;0.59;0.496;0.133;0.492;1.0;0.063;0.678;0.6;0.496;0.063;0.133;0.32;0.063;0.131;0.063;0.063;0.294;0.338;0.176;0.769;0.24;0.0;0.0;0.294;0.769;0.265
ENSMUST00000137566_90_90;0.039;0.024;0.034;0.0;0.033;0.045;0.033;0.075;0.308;1.0;1.0;1.0;0.333;0.5;0.053;0.286;0.308;0.082;1.0;0.0;1.0;1.0;1.0;0.0;0.0;0.034;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.04;0.0;0.038;0.054;0.036;0.042;0.031;0.0;0.0;0.0;0.0;0.04;0.036;0.033;0.308;0.032;0.063;1.0;0.044;0.098;0.033;1.0;0.308;0.0;1.0;0.286;0.333;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
ENSMUST00000142071_90_90;0.663;0.706;0.681;0.629;0.667;0.965;0.672;0.59;0.095;0.046;0.046;0.046;0.046;0.0;0.145;0.094;0.095;0.542;0.046;0.477;0.046;0.046;0.046;0.084;0.506;0.625;0.289;0.294;0.558;0.333;0.519;0.157;0.431;0.578;0.655;0.675;0.723;0.846;0.75;0.627;0.954;0.559;0.529;0.329;0.544;0.663;0.759;0.675;0.091;0.669;0.678;0.044;1.0;0.425;0.675;0.044;0.091;0.468;0.044;0.09;0.044;0.044;0.58;0.623;0.464;0.523;0.182;0.26;0.246;0.58;0.523;0.164
ENSMUST00000146288_90_90;0.256;0.294;0.303;0.071;0.308;0.429;0.31;0.7;0.216;0.1;0.1;0.1;0.1;0.0;0.333;0.211;0.216;0.8;0.1;0.175;0.1;0.1;0.1;0.0;0.13;0.321;0.0;0.0;0.082;0.0;0.086;0.286;0.231;0.173;0.256;0.256;0.305;0.312;0.337;0.222;0.4;0.346;0.36;0.045;0.568;0.256;0.337;0.311;0.211;0.308;0.6;0.098;0.425;1.0;0.311;0.098;0.211;0.146;0.098;0.205;0.098;0.098;0.092;0.088;0.0;0.261;0.0;0.0;0.0;0.092;0.16;0.3
ENSMUST00000146297_90_90;0.892;0.929;0.983;0.957;0.983;0.689;0.991;0.419;0.068;0.033;0.033;0.033;0.033;0.0;0.103;0.067;0.068;0.385;0.033;0.653;0.033;0.033;0.033;0.06;0.359;0.941;0.205;0.203;0.857;0.23;0.818;0.108;0.297;0.817;0.892;0.915;0.963;0.643;0.988;0.866;0.726;0.442;0.419;0.5;0.43;0.892;0.988;1.0;0.067;0.992;0.496;0.033;0.675;0.311;1.0;0.033;0.067;0.6;0.033;0.066;0.033;0.033;0.861;0.903;0.75;0.333;0.116;0.222;0.542;0.861;0.333;0.29
ENSMUST00000146549_90_90;0.039;0.024;0.034;0.0;0.033;0.045;0.033;0.075;0.308;1.0;1.0;1.0;0.333;0.5;0.053;0.286;0.308;0.082;1.0;0.0;1.0;1.0;1.0;0.0;0.0;0.034;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.04;0.0;0.038;0.054;0.036;0.042;0.031;0.0;0.0;0.0;0.0;0.04;0.036;0.033;0.308;0.032;0.063;1.0;0.044;0.098;0.033;1.0;0.308;0.0;1.0;0.286;0.333;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
ENSMUST00000147098_90_90;0.067;0.024;0.059;0.0;0.068;0.094;0.068;0.16;0.8;0.308;0.308;0.308;0.308;0.0;0.312;0.727;1.0;0.174;0.308;0.0;0.308;0.308;0.308;0.0;0.0;0.071;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.067;0.0;0.037;0.07;0.06;0.041;0.046;0.044;0.047;0.0;0.045;0.067;0.06;0.067;0.8;0.066;0.133;0.308;0.091;0.211;0.067;0.308;1.0;0.0;0.308;0.727;0.308;0.308;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
ENSMUST00000148794_90_90;0.632;0.598;0.605;0.757;0.602;0.486;0.593;0.235;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.182;0.0;0.899;0.0;0.0;0.0;0.097;0.5;0.628;0.263;0.232;0.783;0.246;0.739;0.0;0.357;0.706;0.632;0.653;0.62;0.544;0.59;0.667;0.514;0.422;0.391;0.579;0.268;0.632;0.59;0.6;0.0;0.608;0.32;0.0;0.468;0.146;0.6;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.725;0.768;0.632;0.351;0.127;0.281;0.455;0.725;0.375;0.138
ENSMUST00000152919_90_90;0.039;0.024;0.034;0.0;0.033;0.045;0.033;0.075;0.308;1.0;1.0;1.0;0.333;0.5;0.053;0.286;0.308;0.082;1.0;0.0;1.0;1.0;1.0;0.0;0.0;0.034;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.04;0.0;0.038;0.054;0.036;0.042;0.031;0.0;0.0;0.0;0.0;0.04;0.036;0.033;0.308;0.032;0.063;1.0;0.044;0.098;0.033;1.0;0.308;0.0;1.0;0.286;0.333;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
ENSMUST00000153514_90_90;0.08;0.035;0.067;0.0;0.067;0.093;0.068;0.157;0.727;0.286;0.286;0.286;0.286;0.0;0.294;1.0;0.727;0.17;0.286;0.0;0.286;0.286;0.286;0.0;0.0;0.07;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.08;0.0;0.037;0.088;0.072;0.041;0.062;0.067;0.07;0.0;0.068;0.08;0.072;0.066;0.727;0.066;0.131;0.286;0.09;0.205;0.066;0.286;0.727;0.0;0.286;1.0;0.286;0.286;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
ENSMUST00000154677_90_90;0.04;0.0;0.034;0.0;0.033;0.045;0.033;0.075;0.308;0.333;0.333;0.333;1.0;0.0;0.053;0.286;0.308;0.082;0.333;0.0;0.333;0.333;0.333;0.0;0.0;0.034;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.038;0.0;0.037;0.051;0.035;0.041;0.03;0.067;0.07;0.0;0.068;0.04;0.036;0.033;0.308;0.032;0.063;0.333;0.044;0.098;0.033;0.333;0.308;0.0;0.333;0.286;1.0;0.333;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
ENSMUST00000155837_90_90;0.039;0.024;0.034;0.0;0.033;0.045;0.033;0.075;0.308;1.0;1.0;1.0;0.333;0.5;0.053;0.286;0.308;0.082;1.0;0.0;1.0;1.0;1.0;0.0;0.0;0.034;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.04;0.0;0.038;0.054;0.036;0.042;0.031;0.0;0.0;0.0;0.0;0.04;0.036;0.033;0.308;0.032;0.063;1.0;0.044;0.098;0.033;1.0;0.308;0.0;1.0;0.286;0.333;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
ENSMUST00000033135_90_90;0.873;0.873;0.899;0.927;0.782;0.627;0.782;0.176;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.123;0.0;0.68;0.0;0.0;0.0;0.07;0.4;0.769;0.25;0.176;0.938;0.222;0.989;0.011;0.264;0.833;0.833;0.833;0.833;0.597;0.833;0.833;0.565;0.344;0.311;0.667;0.213;0.873;0.873;0.861;0.0;0.861;0.294;0.0;0.58;0.092;0.861;0.0;0.0;0.725;0.0;0.0;0.0;0.0;1.0;0.948;0.902;0.266;0.086;0.34;0.707;1.0;0.222;0.219
ENSMUST00000106226_90_90;0.921;0.921;0.942;0.979;0.821;0.667;0.821;0.216;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.149;0.0;0.72;0.0;0.0;0.0;0.068;0.44;0.808;0.24;0.167;0.99;0.211;0.938;0.011;0.25;0.879;0.879;0.879;0.879;0.645;0.879;0.879;0.613;0.393;0.361;0.714;0.262;0.921;0.921;0.903;0.0;0.903;0.338;0.0;0.623;0.088;0.903;0.0;0.0;0.768;0.0;0.0;0.0;0.0;0.948;1.0;0.856;0.253;0.082;0.323;0.67;0.948;0.273;0.208
ENSMUST00000106228_90_90;0.73;0.73;0.783;0.844;0.679;0.52;0.679;0.068;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.014;0.0;0.595;0.0;0.0;0.0;0.079;0.329;0.688;0.281;0.193;0.854;0.244;0.901;0.0;0.176;0.697;0.697;0.697;0.697;0.452;0.697;0.697;0.419;0.197;0.164;0.627;0.066;0.73;0.73;0.75;0.0;0.75;0.176;0.0;0.464;0.0;0.75;0.0;0.0;0.632;0.0;0.0;0.0;0.0;0.902;0.856;1.0;0.17;0.095;0.376;0.783;0.902;0.167;0.125
ENSMUST00000123666_90_90;0.397;0.397;0.333;0.26;0.338;0.451;0.338;0.5;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.36;0.0;0.345;0.0;0.0;0.0;0.0;0.583;0.324;0.235;0.654;0.245;0.533;0.258;0.038;0.962;0.397;0.397;0.397;0.397;0.61;0.397;0.397;0.641;0.75;0.679;0.263;0.464;0.397;0.397;0.333;0.0;0.333;0.769;0.0;0.523;0.261;0.333;0.0;0.0;0.351;0.0;0.0;0.0;0.0;0.266;0.253;0.17;1.0;0.286;0.0;0.0;0.266;0.75;0.238
ENSMUST00000133089_90_90;0.127;0.127;0.116;0.083;0.118;0.157;0.118;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.125;0.0;0.0;0.0;0.0;0.235;0.119;0.35;0.471;0.083;0.4;0.088;0.0;0.32;0.127;0.127;0.127;0.127;0.195;0.127;0.127;0.205;0.185;0.111;0.078;0.0;0.127;0.127;0.116;0.0;0.116;0.24;0.0;0.182;0.0;0.116;0.0;0.0;0.127;0.0;0.0;0.0;0.0;0.086;0.082;0.095;0.286;1.0;0.0;0.0;0.086;0.267;0.0
ENSMUST00000133444_90_90;0.238;0.238;0.232;0.344;0.192;0.357;0.192;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.231;0.0;0.0;0.0;0.2;0.093;0.195;0.158;0.0;0.344;0.0;0.363;0.0;0.0;0.227;0.227;0.227;0.227;0.18;0.227;0.227;0.14;0.0;0.0;0.3;0.0;0.238;0.238;0.222;0.0;0.222;0.0;0.0;0.26;0.0;0.222;0.0;0.0;0.281;0.0;0.0;0.0;0.0;0.34;0.323;0.376;0.0;0.0;1.0;0.478;0.34;0.0;0.0
ENSMUST00000141126_90_90;0.476;0.476;0.565;0.667;0.487;0.32;0.487;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.431;0.0;0.0;0.0;0.104;0.123;0.494;0.175;0.0;0.667;0.024;0.703;0.0;0.0;0.455;0.455;0.455;0.455;0.194;0.455;0.455;0.161;0.0;0.0;0.509;0.0;0.476;0.476;0.542;0.0;0.542;0.0;0.0;0.246;0.0;0.542;0.0;0.0;0.455;0.0;0.0;0.0;0.0;0.707;0.67;0.783;0.0;0.0;0.478;1.0;0.707;0.0;0.139
ENSMUST00000165023_90_90;0.873;0.873;0.899;0.927;0.782;0.627;0.782;0.176;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.123;0.0;0.68;0.0;0.0;0.0;0.07;0.4;0.769;0.25;0.176;0.938;0.222;0.989;0.011;0.264;0.833;0.833;0.833;0.833;0.597;0.833;0.833;0.565;0.344;0.311;0.667;0.213;0.873;0.873;0.861;0.0;0.861;0.294;0.0;0.58;0.092;0.861;0.0;0.0;0.725;0.0;0.0;0.0;0.0;1.0;0.948;0.902;0.266;0.086;0.34;0.707;1.0;0.222;0.219
ENSMUST00000205278_90_90;0.397;0.397;0.333;0.292;0.338;0.451;0.338;0.5;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.308;0.0;0.368;0.0;0.0;0.0;0.0;0.676;0.343;0.235;0.586;0.276;0.485;0.224;0.0;0.742;0.397;0.397;0.397;0.397;0.61;0.397;0.397;0.641;0.75;0.679;0.333;0.464;0.397;0.397;0.333;0.0;0.333;0.769;0.0;0.523;0.16;0.333;0.0;0.0;0.375;0.0;0.0;0.0;0.0;0.222;0.273;0.167;0.75;0.267;0.0;0.0;0.222;1.0;0.149
ENSMUST00000205835_90_90;0.302;0.302;0.29;0.208;0.294;0.145;0.294;0.333;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.409;0.0;0.172;0.0;0.0;0.0;0.0;0.149;0.279;0.0;0.028;0.208;0.026;0.22;0.05;0.25;0.302;0.302;0.302;0.302;0.2;0.302;0.302;0.208;0.303;0.323;0.158;0.4;0.302;0.302;0.29;0.0;0.29;0.265;0.0;0.164;0.3;0.29;0.0;0.0;0.138;0.0;0.0;0.0;0.0;0.219;0.208;0.125;0.238;0.0;0.0;0.139;0.219;0.149;1.0
